,Name,Allocation
0,Bank of America Corp,8.30%
1,Citigroup Inc.,8.25%
2,JPMorgan Chase & Co.,8.01%
3,U.S. Bancorp,7.94%
4,Wells Fargo & Company,7.16%
5,State Street Corporation,4.44%
6,First Republic Bank,4.17%
7,Northern Trust Corporation,4.13%
8,SVB Financial Group,4.08%
9,Fifth Third Bancorp,4.04%
10,Truist Financial Corporation,4.02%
11,M&T Bank Corporation,3.88%
12,Bank of New York Mellon Corporation,3.84%
13,KeyCorp,3.84%
14,Capital One Financial Corporation,3.75%
15,"PNC Financial Services Group, Inc.",3.73%
16,Regions Financial Corporation,3.47%
17,"Citizens Financial Group, Inc.",3.40%
18,Huntington Bancshares Incorporated,3.04%
19,Comerica Incorporated,1.76%
20,"Zions Bancorporation, N.A.",1.70%
21,"People's United Financial, Inc.",1.46%
22,First Horizon National Corporation,0.96%
23,CIT Group Inc.,0.62%
24,AIM Treasurers Series Funds Inc Premier US Government Money Portfolio Institutional,0.02%
25,U.S. Dollar,-0.00%
