,Name,Allocation
0,MUTUAL FUND (OTHER),58.13%
1,Eicher Motors Limited,4.90%
2,ITC Limited,4.79%
3,Avenue Supermarts Ltd.,4.44%
4,Hero Motocorp Limited,4.23%
5,Tata Motors Limited,3.85%
6,Tata Consumer Products Limited,3.71%
7,Mahindra & Mahindra Ltd.,2.99%
8,Jubilant Foodworks Limited,2.64%
9,Maruti Suzuki India Limited,1.79%
10,Balkrishna Industries Limited,1.77%
11,Bajaj Auto Limited.,1.71%
12,Bata India Ltd,1.31%
13,Whirlpool Of India Limited,1.17%
14,Titan Company Limited,0.56%
15,Rajesh Exports Limited,0.47%
16,United Spirits Limited,0.23%
17,Page Industries Limited,0.21%
18,Goldman Sachs Trust Financial Square Treasury Instruments Fund Institutional,0.18%
19,Godrej Consumer Products Limited,0.16%
20,Bharat Forge Ltd,0.13%
21,MRF Limited,0.13%
22,Marico Limited,0.12%
23,Nestle India Ltd.,0.07%
24,Hindustan Unilever Limited,0.06%
25,Britannia Industries Ltd,0.06%
26,Procter & Gamble Hygiene & Health Care Ltd.,0.05%
27,Dabur India Limited,0.04%
28,Bosch Limited,0.04%
29,Colgate-Palmolive (India) Limited,0.03%
30,Motherson Sumi Systems Limited,0.02%
31,United Breweries Limited,0.01%
32,U.S. Dollar,-0.00%
