,Name,Allocation
0,"Enphase Energy, Inc.",6.20%
1,"SolarEdge Technologies, Inc.",6.20%
2,"Continental Resources, Inc.",3.94%
3,Exxon Mobil Corporation,3.70%
4,Cabot Oil & Gas Corporation,3.66%
5,ConocoPhillips,3.66%
6,"WPX Energy, Inc.",3.65%
7,"First Solar, Inc.",3.62%
8,Marathon Oil Corporation,3.47%
9,"EOG Resources, Inc.",3.45%
10,Pioneer Natural Resources Company,3.37%
11,Murphy Oil Corporation,3.30%
12,Equitrans Midstream Corp.,3.09%
13,Chevron Corporation,3.08%
14,"Diamondback Energy, Inc.",3.02%
15,Kinder Morgan Inc Class P,3.00%
16,HollyFrontier Corporation,2.76%
17,"Williams Companies, Inc.",2.72%
18,Valvoline Inc.,2.67%
19,"Cheniere Energy, Inc.",2.59%
20,Occidental Petroleum Corporation,2.32%
21,Antero Midstream Corp.,2.29%
22,Devon Energy Corporation,2.27%
23,EQT Corporation,2.17%
24,Valero Energy Corporation,2.16%
25,"ONEOK, Inc.",1.96%
26,Baker Hughes Company Class A,1.62%
27,Cimarex Energy Co.,1.56%
28,"National Oilwell Varco, Inc.",1.55%
29,Marathon Petroleum Corporation,1.53%
30,"Helmerich & Payne, Inc.",1.40%
31,Phillips 66,1.37%
32,Halliburton Company,0.98%
33,"Noble Energy, Inc.",0.90%
34,Apache Corporation,0.85%
35,Schlumberger NV,0.81%
36,"Parsley Energy, Inc. Class A",0.81%
37,Concho Resources Inc.,0.76%
38,Hess Corporation,0.74%
39,Targa Resources Corp.,0.74%
40,Morgan Stanley Institutional Liquidity Funds treasury Portfolio Institutional,0.07%
41,U.S. Dollar,0.00%
