,Name,Allocation
0,"Zscaler, Inc.",9.23%
1,"Okta, Inc. Class A",6.44%
2,"Palo Alto Networks, Inc.",5.80%
3,"CrowdStrike Holdings, Inc. Class A",5.79%
4,"Fortinet, Inc.",5.47%
5,Check Point Software Technologies Ltd.,5.38%
6,NortonLifeLock Inc.,5.07%
7,"Varonis Systems, Inc.",5.05%
8,"Tenable Holdings, Inc.",4.65%
9,"SailPoint Technologies Holdings, Inc.",4.52%
10,"FireEye, Inc.",4.26%
11,Rapid7 Inc.,4.22%
12,Trend Micro Incorporated,4.15%
13,Avast Plc,4.13%
14,Mimecast Limited,3.93%
15,CyberArk Software Ltd.,3.79%
16,Ping Identity Holding Corp.,3.60%
17,"Qualys, Inc.",3.39%
18,"Proofpoint, Inc.",3.07%
19,Radware Ltd.,1.58%
20,Digital Arts Inc.,1.43%
21,OneSpan Inc.,1.13%
22,"MobileIron, Inc.",0.97%
23,"A10 Networks, Inc.",0.89%
24,"AhnLab, Inc.",0.69%
25,Tufin Software Technologies Ltd,0.48%
26,VirnetX Holding Corporation,0.46%
27,Zix Corporation,0.45%
28,U.S. Dollar,-0.03%
