,Name,Allocation
0,Sanofi,3.35%
1,Royal Bank of Canada,3.04%
2,Siemens AG,3.04%
3,GlaxoSmithKline plc,2.89%
4,Total SE,2.74%
5,Allianz SE,2.57%
6,BHP Group Ltd,2.35%
7,British American Tobacco p.l.c.,2.19%
8,Iberdrola SA,2.18%
9,China Construction Bank Corporation Class H,2.05%
10,Rio Tinto plc,1.98%
11,Bayer AG,1.90%
12,Zurich Insurance Group Ltd,1.59%
13,TC Energy Corporation,1.33%
14,China Mobile Limited,1.32%
15,National Grid plc,1.16%
16,Wesfarmers Limited,1.14%
17,FUTURES,1.07%
18,Industrial and Commercial Bank of China Limited Class H,1.05%
19,"NTT DoCoMo, Inc.",0.98%
20,Samsung Electronics Co Ltd Pfd Non-Voting,0.96%
21,Itochu Corporation,0.95%
22,Canadian Imperial Bank of Commerce,0.95%
23,Nippon Telegraph and Telephone Corporation,0.90%
24,Anglo American plc,0.86%
25,Gazprom PJSC,0.85%
26,"Industria de Diseno Textil, S.A.",0.85%
27,"Tokio Marine Holdings, Inc.",0.84%
28,Manulife Financial Corporation,0.83%
29,Oil company LUKOIL PJSC,0.82%
30,Rio Tinto Limited,0.78%
31,SoftBank Corp.,0.76%
32,Sun Life Financial Inc.,0.71%
33,Japan Tobacco Inc.,0.65%
34,U.S. Dollar,0.64%
35,Oversea-Chinese Banking Corporation Limited,0.62%
36,Fortescue Metals Group Ltd,0.62%
37,Al Rajhi Bank,0.61%
38,CNOOC Limited,0.60%
39,Komatsu Ltd.,0.52%
40,CK Hutchison Holdings Ltd,0.51%
41,Legal & General Group Plc,0.50%
42,Canon Inc.,0.50%
43,Assicurazioni Generali S.p.A.,0.48%
44,MMC Norilsk Nickel PJSC,0.48%
45,Bridgestone Corporation,0.48%
46,EQUITY OTHER,0.48%
47,CLP Holdings Limited,0.47%
48,Equinor ASA,0.45%
49,Imperial Brands PLC,0.45%
50,Saudi Telecom Co.,0.45%
51,National Commercial Bank CJSC,0.44%
52,Magna International Inc.,0.43%
53,"Dai-ichi Life Holdings,Inc.",0.43%
54,UPM-Kymmene Oyj,0.42%
55,Swisscom AG,0.42%
56,China Resources Land Limited,0.41%
57,Pembina Pipeline Corporation,0.41%
58,"Daiwa House Industry Co., Ltd.",0.41%
59,CK Asset Holdings Limited,0.41%
60,EDP-Energias de Portugal SA,0.41%
61,Singapore Telecommunications Limited,0.39%
62,PT Bank Rakyat Indonesia (Persero) Tbk Class B,0.39%
63,"PTT Public Co., Ltd. NVDR",0.38%
64,"Sompo Holdings,Inc.",0.37%
65,SUBARU CORP,0.37%
66,"Sekisui House, Ltd.",0.36%
67,Swiss Life Holding AG,0.36%
68,"Hang Seng Bank, Limited",0.35%
69,Public Bank Bhd,0.35%
70,Xtrackers MSCI EAFE High Dividend Yield Equity ETF,0.35%
71,"MS&AD Insurance Group Holdings, Inc.",0.35%
72,China Petroleum & Chemical Corporation Class H,0.34%
73,Repsol SA,0.34%
74,3i Group plc,0.34%
75,China Overseas Land & Investment Limited,0.34%
76,CTBC Financial Holding Company Ltd.,0.33%
77,TATNEFT PJSC,0.32%
78,BOC Hong Kong (Holdings) Limited,0.31%
79,Snam S.p.A.,0.31%
80,Power Corporation of Canada,0.31%
81,NN Group N.V.,0.31%
82,Terna S.p.A.,0.30%
83,FirstRand Limited,0.30%
84,Country Garden Holdings Co. Ltd.,0.30%
85,Asahi Kasei Corporation,0.30%
86,PT Telekomunikasi Indonesia (Persero) Tbk. Class B,0.29%
87,Formosa Plastics Corporation,0.29%
88,Hannover Ruck SE,0.29%
89,Shaw Communications Inc. Class B,0.26%
90,Jardine Matheson Holdings Limited,0.26%
91,Mowi ASA,0.26%
92,Marubeni Corporation,0.26%
93,"Sumitomo Electric Industries, Ltd.",0.26%
94,Fortum Oyj,0.26%
95,Endesa S.A.,0.26%
96,Credicorp Ltd.,0.25%
97,"China Pacific Insurance (Group) Co., Ltd. Class H",0.25%
98,Elisa Oyj Class A,0.25%
99,Grupo Mexico S.A.B. de C.V. Class B,0.24%
100,Insurance Australia Group Limited,0.24%
101,Red Electrica Corp. SA,0.24%
102,KT & G Corporation,0.24%
103,Adecco Group AG,0.24%
104,Emirates Telecommunications Group Company PJSC,0.24%
105,Formosa Chemicals & Fibre Corporation,0.24%
106,Standard Bank Group Limited,0.24%
107,New World Development Co. Ltd.,0.23%
108,PT Bank Mandiri (Persero) Tbk,0.22%
109,Power Assets Holdings Limited,0.22%
