,Name,Allocation
0,Kinnevik AB Class B,1.44%
1,Evolution Gaming Group AB,1.35%
2,Sartorius Stedim Biotech SA,1.11%
3,Sartorius AG Pref,1.08%
4,Eurofins Scientific Societe Europeenne,1.06%
5,Wizz Air Holdings Plc,1.05%
6,Boliden AB,1.00%
7,NIBE Industrier AB Class B,0.98%
8,Adyen NV,0.97%
9,Bechtle AG,0.96%
10,Polymetal International Plc,0.96%
11,ASM International N.V.,0.95%
12,Bachem Holding AG Class B,0.93%
13,RWE AG,0.93%
14,Iliad SA,0.93%
15,bioMerieux SA,0.92%
16,"Siemens Gamesa Renewable Energy, S.A.",0.91%
17,Porsche Automobil Holding SE Pref,0.91%
18,Sofina SA,0.90%
19,Anglo American plc,0.88%
20,ams AG,0.88%
21,Evonik Industries AG,0.88%
22,Investor AB Class B,0.86%
23,Swedish Match AB,0.86%
24,Industrivarden AB Class A,0.86%
25,HELLA GmbH & Co. KGaA,0.80%
26,Holmen AB Class B,0.80%
27,Barratt Developments PLC,0.80%
28,Svenska Cellulosa Aktiebolaget Class B,0.79%
29,BASF SE,0.79%
30,GN Store Nord A/S,0.79%
31,Sweco AB Class B,0.78%
32,TAG Immobilien AG,0.77%
33,3i Group plc,0.77%
34,Getinge AB Class B,0.76%
35,L E Lundbergforetagen AB Class B,0.76%
36,ALK-abello A/S Class B,0.76%
37,BKW AG,0.75%
38,Bellway p.l.c.,0.74%
39,Sika AG,0.72%
40,Nokian Renkaat Oyj,0.72%
41,Genmab A/S,0.72%
42,Genus plc,0.71%
43,E.ON SE,0.71%
44,Unipol Gruppo S.p.A.,0.70%
45,Volkswagen AG Pref,0.70%
46,U.S. Dollar,0.70%
47,Elia Group SA/NV,0.69%
48,Vestas Wind Systems A/S,0.69%
49,Stora Enso Oyj Class R,0.69%
50,Buzzi Unicem S.p.A.,0.68%
51,Givaudan SA,0.68%
52,Royal Ahold Delhaize N.V.,0.67%
53,alstria office REIT-AG,0.66%
54,Galenica AG,0.65%
55,Carnival plc,0.63%
56,Compagnie Generale des Etablissements Michelin SCA,0.63%
57,Warehouses De Pauw SCA,0.63%
58,Aroundtown SA,0.62%
59,Compagnie de Saint-Gobain SA,0.62%
60,TOMRA Systems ASA,0.61%
61,Arkema SA,0.61%
62,OMV AG,0.60%
