,Name,Allocation
0,T. Rowe Price Group,1.37%
1,"Twitter, Inc.",1.35%
2,TE Connectivity Ltd.,1.35%
3,Clorox Company,1.26%
4,"AutoZone, Inc.",1.24%
5,"PPG Industries, Inc.",1.23%
6,Trane Technologies plc,1.23%
7,Parker-Hannifin Corporation,1.16%
8,"Rockwell Automation, Inc.",1.16%
9,"American Water Works Company, Inc.",1.16%
10,Willis Towers Watson Public Limited Company,1.15%
11,"Motorola Solutions, Inc.",1.14%
12,Microchip Technology Incorporated,1.14%
13,Otis Worldwide Corporation,1.13%
14,"McCormick & Company, Incorporated",1.11%
15,Ball Corporation,1.09%
16,"D.R. Horton, Inc.",1.09%
17,"Paychex, Inc.",1.05%
18,Hilton Worldwide Holdings Inc,1.04%
19,"Skyworks Solutions, Inc.",1.04%
20,Mettler-Toledo International Inc.,1.01%
21,Aptiv PLC,1.00%
22,"Alexion Pharmaceuticals, Inc.",0.99%
23,"Wayfair, Inc. Class A",0.98%
24,Hershey Company,0.96%
25,Marvell Technology Group Ltd.,0.96%
26,Weyerhaeuser Company,0.96%
27,"Alexandria Real Estate Equities, Inc.",0.96%
28,"AvalonBay Communities, Inc.",0.96%
29,Corteva Inc,0.95%
30,Liberty Broadband Corp. Class C,0.95%
31,"Freeport-McMoRan, Inc.",0.94%
32,Fortive Corp.,0.94%
33,Lennar Corporation Class A,0.93%
34,Realty Income Corporation,0.93%
35,Arthur J. Gallagher & Co.,0.89%
36,"Moderna, Inc.",0.89%
37,Equifax Inc.,0.87%
38,First Republic Bank,0.86%
39,Equity Residential,0.86%
40,KKR & Co. Inc.,0.85%
41,"Ameriprise Financial, Inc.",0.84%
42,"Republic Services, Inc.",0.83%
43,"Maxim Integrated Products, Inc.",0.81%
44,Tractor Supply Company,0.78%
45,"Hologic, Inc.",0.77%
46,CMS Energy Corporation,0.76%
47,"CarMax, Inc.",0.76%
48,Kansas City Southern,0.76%
49,Northern Trust Corporation,0.75%
50,Pioneer Natural Resources Company,0.75%
51,"Citrix Systems, Inc.",0.73%
52,Dover Corporation,0.70%
53,"Varian Medical Systems, Inc.",0.69%
54,"Invitation Homes, Inc.",0.69%
55,"W.W. Grainger, Inc.",0.68%
56,Masco Corporation,0.68%
57,"Qorvo, Inc.",0.66%
58,"Nasdaq, Inc.",0.66%
59,Garmin Ltd.,0.66%
60,"CBRE Group, Inc. Class A",0.65%
61,"Healthpeak Properties, Inc.",0.65%
62,Hormel Foods Corporation,0.65%
63,"Expeditors International of Washington, Inc.",0.64%
64,"NVR, Inc.",0.64%
65,"Sun Communities, Inc.",0.63%
66,Duke Realty Corporation,0.62%
67,FMC Corporation,0.62%
68,"Essex Property Trust, Inc.",0.62%
69,Tiffany & Co.,0.61%
70,Extra Space Storage Inc.,0.59%
71,Waters Corporation,0.59%
72,"Mid-America Apartment Communities, Inc.",0.58%
73,"PerkinElmer, Inc.",0.58%
74,"C.H. Robinson Worldwide, Inc.",0.57%
75,International Flavors & Fragrances Inc.,0.57%
76,Arch Capital Group Ltd.,0.56%
77,Trimble Inc.,0.56%
78,"United Rentals, Inc.",0.56%
79,Atmos Energy Corporation,0.55%
80,SVB Financial Group,0.55%
81,"Boston Properties, Inc.",0.54%
82,NortonLifeLock Inc.,0.54%
83,W. P. Carey Inc.,0.54%
84,"Leidos Holdings, Inc.",0.54%
85,Ingersoll Rand Inc.,0.53%
86,"Equity LifeStyle Properties, Inc.",0.53%
87,Westinghouse Air Brake Technologies Corporation,0.52%
88,"J.B. Hunt Transport Services, Inc.",0.52%
89,Jacobs Engineering Group Inc.,0.51%
90,"Zillow Group, Inc. Class C",0.51%
91,Generac Holdings Inc.,0.51%
92,"Molina Healthcare, Inc.",0.50%
93,"Elanco Animal Health, Inc.",0.49%
94,RPM International Inc.,0.49%
