,Name,Allocation
0,Fannie Mae Multifamily REMIC Trust 2018-M4 A2 3.146946% 25-APR-2028,2.85%
1,Government of Chile 3.5% 25-JAN-2050,2.11%
2,KfW Bankengruppe 1.75% 14-SEP-2029,1.90%
3,European Investment Bank 2.5% 15-OCT-2024,1.83%
4,MidAmerican Energy Company 4.25% 15-JUL-2049,1.73%
5,Bank of America Corporation 3.499% 17-MAY-2022,1.71%
6,KfW Bankengruppe 2.0% 30-NOV-2021,1.59%
7,Fannie Mae Multifamily REMIC Trust 2019-M1 A2 3.673064% 25-SEP-2028,1.58%
8,European Investment Bank 2.875% 13-JUN-2025,1.50%
9,Boston Properties LP 4.5% 01-DEC-2028,1.44%
10,Apple Inc. 3.0% 20-JUN-2027,1.36%
11,Industrial & Commercial Bank of China Ltd. (Singapore Branch) FRN 25-APR-2024,1.34%
12,Bank of China (Luxembourg) SA 2.25% 12-JUL-2021,1.22%
13,European Investment Bank 2.125% 13-APR-2026,1.17%
14,ING Groep NV 4.625% 06-JAN-2026,1.11%
15,Citigroup Inc. 1.678% 15-MAY-2024,1.10%
16,Electricite de France SA 3.625% 13-OCT-2025,1.06%
17,Nederlandse Waterschapsbank NV 3.125% 05-DEC-2022,1.00%
18,Klabin S.A. 4.875% 19-SEP-2027,0.98%
19,"Avangrid, Inc. 3.8% 01-JUN-2029",0.94%
20,International Finance Corporation 2.125% 07-APR-2026,0.94%
21,Southern Power Co. 4.15% 01-DEC-2025,0.93%
22,Perusahaan Penerbit SBSN Indonesia III 3.75% 01-MAR-2023,0.85%
23,Asian Development Bank 1.875% 10-AUG-2022,0.83%
24,Nederlandse Waterschapsbank NV 2.125% 15-NOV-2021,0.82%
25,ING Groep NV 1.4% 01-JUL-2026,0.82%
26,"Duke Energy Carolinas, LLC 3.95% 15-NOV-2028",0.81%
27,Perusahaan Penerbit SBSN Indonesia III 3.9% 20-AUG-2024,0.81%
28,International Bank for Reconstruction & Development 2.125% 03-MAR-2025,0.81%
29,Bank of China (Paris Branch) FRN 22-NOV-2022,0.81%
