,Name,Allocation
0,U.S. Dollar,0.41%
1,"Watsco, Inc.",0.38%
2,Walmart Inc.,0.38%
3,"Amazon.com, Inc.",0.37%
4,"West Pharmaceutical Services, Inc.",0.35%
5,Verizon Communications Inc.,0.33%
6,Clorox Company,0.33%
7,"Citrix Systems, Inc.",0.33%
8,Abbott Laboratories,0.33%
9,Berkshire Hathaway Inc. Class B,0.32%
10,Apple Inc.,0.32%
11,Accenture Plc Class A,0.31%
12,"Church & Dwight Co., Inc.",0.31%
13,PayPal Holdings Inc,0.31%
14,Costco Wholesale Corporation,0.31%
15,"PepsiCo, Inc.",0.31%
16,"Republic Services, Inc.",0.31%
17,Verisk Analytics Inc,0.31%
18,"McCormick & Company, Incorporated",0.31%
19,"NextEra Energy, Inc.",0.31%
20,"General Mills, Inc.",0.31%
21,"American Water Works Company, Inc.",0.30%
22,Alliant Energy Corp,0.30%
23,Ameren Corporation,0.30%
24,Pool Corporation,0.30%
25,Tractor Supply Company,0.30%
26,Danaher Corporation,0.30%
27,Xcel Energy Inc.,0.30%
28,"Aptargroup, Inc.",0.30%
29,"Home Depot, Inc.",0.30%
30,"Charter Communications, Inc. Class A",0.30%
31,Eversource Energy,0.29%
32,Campbell Soup Company,0.29%
33,Public Service Enterprise Group Inc,0.29%
34,McDonald's Corporation,0.29%
35,WEC Energy Group Inc,0.29%
36,DTE Energy Company,0.29%
37,RPM International Inc.,0.29%
38,Hormel Foods Corporation,0.29%
39,Microsoft Corporation,0.29%
40,Johnson & Johnson,0.28%
41,Adobe Inc.,0.28%
42,Atmos Energy Corporation,0.28%
43,Kimberly-Clark Corporation,0.28%
44,"Chipotle Mexican Grill, Inc.",0.28%
45,Thermo Fisher Scientific Inc.,0.28%
46,"Lowe's Companies, Inc.",0.28%
47,"Old Dominion Freight Line, Inc.",0.28%
48,"Waste Management, Inc.",0.28%
49,Medtronic Plc,0.28%
50,Dollar General Corporation,0.28%
51,"Rollins, Inc.",0.27%
52,"S&P Global, Inc.",0.27%
53,Quest Diagnostics Incorporated,0.27%
54,CMS Energy Corporation,0.27%
55,Monster Beverage Corporation,0.27%
56,Arthur J. Gallagher & Co.,0.27%
57,"Air Products and Chemicals, Inc.",0.27%
58,"Black Knight, Inc.",0.27%
59,"Roper Technologies, Inc.",0.27%
60,"Nasdaq, Inc.",0.27%
61,Brown-Forman Corporation Class B,0.27%
62,Duke Energy Corporation,0.27%
63,"Facebook, Inc. Class A",0.27%
64,"Marsh & McLennan Companies, Inc.",0.27%
65,Lockheed Martin Corporation,0.27%
66,Trane Technologies plc,0.27%
67,Colgate-Palmolive Company,0.26%
68,"Mondelez International, Inc. Class A",0.26%
69,Veeva Systems Inc Class A,0.26%
70,Masimo Corporation,0.26%
71,"Cadence Design Systems, Inc.",0.26%
72,Chemed Corporation,0.26%
73,Sherwin-Williams Company,0.26%
74,IDEX Corporation,0.26%
75,"Synopsys, Inc.",0.26%
76,"Dunkin' Brands Group, Inc.",0.26%
77,"AMETEK, Inc.",0.26%
78,"Broadridge Financial Solutions, Inc.",0.26%
79,eBay Inc.,0.26%
80,"Akamai Technologies, Inc.",0.26%
81,"Evergy, Inc.",0.26%
82,"GCI Liberty, Inc. Class A",0.26%
83,"Agilent Technologies, Inc.",0.26%
84,"Intercontinental Exchange, Inc.",0.26%
85,"Yum! Brands, Inc.",0.25%
86,Electronic Arts Inc.,0.25%
87,"Merck & Co., Inc.",0.25%
88,Bio-Techne Corporation,0.25%
89,"NIKE, Inc. Class B",0.25%
90,"IDEXX Laboratories, Inc.",0.25%
91,"American Electric Power Company, Inc.",0.25%
92,"PPG Industries, Inc.",0.25%
93,Generac Holdings Inc.,0.25%
94,"Zoetis, Inc. Class A",0.25%
95,Mettler-Toledo International Inc.,0.25%
96,Cummins Inc.,0.25%
97,"Copart, Inc.",0.25%
98,"J.B. Hunt Transport Services, Inc.",0.25%
99,"PerkinElmer, Inc.",0.25%
100,"BlackRock, Inc.",0.25%
101,"Jack Henry & Associates, Inc.",0.25%
102,"Consolidated Edison, Inc.",0.25%
103,"AutoZone, Inc.",0.25%
104,Visa Inc. Class A,0.25%
105,"O'Reilly Automotive, Inc.",0.25%
106,Entergy Corporation,0.25%
107,"Zoom Video Communications, Inc. Class A",0.25%
108,"Tyler Technologies, Inc.",0.25%
109,Masco Corporation,0.25%
110,"D.R. Horton, Inc.",0.25%
111,Coca-Cola Company,0.25%
112,Booz Allen Hamilton Holding Corporation Class A,0.25%
113,Ecolab Inc.,0.24%
114,Service Corporation International,0.24%
115,J.M. Smucker Company,0.24%
116,Eli Lilly and Company,0.24%
117,"Paychex, Inc.",0.24%
118,Nordson Corporation,0.24%
119,"Fortune Brands Home & Security, Inc.",0.24%
120,Cintas Corporation,0.24%
121,FactSet Research Systems Inc.,0.24%
122,Toro Company,0.24%
123,"Expeditors International of Washington, Inc.",0.24%
124,Sempra Energy,0.24%
125,PACCAR Inc,0.24%
126,Archer-Daniels-Midland Company,0.24%
127,Cerner Corporation,0.24%
128,Lennox International Inc.,0.24%
129,Amgen Inc.,0.24%
130,"Charles River Laboratories International, Inc.",0.24%
131,Amphenol Corporation Class A,0.24%
132,Comcast Corporation Class A,0.24%
133,"Brown & Brown, Inc.",0.24%
134,Progressive Corporation,0.24%
135,Moody's Corporation,0.24%
136,"Intuitive Surgical, Inc.",0.24%
137,Laboratory Corporation of America Holdings,0.24%
138,Hershey Company,0.24%
139,Oracle Corporation,0.23%
140,OGE Energy Corp.,0.23%
141,Mastercard Incorporated Class A,0.23%
142,"Cable One, Inc.",0.23%
143,"Morningstar, Inc.",0.23%
144,"Monolithic Power Systems, Inc.",0.23%
145,Alphabet Inc. Class A,0.23%
146,Sysco Corporation,0.23%
147,RenaissanceRe Holdings Ltd.,0.23%
148,Illinois Tool Works Inc.,0.23%
149,"Varian Medical Systems, Inc.",0.23%
150,"Take-Two Interactive Software, Inc.",0.23%
151,Markel Corporation,0.23%
152,TE Connectivity Ltd.,0.23%
153,Hubbell Incorporated Class B,0.23%
154,"ANSYS, Inc.",0.23%
155,"Commerce Bancshares, Inc.",0.23%
156,"T-Mobile US, Inc.",0.23%
157,EQUITY OTHER,0.23%
158,Garmin Ltd.,0.23%
159,"Quanta Services, Inc.",0.23%
160,"Activision Blizzard, Inc.",0.23%
161,T. Rowe Price Group,0.23%
162,Graco Inc.,0.23%
163,Honeywell International Inc.,0.23%
164,Genuine Parts Company,0.23%
165,"Cooper Companies, Inc.",0.23%
166,"Sirius XM Holdings, Inc.",0.23%
167,"HD Supply Holdings, Inc.",0.23%
168,Kansas City Southern,0.23%
169,Vulcan Materials Company,0.22%
170,Deere & Company,0.22%
171,"VeriSign, Inc.",0.22%
172,Lennar Corporation Class A,0.22%
173,Stryker Corporation,0.22%
174,MDU Resources Group Inc,0.22%
175,Waters Corporation,0.22%
176,Starbucks Corporation,0.22%
177,General Dynamics Corporation,0.22%
178,"Casey's General Stores, Inc.",0.22%
179,First Republic Bank,0.22%
180,Globe Life Inc.,0.22%
181,"C.H. Robinson Worldwide, Inc.",0.22%
182,First American Financial Corporation,0.22%
183,Kellogg Company,0.22%
184,Genpact Limited,0.22%
185,NVIDIA Corporation,0.22%
186,Pinnacle West Capital Corporation,0.22%
187,Trimble Inc.,0.22%
188,QUALCOMM Incorporated,0.22%
189,"Fidelity National Financial, Inc. - FNF Group",0.22%
190,Cognizant Technology Solutions Corporation Class A,0.22%
191,"W.W. Grainger, Inc.",0.22%
192,Walt Disney Company,0.22%
193,Erie Indemnity Company Class A,0.22%
194,Teleflex Incorporated,0.22%
195,Corning Inc,0.22%
196,"Henry Schein, Inc.",0.22%
197,A. O. Smith Corporation,0.21%
198,IQVIA Holdings Inc,0.21%
199,Snap-on Incorporated,0.21%
200,"Juniper Networks, Inc.",0.21%
201,"Travelers Companies, Inc.",0.21%
202,Union Pacific Corporation,0.21%
203,"Everest Re Group, Ltd.",0.21%
204,"EPAM Systems, Inc.",0.21%
205,Whirlpool Corporation,0.21%
206,Exelon Corporation,0.21%
207,PPL Corporation,0.21%
208,"Hill-Rom Holdings, Inc.",0.21%
209,"CarMax, Inc.",0.21%
210,Packaging Corporation of America,0.21%
211,"Essential Utilities, Inc.",0.21%
212,Vertex Pharmaceuticals Incorporated,0.21%
213,Dover Corporation,0.21%
214,AT&T Inc.,0.21%
215,Morgan Stanley,0.21%
216,Eaton Corp. Plc,0.21%
217,Booking Holdings Inc.,0.21%
218,"Donaldson Company, Inc.",0.21%
219,Allstate Corporation,0.21%
220,"Williams Companies, Inc.",0.20%
221,Emerson Electric Co.,0.20%
222,"Maxim Integrated Products, Inc.",0.20%
223,3M Company,0.20%
224,Baxter International Inc.,0.20%
225,"Goldman Sachs Group, Inc.",0.20%
226,Edwards Lifesciences Corporation,0.20%
227,"Amedisys, Inc.",0.20%
228,W. R. Berkley Corporation,0.20%
229,"Royal Gold, Inc.",0.20%
230,MSCI Inc. Class A,0.20%
231,Dell Technologies Inc Class C,0.20%
232,Aflac Incorporated,0.20%
233,CSX Corporation,0.20%
234,ResMed Inc.,0.20%
235,Norfolk Southern Corporation,0.20%
236,Caterpillar Inc.,0.20%
237,"Automatic Data Processing, Inc.",0.20%
238,Western Union Company,0.20%
239,"Zimmer Biomet Holdings, Inc.",0.20%
240,"DENTSPLY SIRONA, Inc.",0.20%
241,Boston Scientific Corporation,0.20%
242,Texas Instruments Incorporated,0.20%
243,Credit Acceptance Corporation,0.20%
244,Kroger Co.,0.20%
245,"CoStar Group, Inc.",0.20%
246,UnitedHealth Group Incorporated,0.20%
247,Fortive Corp.,0.20%
248,Kraft Heinz Company,0.20%
249,Celanese Corporation,0.20%
250,"NRG Energy, Inc.",0.20%
251,"PulteGroup, Inc.",0.20%
252,Global Payments Inc.,0.20%
253,"Hartford Financial Services Group, Inc.",0.20%
254,"Regeneron Pharmaceuticals, Inc.",0.20%
255,MarketAxess Holdings Inc.,0.20%
256,Ball Corporation,0.19%
257,Estee Lauder Companies Inc. Class A,0.19%
258,Fastenal Company,0.19%
259,American Express Company,0.19%
260,"NVR, Inc.",0.19%
261,"Rockwell Automation, Inc.",0.19%
262,"Etsy, Inc.",0.19%
263,Columbia Sportswear Company,0.19%
264,Jazz Pharmaceuticals Plc,0.19%
265,"Motorola Solutions, Inc.",0.19%
266,"Crown Holdings, Inc.",0.19%
267,"Entegris, Inc.",0.19%
268,International Business Machines Corporation,0.19%
269,KKR & Co. Inc.,0.19%
270,Broadcom Inc.,0.19%
271,Chubb Limited,0.19%
272,"Dolby Laboratories, Inc. Class A",0.19%
273,AMERCO,0.19%
274,Cognex Corporation,0.19%
275,Robert Half International Inc.,0.19%
276,"Best Buy Co., Inc.",0.19%
277,"MetLife, Inc.",0.19%
278,Xylem Inc.,0.19%
279,Cincinnati Financial Corporation,0.19%
280,Humana Inc.,0.19%
281,"Skyworks Solutions, Inc.",0.19%
282,JPMorgan Chase & Co.,0.19%
283,Omnicom Group Inc,0.19%
284,U.S. Bancorp,0.19%
285,"Advance Auto Parts, Inc.",0.19%
286,Owens Corning,0.19%
287,CVS Health Corporation,0.19%
288,Teledyne Technologies Incorporated,0.19%
289,TransUnion,0.19%
290,"Bright Horizons Family Solutions, Inc.",0.19%
291,Allegion PLC,0.18%
292,"Fortinet, Inc.",0.18%
293,Nucor Corporation,0.18%
294,"Netflix, Inc.",0.18%
295,Hilton Worldwide Holdings Inc,0.18%
296,"Trex Company, Inc.",0.18%
297,AmerisourceBergen Corporation,0.18%
298,Old Republic International Corporation,0.18%
299,Gentex Corporation,0.18%
300,"Advanced Micro Devices, Inc.",0.18%
301,"Molina Healthcare, Inc.",0.18%
302,"PNC Financial Services Group, Inc.",0.18%
303,"F5 Networks, Inc.",0.18%
304,Arch Capital Group Ltd.,0.18%
305,"Fiserv, Inc.",0.18%
306,"PRA Health Sciences, Inc.",0.18%
307,Knight-Swift Transportation Holdings Inc. Class A,0.18%
308,CACI International Inc Class A,0.18%
309,"American Financial Group, Inc.",0.18%
310,"Yum China Holdings, Inc.",0.18%
311,Kinder Morgan Inc Class P,0.18%
312,Vistra Corp.,0.18%
313,HCA Healthcare Inc,0.18%
314,Target Corporation,0.18%
315,SEI Investments Company,0.18%
316,Eastman Chemical Company,0.18%
317,L3Harris Technologies Inc,0.18%
318,Incyte Corporation,0.18%
319,"CenterPoint Energy, Inc.",0.18%
320,"Voya Financial, Inc.",0.18%
321,BorgWarner Inc.,0.18%
322,Ingredion Incorporated,0.18%
323,Loews Corporation,0.17%
324,KLA Corporation,0.17%
325,Alleghany Corporation,0.17%
326,CME Group Inc. Class A,0.17%
327,Ciena Corporation,0.17%
328,Parker-Hannifin Corporation,0.17%
329,"Ross Stores, Inc.",0.17%
330,Cabot Oil & Gas Corporation,0.17%
331,"Cisco Systems, Inc.",0.17%
332,"Martin Marietta Materials, Inc.",0.17%
333,TJX Companies Inc,0.17%
334,"Tradeweb Markets, Inc. Class A",0.17%
335,Bank of America Corp,0.17%
336,"Illumina, Inc.",0.17%
337,Philip Morris International Inc.,0.17%
338,Bank of New York Mellon Corporation,0.17%
339,"Darden Restaurants, Inc.",0.17%
340,"Ameriprise Financial, Inc.",0.17%
341,"Dollar Tree, Inc.",0.17%
342,"Principal Financial Group, Inc.",0.17%
343,"Universal Health Services, Inc. Class B",0.17%
344,Truist Financial Corporation,0.17%
345,Carlisle Companies Incorporated,0.17%
346,LKQ Corporation,0.17%
347,"Stanley Black & Decker, Inc.",0.17%
348,Cboe Global Markets Inc,0.17%
349,"Analog Devices, Inc.",0.17%
350,"Conagra Brands, Inc.",0.17%
351,"Penumbra, Inc.",0.17%
352,Northern Trust Corporation,0.17%
353,International Paper Company,0.16%
354,"Teradyne, Inc.",0.16%
355,Ares Management Corporation,0.16%
356,"CBRE Group, Inc. Class A",0.16%
357,"FLEETCOR Technologies, Inc.",0.16%
358,DaVita Inc.,0.16%
359,CDW Corp.,0.16%
360,"Anthem, Inc.",0.16%
361,Southwest Airlines Co.,0.16%
362,Synchrony Financial,0.16%
363,"AbbVie, Inc.",0.16%
364,LPL Financial Holdings Inc.,0.16%
365,HEICO Corporation,0.16%
366,Fox Corporation Class A,0.16%
367,"Woodward, Inc.",0.16%
368,Ingersoll Rand Inc.,0.16%
369,Reliance Steel & Aluminum Co.,0.16%
370,Blackstone Group Inc. Class A,0.16%
371,"Raymond James Financial, Inc.",0.16%
372,"Reinsurance Group of America, Incorporated",0.16%
373,"Prosperity Bancshares, Inc.(R)",0.16%
374,Aptiv PLC,0.16%
375,Microchip Technology Incorporated,0.16%
376,"Prudential Financial, Inc.",0.16%
377,"United Rentals, Inc.",0.16%
378,"ABIOMED, Inc.",0.16%
379,"Xilinx, Inc.",0.16%
380,New York Times Company Class A,0.16%
381,Fair Isaac Corporation,0.15%
382,Seagate Technology PLC,0.15%
383,Axalta Coating Systems Ltd.,0.15%
384,Athene Holding Ltd. Class A,0.15%
385,"Leidos Holdings, Inc.",0.15%
386,US Foods Holding Corp.,0.15%
387,Signature Bank,0.15%
388,Exxon Mobil Corporation,0.15%
389,"Franklin Resources, Inc.",0.15%
390,V.F. Corporation,0.15%
391,"SS&C Technologies Holdings, Inc.",0.15%
