,Name,Allocation
0,iShares MBS ETF,20.00%
1,iShares iBoxx $ Investment Grade Corporate Bond ETF,14.79%
2,Invesco Fundamental High Yield Corporate Bond ETF,10.03%
3,SPDR Portfolio Intermediate Term Corporate Bond ETF,10.00%
4,First Trust Low Duration Opportunities ETF,9.99%
5,iShares U.S. Treasury Bond ETF,9.97%
6,iShares 20+ Year Treasury Bond ETF,9.77%
7,iShares iBoxx $ High Yield Corporate Bond ETF,5.02%
8,Vanguard Short-Term Corporate Bond ETF,4.99%
9,PIMCO Enhanced Short Maturity Active ETF,4.99%
10,U.S. Dollar,0.46%
