,Name,Allocation
0,Fortescue Metals Group Ltd,2.43%
1,Bouygues SA,2.37%
2,Tokyo Electron Ltd.,2.33%
3,Wesfarmers Limited,2.29%
4,EDP-Energias de Portugal SA,2.28%
5,Danske Bank A/S,2.26%
6,Royal Ahold Delhaize N.V.,2.25%
7,Intesa Sanpaolo S.p.A.,2.25%
8,Endesa S.A.,2.20%
9,Evonik Industries AG,2.16%
10,Telia Company AB,2.16%
11,BHP Group Ltd,2.13%
12,Renault SA,2.11%
13,SSE plc,2.10%
14,SoftBank Corp.,2.10%
15,NATIXIS,2.09%
16,AstraZeneca PLC,2.07%
17,Rio Tinto Limited,2.06%
18,Equinor ASA,2.03%
19,FUJIFILM Holdings Corp,2.01%
20,Sands China Ltd.,2.01%
21,Kyocera Corporation,2.00%
22,Komatsu Ltd.,1.99%
23,Takeda Pharmaceutical Co. Ltd.,1.97%
24,H&M Hennes & Mauritz AB Class B,1.96%
25,"Naturgy Energy Group, S.A.",1.96%
26,WPP Plc,1.96%
27,Sanofi,1.95%
28,BASF SE,1.95%
29,Mowi ASA,1.95%
30,Australia and New Zealand Banking Group Limited,1.94%
31,Wynn Macau Ltd.,1.94%
32,"Hitachi,Ltd.",1.93%
33,Actividades de Construccion y Servicios SA,1.92%
34,National Grid plc,1.92%
35,GlaxoSmithKline plc,1.90%
36,National Australia Bank Limited,1.90%
37,CK Hutchison Holdings Ltd,1.89%
38,Eni S.p.A.,1.85%
39,CITIC Limited,1.84%
40,Japan Tobacco Inc.,1.81%
41,BT Group plc,1.77%
42,Bayer AG,1.74%
43,BP p.l.c.,1.70%
44,Imperial Brands PLC,1.69%
45,British American Tobacco p.l.c.,1.69%
46,Royal Dutch Shell Plc Class A,1.66%
47,Canon Inc.,1.62%
48,Telefonica SA,1.61%
49,Repsol SA,1.53%
50,U.S. Dollar,0.54%
51,STATE STR INSTL INVT TR TREA PLUS INST,0.20%
