,Name,Allocation
0,Tesla Inc,5.76%
1,"Lowe's Companies, Inc.",3.63%
2,"Amazon.com, Inc.",3.61%
3,Pfizer Inc.,3.61%
4,"Zoom Video Communications, Inc. Class A",3.47%
5,PayPal Holdings Inc,3.43%
6,Apple Inc.,3.31%
7,QUALCOMM Incorporated,3.01%
8,AT&T Inc.,2.98%
9,Exxon Mobil Corporation,2.78%
10,"VMware, Inc. Class A",2.72%
11,"ServiceNow, Inc.",2.69%
12,Comcast Corporation Class A,2.68%
13,Adobe Inc.,2.64%
14,"Anthem, Inc.",2.63%
15,Verizon Communications Inc.,2.60%
16,Intel Corporation,2.50%
17,NVIDIA Corporation,2.43%
18,CVS Health Corporation,2.39%
19,"Regeneron Pharmaceuticals, Inc.",2.36%
20,Chevron Corporation,2.31%
21,"Charter Communications, Inc. Class A",2.19%
22,"Home Depot, Inc.",2.06%
23,"Netflix, Inc.",1.97%
24,Morgan Stanley,1.93%
25,"Goldman Sachs Group, Inc.",1.86%
26,Citigroup Inc.,1.76%
27,Cigna Corporation,1.73%
28,Vertex Pharmaceuticals Incorporated,1.70%
29,Wells Fargo & Company,1.68%
30,"Facebook, Inc. Class A",1.43%
31,Alphabet Inc. Class A,1.35%
32,"salesforce.com, inc.",1.34%
33,"T-Mobile US, Inc.",1.34%
34,"S&P Global, Inc.",1.33%
35,Caterpillar Inc.,1.33%
36,Honeywell International Inc.,1.32%
37,Bank of America Corp,1.28%
38,JPMorgan Chase & Co.,1.26%
39,International Business Machines Corporation,1.24%
40,Thermo Fisher Scientific Inc.,0.72%
41,Accenture Plc Class A,0.67%
42,"Merck & Co., Inc.",0.67%
43,Walmart Inc.,0.67%
44,UnitedHealth Group Incorporated,0.65%
45,3M Company,0.63%
46,Raytheon Technologies Corporation,0.59%
47,"AbbVie, Inc.",0.59%
48,"Cisco Systems, Inc.",0.55%
49,"Gilead Sciences, Inc.",0.52%
50,U.S. Dollar,0.13%
