,Name,Allocation
0,Pandora A/S,2.60%
1,Mediobanca S.p.A.,2.59%
2,Fortescue Metals Group Ltd,2.51%
3,Covivio SA,2.39%
4,Stockland,2.34%
5,Australia and New Zealand Banking Group Limited,2.29%
6,Commonwealth Bank of Australia,2.26%
7,NN Group N.V.,2.24%
8,Endesa S.A.,2.24%
9,Swiss Re AG,2.22%
10,Legal & General Group Plc,2.21%
11,Zurich Insurance Group Ltd,2.20%
12,Westpac Banking Corporation,2.17%
13,Marubeni Corporation,2.17%
14,Tabcorp Holdings Limited,2.16%
15,Qantas Airways Limited,2.14%
16,BHP Group Plc,2.12%
17,BHP Group Ltd,2.12%
18,Snam S.p.A.,2.10%
19,Actividades de Construccion y Servicios SA,2.09%
20,Rio Tinto plc,2.08%
21,Spark New Zealand Limited,2.05%
22,Fortum Oyj,2.04%
23,Assicurazioni Generali S.p.A.,2.03%
24,Japan Retail Fund Investment Corporation,2.02%
25,Poste Italiane SpA,2.02%
26,EDP-Energias de Portugal SA,2.01%
27,SSE plc,2.00%
28,Enagas SA,1.97%
29,Barratt Developments PLC,1.97%
30,Telecom Italia Rsp,1.96%
31,Standard Life Aberdeen PLC,1.96%
32,PCCW Limited,1.95%
33,Total SE,1.88%
34,Klepierre SA,1.86%
35,Proximus SA de droit public,1.86%
36,Eni S.p.A.,1.80%
37,Scentre Group,1.78%
38,Japan Tobacco Inc.,1.78%
39,"Banco Bilbao Vizcaya Argentaria, S.A.",1.77%
40,Telefonica SA,1.76%
41,"Aozora Bank, Ltd.",1.75%
42,BT Group plc,1.74%
43,HKT Trust and HKT Ltd,1.72%
44,BP p.l.c.,1.65%
45,Royal Dutch Shell Plc Class A,1.62%
46,Telefonica Deutschland Holding AG,1.60%
47,Repsol SA,1.54%
48,Imperial Brands PLC,1.54%
49,Canon Inc.,1.53%
50,U.S. Dollar,-0.42%
