,Name,Allocation
0,"United Parcel Service, Inc. Class B",2.88%
1,"Taiwan Semiconductor Manufacturing Co., Ltd.",2.55%
2,QUALCOMM Incorporated,2.52%
3,Commonwealth Bank of Australia,2.21%
4,Target Corporation,2.17%
5,Westpac Banking Corporation,2.15%
6,Royal Bank of Canada,2.14%
7,Allianz SE,2.14%
8,Procter & Gamble Company,2.14%
9,Emerson Electric Co.,2.12%
10,Unilever NV,2.08%
11,McDonald's Corporation,2.05%
12,Altria Group Inc,2.04%
13,Unilever PLC,2.04%
14,Toronto-Dominion Bank,2.03%
15,Kimberly-Clark Corporation,2.03%
16,Macquarie Group Limited,2.01%
17,Philip Morris International Inc.,1.99%
18,"Paychex, Inc.",1.92%
19,"Merck & Co., Inc.",1.91%
20,Kone Oyj Class B,1.89%
21,Coca-Cola Company,1.85%
22,Zurich Insurance Group Ltd,1.83%
23,Johnson & Johnson,1.79%
24,National Australia Bank Limited,1.79%
25,"NTT DoCoMo, Inc.",1.79%
26,International Business Machines Corporation,1.79%
27,"Maxim Integrated Products, Inc.",1.77%
28,Novartis AG,1.76%
29,Roche Holding AG,1.71%
30,GlaxoSmithKline plc,1.70%
31,Cummins Inc.,1.68%
32,"Cisco Systems, Inc.",1.65%
33,Qatar National Bank QPSC,1.63%
34,Canadian Imperial Bank of Commerce,1.62%
35,KDDI Corporation,1.61%
36,Intel Corporation,1.43%
37,Itau Unibanco Holding SA Pfd,1.41%
38,LyondellBasell Industries NV,1.38%
39,Las Vegas Sands Corp.,1.20%
40,Garmin Ltd.,1.13%
41,Sands China Ltd.,1.06%
42,Legal & General Group Plc,1.04%
43,SGS SA,0.97%
44,"Tokio Marine Holdings, Inc.",0.92%
45,Seagate Technology PLC,0.88%
46,"Darden Restaurants, Inc.",0.85%
47,ORIX Corporation,0.82%
48,Singapore Telecommunications Limited,0.79%
49,ASX Limited,0.76%
50,FirstRand Limited,0.76%
51,DBS Group Holdings Ltd,0.76%
52,Longfor Group Holdings Ltd.,0.74%
53,TATNEFT PJSC,0.67%
54,Hannover Ruck SE,0.66%
55,PT Telekomunikasi Indonesia (Persero) Tbk. Class B,0.65%
56,"Daito Trust Construction Co., Ltd.",0.64%
57,Elisa Oyj Class A,0.57%
58,"MS&AD Insurance Group Holdings, Inc.",0.51%
59,National Commercial Bank CJSC,0.46%
60,Spark New Zealand Limited,0.42%
61,Red Electrica Corp. SA,0.40%
62,"Sekisui House, Ltd.",0.37%
63,Smiths Group Plc,0.37%
64,Tryg A/S,0.36%
65,TELUS Corporation,0.34%
66,Taylor Wimpey plc,0.32%
67,Kingfisher Plc,0.32%
68,Barratt Developments PLC,0.31%
69,Qatar Islamic Bank,0.30%
70,"China Vanke Co., Ltd Class H",0.30%
71,Chailease Holding Co. Ltd.,0.30%
72,Packaging Corporation of America,0.28%
73,St. James's Place Plc,0.25%
74,Venture Corporation Limited,0.23%
75,Schroders PLC,0.23%
76,Proximus SA de droit public,0.20%
77,Masraf Al-Rayan QSC,0.20%
78,Bankinter SA,0.19%
79,"Feng Tay Enterprise Co., Ltd.",0.19%
80,IGM Financial Inc.,0.18%
81,Vanguard International Semiconductor Co.,0.17%
82,Mr Price Group Limited,0.16%
83,Novolipetsk Steel,0.16%
84,"COWAY Co., Ltd.",0.16%
85,Absa Group Limited,0.16%
86,"American Financial Group, Inc.",0.14%
87,Jarir Marketing Co.,0.12%
88,"Lawson, Inc.",0.12%
89,Sino Land Co. Ltd.,0.11%
90,"China Vanke Co., Ltd Class A",0.11%
91,Rand Merchant Investment Holdings Limited,0.10%
92,Grupo Aeroportuario del Pacifico SAB de CV Class B,0.09%
93,"Nomura Real Estate Holdings, Inc.",0.07%
94,Far East Horizon Limited,0.06%
95,Advanced Petrochemical Co.,0.06%
96,Ford Otomotiv Sanayi A.S.,0.05%
97,Globe Telecom Inc.,0.04%
98,U.S. Dollar,0.03%
