,Name,Allocation
0,Sprint Corp. 7.125% 15-JUN-2024,2.48%
1,AIM Treasurers Series Funds Inc Premier US Government Money Portfolio Institutional,2.40%
2,DISH DBS Corporation 5.875% 15-NOV-2024,2.02%
3,Intesa Sanpaolo S.p.A. 5.017% 26-JUN-2024,1.87%
4,Tenet Healthcare Corporation 4.625% 15-JUL-2024,1.79%
5,Solera LLC 10.5% 01-MAR-2024,1.75%
6,"CSC Holdings, LLC 6.5% 01-FEB-2029",1.63%
7,"BWAY Holding Co., Inc. 5.5% 15-APR-2024",1.59%
8,Sirius XM Radio Inc. 4.625% 15-JUL-2024,1.59%
9,JBS USA Food Co. 6.5% 15-APR-2029,1.41%
10,Ford Motor Credit Company LLC 4.063% 01-NOV-2024,1.41%
11,MPH Acquisition Holdings LLC 7.125% 01-JUN-2024,1.40%
12,"Avantor, Inc. 6.0% 01-OCT-2024",1.40%
13,CCO Holdings LLC 5.375% 01-JUN-2029,1.32%
14,1011778 B.C. ULC 4.25% 15-MAY-2024,1.32%
15,Virgin Media Secured Finance Plc 5.5% 15-MAY-2029,1.25%
16,Diamond 1 Finance Corp. 7.125% 15-JUN-2024,1.25%
17,Sirius XM Radio Inc. 5.5% 01-JUL-2029,1.10%
18,Safeway Inc. 6.625% 15-JUN-2024,1.10%
19,"TransDigm, Inc. 6.5% 15-JUL-2024",1.07%
20,Icahn Enterprises L.P. 4.75% 15-SEP-2024,1.06%
21,Nexstar Escrow Corp. 5.625% 01-AUG-2024,1.06%
22,MGM Growth Properties Operating Partnership LP 5.625% 01-MAY-2024,1.06%
23,"Community Health Systems, Inc. 8.625% 15-JAN-2024",1.03%
24,SBA Communications Corporation 4.875% 01-SEP-2024,1.02%
25,"ServiceMaster Company, LLC 5.125% 15-NOV-2024",0.99%
26,AMC Networks Inc. 5.0% 01-APR-2024,0.98%
27,"CenturyLink, Inc. 7.5% 01-APR-2024",0.93%
28,KFC Holding Co. 5.0% 01-JUN-2024,0.93%
29,"Kennedy-Wilson Holdings, Inc. 5.875% 01-APR-2024",0.88%
30,"Hilton Domestic Operating Co., Inc. 4.25% 01-SEP-2024",0.87%
31,"Rackspace Hosting, Inc. 8.625% 15-NOV-2024",0.87%
32,"Allison Transmission, Inc. 5.0% 01-OCT-2024",0.85%
33,Hanesbrands Inc. 4.625% 15-MAY-2024,0.84%
34,"CSC Holdings, LLC 5.25% 01-JUN-2024",0.80%
35,"Golden Nugget, Inc. 6.75% 15-OCT-2024",0.79%
36,Six Flags Entertainment Corporation 4.875% 31-JUL-2024,0.74%
37,"Clear Channel Worldwide Holdings, Inc. 9.25% 15-FEB-2024",0.74%
38,Bausch Health Companies Inc. 7.25% 30-MAY-2029,0.73%
39,AECOM 5.875% 15-OCT-2024,0.73%
40,"Freeport-McMoRan, Inc. 4.55% 14-NOV-2024",0.73%
41,Service Corporation International 5.375% 15-MAY-2024,0.72%
42,Reynolds Group Issuer LLC 7.0% 15-JUL-2024,0.71%
43,"Lamb Weston Holdings, Inc. 4.625% 01-NOV-2024",0.71%
44,Navient Corporation 6.125% 25-MAR-2024,0.71%
45,NextEra Energy Operating Partners LP 4.25% 15-JUL-2024,0.70%
46,"Veritas US, Inc. 10.5% 01-FEB-2024",0.69%
47,Encompass Health Corporation 5.75% 01-NOV-2024,0.68%
48,"NRG Energy, Inc. 5.25% 15-JUN-2029",0.66%
49,INEOS Group Holdings SA 5.625% 01-AUG-2024,0.64%
50,Service Corporation International 5.125% 01-JUN-2029,0.64%
51,MDC Partners Inc. 6.5% 01-MAY-2024,0.62%
52,goeasy Ltd. 5.375% 01-DEC-2024,0.62%
53,Navient Corporation 5.875% 25-OCT-2024,0.62%
54,NextEra Energy Operating Partners LP 4.25% 15-SEP-2024,0.62%
55,"AmeriGas Partners, L.P. 5.625% 20-MAY-2024",0.62%
