,Name,Allocation
0,Apple Inc.,0.60%
1,eBay Inc.,0.48%
2,"Church & Dwight Co., Inc.",0.48%
3,Southern Copper Corporation,0.48%
4,"Lowe's Companies, Inc.",0.47%
5,Tractor Supply Company,0.47%
6,Target Corporation,0.47%
7,Lululemon Athletica Inc,0.47%
8,Cintas Corporation,0.46%
9,Cummins Inc.,0.46%
10,Adobe Inc.,0.46%
11,"Best Buy Co., Inc.",0.46%
12,"IDEXX Laboratories, Inc.",0.46%
13,Linde plc,0.46%
14,Lam Research Corporation,0.46%
15,"PulteGroup, Inc.",0.45%
16,"Cadence Design Systems, Inc.",0.45%
17,Scotts Miracle-Gro Company Class A,0.45%
18,Thermo Fisher Scientific Inc.,0.45%
19,Procter & Gamble Company,0.45%
20,"NVR, Inc.",0.45%
21,Microsoft Corporation,0.44%
22,Huntsman Corporation,0.44%
23,"Air Products and Chemicals, Inc.",0.44%
24,Accenture Plc Class A,0.44%
25,Progressive Corporation,0.43%
26,FactSet Research Systems Inc.,0.43%
27,"Home Depot, Inc.",0.43%
28,Eaton Corp. Plc,0.43%
29,"McCormick & Company, Incorporated",0.43%
30,RPM International Inc.,0.43%
31,Garmin Ltd.,0.43%
32,"T-Mobile US, Inc.",0.42%
33,Intuit Inc.,0.42%
34,"American Water Works Company, Inc.",0.42%
35,Celanese Corporation,0.42%
36,"Zoetis, Inc. Class A",0.42%
37,"NIKE, Inc. Class B",0.42%
38,Newmont Corporation,0.41%
39,Kimberly-Clark Corporation,0.41%
40,"SolarEdge Technologies, Inc.",0.41%
41,"NextEra Energy, Inc.",0.41%
42,Costco Wholesale Corporation,0.41%
43,"Mondelez International, Inc. Class A",0.41%
44,Danaher Corporation,0.41%
45,Xcel Energy Inc.,0.40%
46,Clorox Company,0.40%
47,AES Corporation,0.40%
48,NVIDIA Corporation,0.40%
49,Hormel Foods Corporation,0.40%
50,Estee Lauder Companies Inc. Class A,0.40%
51,Brown-Forman Corporation Class B,0.39%
52,"Steel Dynamics, Inc.",0.39%
53,Hershey Company,0.39%
54,"PPG Industries, Inc.",0.39%
55,"D.R. Horton, Inc.",0.39%
56,Abbott Laboratories,0.39%
57,Reliance Steel & Aluminum Co.,0.39%
58,Public Service Enterprise Group Inc,0.39%
59,McDonald's Corporation,0.39%
60,Ameren Corporation,0.39%
61,Eastman Chemical Company,0.39%
62,"Dick's Sporting Goods, Inc.",0.39%
63,Walmart Inc.,0.39%
64,"PepsiCo, Inc.",0.39%
65,IQVIA Holdings Inc,0.38%
66,CMS Energy Corporation,0.38%
67,"Republic Services, Inc.",0.38%
68,International Paper Company,0.38%
69,Verizon Communications Inc.,0.38%
70,Dollar General Corporation,0.38%
71,Johnson & Johnson,0.38%
72,Eversource Energy,0.38%
73,Gentex Corporation,0.38%
74,Lennar Corporation Class A,0.38%
75,Amgen Inc.,0.38%
76,"Waste Management, Inc.",0.38%
77,"Royal Gold, Inc.",0.38%
78,"Fidelity National Information Services, Inc.",0.37%
79,Laboratory Corporation of America Holdings,0.37%
80,Lockheed Martin Corporation,0.37%
81,UnitedHealth Group Incorporated,0.37%
82,Medtronic Plc,0.37%
83,"General Mills, Inc.",0.37%
84,Western Union Company,0.37%
85,LyondellBasell Industries NV,0.37%
86,WEC Energy Group Inc,0.37%
87,Avery Dennison Corporation,0.37%
88,"Teradyne, Inc.",0.37%
89,Quest Diagnostics Incorporated,0.36%
90,DTE Energy Company,0.36%
91,Humana Inc.,0.36%
92,"CenturyLink, Inc.",0.36%
93,PPL Corporation,0.36%
94,Eli Lilly and Company,0.36%
95,"Consolidated Edison, Inc.",0.36%
96,Quidel Corporation,0.36%
97,KLA Corporation,0.36%
98,Global Payments Inc.,0.36%
99,"Citrix Systems, Inc.",0.35%
100,"Broadridge Financial Solutions, Inc.",0.35%
101,"Ashland Global Holdings, Inc.",0.35%
102,"CF Industries Holdings, Inc.",0.35%
103,"Anthem, Inc.",0.35%
104,Masco Corporation,0.35%
105,"VeriSign, Inc.",0.35%
106,Sempra Energy,0.35%
107,"Enphase Energy, Inc.",0.35%
108,Vistra Corp.,0.35%
109,"American Electric Power Company, Inc.",0.34%
110,National Fuel Gas Company,0.34%
111,"West Pharmaceutical Services, Inc.",0.34%
112,VICI Properties Inc,0.34%
113,Nucor Corporation,0.34%
114,Baxter International Inc.,0.34%
115,Coca-Cola Company,0.34%
116,Dominion Energy Inc,0.34%
117,Cabot Oil & Gas Corporation,0.34%
118,Ecolab Inc.,0.34%
119,Stryker Corporation,0.34%
120,"Hill-Rom Holdings, Inc.",0.34%
121,Bristol-Myers Squibb Company,0.34%
122,"Medical Properties Trust, Inc.",0.34%
123,Duke Energy Corporation,0.34%
124,L3Harris Technologies Inc,0.34%
125,FMC Corporation,0.33%
126,"AutoZone, Inc.",0.33%
127,Southern Company,0.33%
128,Exelon Corporation,0.33%
129,"Yum! Brands, Inc.",0.33%
130,"W.W. Grainger, Inc.",0.33%
131,"Zimmer Biomet Holdings, Inc.",0.33%
132,Edwards Lifesciences Corporation,0.33%
133,HCA Healthcare Inc,0.33%
134,Cigna Corporation,0.33%
135,Albemarle Corporation,0.33%
136,"Skyworks Solutions, Inc.",0.33%
137,Alphabet Inc. Class A,0.33%
138,Pfizer Inc.,0.33%
139,"Dow, Inc.",0.33%
140,Starbucks Corporation,0.33%
141,Mastercard Incorporated Class A,0.33%
142,AT&T Inc.,0.32%
143,OGE Energy Corp.,0.32%
144,"Healthpeak Properties, Inc.",0.32%
145,"Motorola Solutions, Inc.",0.32%
146,Entergy Corporation,0.32%
147,Kellogg Company,0.32%
148,W. P. Carey Inc.,0.32%
149,Pinnacle West Capital Corporation,0.32%
150,"IDACORP, Inc.",0.32%
151,"Facebook, Inc. Class A",0.32%
152,Fastenal Company,0.32%
153,"Lumentum Holdings, Inc.",0.32%
154,"Leidos Holdings, Inc.",0.32%
155,Illinois Tool Works Inc.,0.32%
156,"Merck & Co., Inc.",0.31%
157,Chevron Corporation,0.31%
158,"Universal Health Services, Inc. Class B",0.31%
159,Sherwin-Williams Company,0.31%
160,"Roper Technologies, Inc.",0.31%
161,Alliant Energy Corp,0.30%
162,"Williams Companies, Inc.",0.30%
163,"Analog Devices, Inc.",0.30%
164,Raytheon Technologies Corporation,0.30%
165,DaVita Inc.,0.30%
166,"Evergy, Inc.",0.29%
167,"Rockwell Automation, Inc.",0.29%
168,Philip Morris International Inc.,0.29%
169,"Hasbro, Inc.",0.29%
170,Campbell Soup Company,0.29%
171,"Bio-Rad Laboratories, Inc. Class A",0.29%
172,Comcast Corporation Class A,0.28%
173,Synchrony Financial,0.28%
174,Hilton Worldwide Holdings Inc,0.28%
175,Kinder Morgan Inc Class P,0.28%
176,Texas Instruments Incorporated,0.28%
177,"Leggett & Platt, Incorporated",0.28%
178,"AbbVie, Inc.",0.28%
179,PayPal Holdings Inc,0.28%
180,"Santander Consumer USA Holdings, Inc.",0.28%
181,Booz Allen Hamilton Holding Corporation Class A,0.28%
182,"Tyson Foods, Inc. Class A",0.28%
183,"ITT, Inc.",0.28%
184,"Cisco Systems, Inc.",0.27%
185,"S&P Global, Inc.",0.27%
186,ConocoPhillips,0.27%
187,"Flowers Foods, Inc.",0.27%
188,"Darden Restaurants, Inc.",0.27%
189,"Becton, Dickinson and Company",0.27%
190,"Regeneron Pharmaceuticals, Inc.",0.27%
191,"Toll Brothers, Inc.",0.27%
192,NewMarket Corporation,0.27%
193,Electronic Arts Inc.,0.27%
194,Aon Plc Class A,0.27%
195,Baker Hughes Company Class A,0.27%
196,"NRG Energy, Inc.",0.26%
197,Bio-Techne Corporation,0.26%
198,Ally Financial Inc,0.26%
199,Union Pacific Corporation,0.26%
200,Robert Half International Inc.,0.26%
201,Marathon Petroleum Corporation,0.26%
202,"Activision Blizzard, Inc.",0.26%
203,"Take-Two Interactive Software, Inc.",0.25%
204,A. O. Smith Corporation,0.25%
205,STERIS Plc,0.25%
206,International Flavors & Fragrances Inc.,0.25%
207,Valero Energy Corporation,0.25%
208,Axalta Coating Systems Ltd.,0.25%
209,"Xilinx, Inc.",0.25%
210,Visa Inc. Class A,0.25%
211,Biogen Inc.,0.25%
212,"Maxim Integrated Products, Inc.",0.25%
213,Pioneer Natural Resources Company,0.25%
214,Broadcom Inc.,0.25%
215,Trane Technologies plc,0.25%
216,Amphenol Corporation Class A,0.25%
217,"Hartford Financial Services Group, Inc.",0.24%
218,"VEREIT, Inc. Class A",0.24%
219,"Gilead Sciences, Inc.",0.24%
220,FirstEnergy Corp.,0.24%
221,"Fidelity National Financial, Inc. - FNF Group",0.24%
222,Huntington Bancshares Incorporated,0.24%
223,Phillips 66,0.23%
224,"Williams-Sonoma, Inc.",0.23%
225,Cognizant Technology Solutions Corporation Class A,0.23%
226,"Marsh & McLennan Companies, Inc.",0.23%
227,Sysco Corporation,0.23%
228,"Hawaiian Electric Industries, Inc.",0.23%
229,American Tower Corporation,0.23%
230,HollyFrontier Corporation,0.23%
231,"Fiserv, Inc.",0.23%
232,"Starwood Property Trust, Inc.",0.23%
233,Hexcel Corporation,0.23%
234,Xerox Holdings Corporation,0.23%
235,Oracle Corporation,0.22%
236,"EOG Resources, Inc.",0.22%
237,Honeywell International Inc.,0.22%
238,Keurig Dr Pepper Inc.,0.22%
239,Globe Life Inc.,0.22%
240,Altria Group Inc,0.22%
241,United Therapeutics Corporation,0.22%
242,Intel Corporation,0.22%
243,Truist Financial Corporation,0.21%
244,Norfolk Southern Corporation,0.21%
245,HP Inc.,0.21%
246,"Fortune Brands Home & Security, Inc.",0.20%
247,Packaging Corporation of America,0.20%
248,"Harley-Davidson, Inc.",0.20%
249,"Applied Materials, Inc.",0.20%
250,"Paychex, Inc.",0.20%
251,"Marriott International, Inc. Class A",0.20%
252,Hess Corporation,0.20%
253,Southwest Airlines Co.,0.20%
254,AmerisourceBergen Corporation,0.20%
255,Westlake Chemical Corporation,0.20%
256,Fifth Third Bancorp,0.20%
257,"Intercontinental Exchange, Inc.",0.20%
258,Carlisle Companies Incorporated,0.19%
259,Cabot Corporation,0.19%
260,"AMETEK, Inc.",0.19%
261,Exxon Mobil Corporation,0.19%
262,International Business Machines Corporation,0.19%
263,Dover Corporation,0.19%
264,"Varian Medical Systems, Inc.",0.18%
265,Ralph Lauren Corporation Class A,0.18%
266,W. R. Berkley Corporation,0.18%
267,EQT Corporation,0.18%
268,Omnicom Group Inc,0.18%
269,Aflac Incorporated,0.18%
270,Las Vegas Sands Corp.,0.18%
271,"Prologis, Inc.",0.18%
272,IAC/InteractiveCorp.,0.18%
273,"Dunkin' Brands Group, Inc.",0.18%
274,Chemed Corporation,0.18%
275,"Assurant, Inc.",0.17%
276,"Foot Locker, Inc.",0.17%
277,Murphy Oil Corporation,0.17%
278,"Carter's, Inc.",0.17%
279,"Avangrid, Inc.",0.17%
280,Hubbell Incorporated Class B,0.17%
281,Ford Motor Company,0.17%
282,Howmet Aerospace Inc.,0.17%
283,Molson Coors Beverage Company Class B,0.17%
284,Lear Corporation,0.17%
285,"C.H. Robinson Worldwide, Inc.",0.17%
286,Booking Holdings Inc.,0.17%
287,IDEX Corporation,0.17%
288,"Telephone and Data Systems, Inc.",0.16%
289,"Alexandria Real Estate Equities, Inc.",0.16%
290,"Spirit Realty Capital, Inc.",0.16%
291,Parker-Hannifin Corporation,0.16%
292,Crown Castle International Corp,0.16%
293,Colgate-Palmolive Company,0.16%
294,"Automatic Data Processing, Inc.",0.15%
295,"Juniper Networks, Inc.",0.15%
296,Vertex Pharmaceuticals Incorporated,0.15%
297,"Nexstar Media Group, Inc. Class A",0.15%
298,"Interpublic Group of Companies, Inc.",0.15%
