,Name,Allocation
0,CORPORATE BOND,17.13%
1,"B&G Foods, Inc. 5.25% 01-APR-2025",1.96%
2,Clearway Energy Operating LLC 5.0% 15-SEP-2026,1.95%
3,Ply Gem Midco LLC 8.0% 15-APR-2026,1.94%
4,"Beacon Roofing Supply, Inc. 4.875% 01-NOV-2025",1.80%
5,"Gray Escrow, Inc. 7.0% 15-MAY-2027",1.78%
6,JBS USA Food Co. 5.5% 15-JAN-2030,1.74%
7,"CSC Holdings, LLC 7.5% 01-APR-2028",1.63%
8,Ashton Woods (USA) LLC 9.875% 01-APR-2027,1.62%
9,Altice France Holding SA 10.5% 15-MAY-2027,1.60%
10,Altice France SA 8.125% 01-FEB-2027,1.55%
11,"CVR Energy, Inc. 5.25% 15-FEB-2025",1.45%
12,"HCA, Inc. 3.5% 01-SEP-2030",1.45%
13,"Bausch Health Americas, Inc. 9.25% 01-APR-2026",1.34%
14,Trivium Packaging Finance BV 5.5% 15-AUG-2026,1.33%
15,"Owens-Brockway Glass Container, Inc. 5.875% 15-AUG-2023",1.29%
16,CCO Holdings LLC 4.5% 15-AUG-2030,1.28%
17,Vistra Operations Co. LLC 5.5% 01-SEP-2026,1.27%
18,"Cheniere Energy Partners, L.P. 4.5% 01-OCT-2029",1.20%
19,Five Point Operating Co. LP 7.875% 15-NOV-2025,1.20%
20,LCPR Senior Secured Financing DAC 6.75% 15-OCT-2027,1.18%
21,Federal Home Loan Bank System 0.0% 24-AUG-2020,1.15%
22,Gates Global LLC 6.25% 15-JAN-2026,1.12%
23,Teva Pharmaceutical Finance Netherlands III BV 3.15% 01-OCT-2026,1.10%
24,Centene Corporation 4.25% 15-DEC-2027,1.09%
25,"Resideo Funding, Inc. 6.125% 01-NOV-2026",1.04%
26,"Herc Holdings, Inc. 5.5% 15-JUL-2027",1.02%
27,"BWAY Holding Co., Inc. 7.25% 15-APR-2025",1.01%
28,"JELD-WEN, Inc. 4.875% 15-DEC-2027",1.01%
29,"EnLink Midstream Partners, L.P. 4.15% 01-JUN-2025",1.01%
30,"Community Health Systems, Inc. 6.25% 31-MAR-2023",0.97%
31,"H&E Equipment Services, Inc. 5.625% 01-SEP-2025",0.95%
32,Sealed Air Corporation 5.125% 01-DEC-2024,0.93%
33,"Catalent Pharma Solutions, Inc. 5.0% 15-JUL-2027",0.90%
34,Crestwood Midstream Partners LP 5.625% 01-MAY-2027,0.89%
35,MPT Operating Partnership LP 5.0% 15-OCT-2027,0.89%
