,Name,Allocation
0,Nestle S.A.,1.11%
1,Volkswagen AG Pref,1.03%
2,Daimler AG,1.02%
3,BASF SE,1.02%
4,Itochu Corporation,0.99%
5,Mitsubishi Corporation,0.97%
6,Total SE,0.93%
7,Siemens AG,0.91%
8,Glencore plc,0.91%
9,Enel SpA,0.91%
10,Nippon Telegraph and Telephone Corporation,0.90%
11,Roche Holding AG,0.88%
12,Royal Dutch Shell Plc Class B,0.87%
13,SoftBank Group Corp.,0.86%
14,Toyota Motor Corp.,0.84%
15,Deutsche Post AG,0.81%
16,Deutsche Telekom AG,0.75%
17,VINCI SA,0.71%
18,BP p.l.c.,0.68%
19,U.S. Dollar,0.66%
20,ArcelorMittal SA,0.65%
21,Fiat Chrysler Automobiles N.V.,0.65%
22,Bayerische Motoren Werke AG,0.64%
23,Equinor ASA,0.62%
24,Anheuser-Busch InBev SA/NV,0.62%
25,Uniper SE,0.57%
26,ENGIE SA,0.55%
27,Electricite de France SA,0.55%
28,LVMH Moet Hennessy Louis Vuitton SE,0.54%
29,Airbus SE,0.53%
30,BHP Group Ltd,0.51%
31,Alimentation Couche-Tard Inc. Class B,0.49%
32,Royal Ahold Delhaize N.V.,0.48%
33,Actividades de Construccion y Servicios SA,0.48%
34,Novartis AG,0.48%
35,Eni S.p.A.,0.47%
36,EQUITY OTHER,0.46%
37,"Mitsui & Co.,Ltd",0.46%
38,Bayer AG,0.46%
39,Carrefour SA,0.46%
40,"ENEOS Holdings, Inc.",0.46%
41,"Honda Motor Co., Ltd.",0.45%
42,Toyota Tsusho Corp.,0.44%
43,Fujitsu Limited,0.44%
44,Rio Tinto plc,0.44%
45,"Hitachi,Ltd.",0.43%
46,Continental AG,0.43%
47,Enbridge Inc.,0.42%
48,Compagnie de Saint-Gobain SA,0.42%
49,Peugeot SA,0.42%
50,EXOR N.V.,0.42%
51,Tesco PLC,0.41%
52,Marubeni Corporation,0.41%
53,"AEON Co., Ltd.",0.40%
54,Allianz SE,0.40%
55,Bouygues SA,0.39%
56,AXA SA,0.39%
57,Sanofi,0.39%
58,"Nissan Motor Co., Ltd.",0.39%
59,Volvo AB Class B,0.39%
60,GlaxoSmithKline plc,0.38%
61,"Seven & I Holdings Co., Ltd.",0.38%
62,Sony Corporation,0.38%
63,KDDI Corporation,0.37%
64,Telefonica SA,0.37%
65,Wilmar International Limited,0.37%
66,Renault SA,0.37%
67,Iberdrola SA,0.35%
68,thyssenkrupp AG,0.34%
69,Wesfarmers Limited,0.34%
70,Fresenius SE & Co. KGaA,0.34%
71,Randstad NV,0.34%
72,BNP Paribas SA Class A,0.34%
73,"NTT DoCoMo, Inc.",0.33%
74,Vodafone Group Plc,0.33%
75,Sumitomo Corporation,0.33%
76,Bollore SA,0.32%
77,Fresenius Medical Care AG & Co. KGaA,0.32%
78,Magna International Inc.,0.32%
79,Adecco Group AG,0.32%
80,NEC Corp.,0.32%
81,CRH Plc,0.32%
82,Orange SA,0.32%
83,Mitsubishi Electric Corp.,0.31%
84,Nokia Oyj,0.30%
85,NIPPON STEEL CORP.,0.30%
86,Woolworths Group Ltd,0.30%
87,DENSO CORPORATION,0.29%
88,Panasonic Corporation,0.29%
89,Repsol SA,0.29%
90,Compass Group PLC,0.29%
91,Deutsche Lufthansa AG,0.29%
92,L'Oreal SA,0.28%
93,CECONOMY AG,0.27%
94,Siemens Healthineers AG,0.27%
95,Air Liquide SA,0.27%
96,Assicurazioni Generali S.p.A.,0.26%
97,Centrica plc,0.26%
98,Telefonaktiebolaget LM Ericsson Class B,0.26%
99,British American Tobacco p.l.c.,0.26%
100,Safran S.A.,0.25%
101,Ferguson Plc,0.25%
102,METRO AG,0.25%
103,ABB Ltd.,0.25%
104,"JAPAN POST HOLDINGS Co., Ltd.",0.25%
105,WPP Plc,0.25%
106,"Recruit Holdings Co., Ltd.",0.24%
107,"Tokyo Electric Power Company Holdings, Incorporated",0.24%
108,Poste Italiane SpA,0.24%
109,Banco Santander S.A.,0.24%
110,AstraZeneca PLC,0.24%
111,Schneider Electric SE,0.24%
112,Sodexo SA,0.23%
113,"Industria de Diseno Textil, S.A.",0.23%
114,Loblaw Companies Limited,0.23%
115,Munich Reinsurance Company,0.23%
116,Capgemini SE,0.23%
117,Cenovus Energy Inc.,0.23%
118,E.ON SE,0.23%
119,BT Group plc,0.23%
120,"JFE Holdings, Inc.",0.22%
121,RWE AG,0.22%
122,George Weston Limited,0.22%
123,LafargeHolcim Ltd.,0.22%
124,Mitsubishi Chemical Holdings Corporation,0.22%
125,CK Hutchison Holdings Ltd,0.22%
126,Aisin Seiki Co Ltd,0.22%
127,Eiffage SA,0.22%
128,Imperial Oil Limited,0.22%
129,Suncor Energy Inc.,0.21%
130,Covestro AG,0.21%
131,Skanska AB Class B,0.21%
132,Vivendi SA,0.21%
133,Danone SA,0.21%
134,HeidelbergCement AG,0.20%
135,Suzuki Motor Corp.,0.20%
136,adidas AG,0.20%
137,Henkel AG & Co. KGaA Pref,0.20%
138,Koninklijke Philips N.V.,0.20%
139,Kuehne & Nagel International AG,0.20%
140,NTT DATA Corporation,0.20%
141,Heineken NV,0.20%
142,Brenntag AG,0.20%
143,Canon Inc.,0.20%
144,Z Holdings Corporation,0.20%
145,H&M Hennes & Mauritz AB Class B,0.19%
146,Altice Europe NV Class A,0.19%
147,Valeo SA,0.19%
148,Heineken Holding N.V.,0.19%
149,SSE plc,0.19%
150,Veolia Environnement SA,0.19%
151,BAE Systems plc,0.19%
152,Evonik Industries AG,0.19%
153,Kingfisher Plc,0.18%
154,"Dai-ichi Life Holdings,Inc.",0.18%
155,Endesa S.A.,0.18%
156,Brookfield Asset Management Inc. Class A,0.18%
157,Credit Agricole SA,0.18%
158,Merck KGaA,0.18%
159,Johnson Matthey Plc,0.18%
160,Royal Bank of Canada,0.18%
161,Norsk Hydro ASA,0.18%
162,Telecom Italia S.p.A.,0.18%
163,TUI AG,0.18%
164,Rexel SA,0.18%
165,Novo Nordisk A/S Class B,0.18%
166,Canadian Natural Resources Limited,0.18%
167,J Sainsbury plc,0.18%
168,Teva Pharmaceutical Industries Limited,0.17%
169,"Yamato Holdings Co., Ltd.",0.17%
170,"DAIKIN INDUSTRIES, LTD.",0.17%
171,East Japan Railway Company,0.17%
