,Name,Allocation
0,VRX Escrow Corp. 6.125% 15-APR-2025,2.01%
1,Ford Motor Company 9.0% 22-APR-2025,1.91%
2,"HCA, Inc. 5.375% 01-FEB-2025",1.87%
3,1011778 B.C. ULC 5.0% 15-OCT-2025,1.78%
4,AIM Treasurers Series Funds Inc Premier US Government Money Portfolio Institutional,1.72%
5,"Colt Merger Sub, Inc. 6.25% 01-JUL-2025",1.63%
6,Uniti Group LP 7.875% 15-FEB-2025,1.47%
7,Ardagh Packaging Finance PLC 6.0% 15-FEB-2025,1.42%
8,"Tesla, Inc. 5.3% 15-AUG-2025",1.20%
9,"American Airlines, Inc. 11.75% 15-JUL-2025",1.19%
10,Sprint Corp. 7.625% 15-FEB-2025,1.15%
11,"CHS/Community Health Systems, Inc. 6.625% 15-FEB-2025",1.00%
12,Bausch Health Companies Inc. 5.5% 01-NOV-2025,0.97%
13,Springleaf Finance Corporation 6.875% 15-MAR-2025,0.93%
14,International Game Technology Plc 6.5% 15-FEB-2025,0.93%
15,Wynn Las Vegas LLC 5.5% 01-MAR-2025,0.92%
16,"Mattel, Inc. 6.75% 31-DEC-2025",0.89%
17,Deutsche Bank Aktiengesellschaft 4.5% 01-APR-2025,0.87%
18,"Cheniere Energy Partners, L.P. 5.25% 01-OCT-2025",0.84%
19,Ball Corporation 5.25% 01-JUL-2025,0.82%
20,Ford Motor Credit Company LLC 5.125% 16-JUN-2025,0.81%
21,CommScope Technologies Finance LLC 6.0% 15-JUN-2025,0.79%
22,CRC Escrow Issuer LLC 5.25% 15-OCT-2025,0.79%
23,Tenet Healthcare Corporation 5.125% 01-MAY-2025,0.78%
24,Quicken Loans LLC 5.75% 01-MAY-2025,0.78%
25,"Univision Communications, Inc. 5.125% 15-FEB-2025",0.76%
26,"PetSmart, Inc. 5.875% 01-JUN-2025",0.73%
27,"Beacon Roofing Supply, Inc. 4.875% 01-NOV-2025",0.72%
28,Ford Motor Credit Company LLC 4.134% 04-AUG-2025,0.70%
29,Bombardier Inc. 7.5% 15-MAR-2025,0.70%
30,"BWAY Holding Co., Inc. 7.25% 15-APR-2025",0.69%
31,"Spectrum Brands, Inc. 5.75% 15-JUL-2025",0.68%
32,Safeway Inc. 5.75% 15-MAR-2025,0.68%
33,"Scientific Games International, Inc. 5.0% 15-OCT-2025",0.67%
34,CrownRock LP 5.625% 15-OCT-2025,0.67%
35,"Change Healthcare Finance, Inc. 5.75% 01-MAR-2025",0.66%
36,Microchip Technology Incorporated 4.25% 01-SEP-2025,0.65%
37,Caesars Resort Collection LLC 5.75% 01-JUL-2025,0.65%
38,Sally Holdings LLC 5.625% 01-DEC-2025,0.64%
39,Tempo Acquisition LLC 6.75% 01-JUN-2025,0.64%
40,"ESH Hospitality, Inc. 5.25% 01-MAY-2025",0.61%
41,Ally Financial Inc. 5.75% 20-NOV-2025,0.60%
42,EG Global Finance Plc 8.5% 30-OCT-2025,0.58%
43,Hilton Worldwide Finance LLC 4.625% 01-APR-2025,0.57%
44,Diversified Healthcare Trust 9.75% 15-JUN-2025,0.56%
45,United States Steel Corporation 12.0% 01-JUN-2025,0.55%
46,"H&E Equipment Services, Inc. 5.625% 01-SEP-2025",0.55%
47,"Gartner, Inc. 5.125% 01-APR-2025",0.55%
48,Vector Group Ltd. 6.125% 01-FEB-2025,0.54%
49,"US Foods, Inc. 6.25% 15-APR-2025",0.53%
50,"B&G Foods, Inc. 5.25% 01-APR-2025",0.52%
51,Levi Strauss & Co. 5.0% 01-MAY-2025,0.52%
52,Big River Steel LLC 7.25% 01-SEP-2025,0.52%
53,CDW LLC 5.0% 01-SEP-2025,0.51%
54,Cleveland-Cliffs Inc. 9.875% 17-OCT-2025,0.51%
55,Navistar International Corporation 6.625% 01-NOV-2025,0.50%
56,"Western Midstream Operating, LP 3.1% 01-FEB-2025",0.50%
57,Howard Hughes Corporation 5.375% 15-MAR-2025,0.50%
