,Name,Allocation
0,MUTUAL FUND (OTHER),15.30%
1,Ohio Hsg Fin Agy Multifamily Hsg Rev VAR 01-JUN-2022,1.88%
2,Capital Tr Agy Fla Hsg Rev VAR 01-MAR-2023,1.87%
3,New York N Y City Mun Wtr Fin Auth Wtr & Swr Sysrev VAR 15-JUN-2046,1.57%
4,Carlstadt N J 2.0% 25-JUN-2021,1.56%
5,East Rutherford N J Sch Dist 1.25% 15-JUL-2021,1.43%
6,Tender Opt Bd Tr Rcpts / Ctfs Var Sts VAR 15-FEB-2041,1.35%
7,MUNICIPAL BONDS,1.26%
8,Rhode Island Health & Edl Bldg Corp Higher Ed Fac Rev VAR 01-JUN-2035,1.16%
9,Ohio Hsg Fin Agy Multifamily Hsg Rev 1.4% 01-SEP-2020,1.12%
10,Metropolitan Transn Auth N Y Rev 5.0% 01-SEP-2020,1.07%
11,West Virginia St Hosp Fin Auth Hosp Rev 5.0% 01-JUN-2021,1.04%
12,Highlands Cnty Fla Health Facs Auth Rev VAR 15-NOV-2026,1.02%
13,Ohio St Hosp Rev VAR 15-JAN-2045,0.98%
14,Bellingham Wash Wtr & Swr Rev VAR 01-AUG-2040,0.97%
15,Berkshire Regl Tran Auth Mass 1.25% 29-JUL-2021,0.95%
16,Montana Fac Fin Auth Rev FRN 15-AUG-2037,0.91%
17,Port Auth N Y & N J 5.0% 15-JUL-2039,0.89%
18,Lansing N Y Cent Sch Dist 1.25% 23-JUL-2021,0.86%
19,Public Fin Auth Wis Multifamily Hsg Rev 5.15% 01-DEC-2050,0.84%
20,Lafayette N Y Cent Sch Dist 1.25% 18-JUN-2021,0.81%
21,New York N Y City Mun Wtr Fin Auth Wtr & Swr Sysrev VAR 15-JUN-2039,0.80%
22,Idaho Hsg & Fin Assn Single Family Mtg Rev VAR 01-JAN-2038,0.76%
23,Connecticut St Hsg Fin Auth Hsg Mtg Fin Prog VAR 15-NOV-2048,0.73%
24,Pennsylvania St Tpk Commn Tpk Rev VAR 01-DEC-2038,0.73%
25,Clifton-Fine N Y Cent Sch Dist 2.0% 30-JUN-2021,0.72%
26,Tender Opt Bd Tr Rcpts / Ctfs Var Sts VAR 01-OCT-2043,0.71%
27,Oregon St Dept Administrative Svcs Lottery Rev VAR 01-APR-2029,0.71%
28,Tender Opt Bd Tr Rcpts / Ctfs Var Sts VAR 01-DEC-2046,0.71%
29,Texas St VAR 01-JUN-2045,0.70%
30,Texas St VAR 01-DEC-2040,0.65%
31,West Islip N Y Fire Dist 2.0% 09-JUL-2021,0.64%
32,Clark Cnty Nev Arpt Rev VAR 01-JUL-2040,0.62%
33,Houston Tex Arpt Sys Rev VAR 01-JUL-2030,0.62%
34,Methuen Mass 2.0% 01-SEP-2021,0.58%
35,Brockton Mass Area Tran Auth 1.5% 30-JUL-2021,0.55%
36,Iowa Fin Auth Single Family Mtg Rev VAR 01-JAN-2049,0.54%
37,Cape Cod Mass Regl Tran Auth 1.5% 23-JUL-2021,0.54%
38,Charlton Mass 1.125% 28-MAY-2021,0.54%
39,Texas St VAR 01-DEC-2041,0.52%
40,Boonton N J 2.0% 25-JUN-2021,0.50%
41,Metropolitan Transn Auth N Y Rev 4.0% 01-SEP-2020,0.45%
42,Saddle River N J 1.25% 23-APR-2021,0.45%
43,Phillipsburg N J 2.0% 01-JUN-2021,0.44%
44,Metropolitan Transn Auth N Y Rev 5.0% 15-MAY-2021,0.43%
45,Runnemede N J 1.25% 30-JUN-2021,0.42%
46,Lakeland Cent Sch Dist N Y Shrub Oak 1.25% 20-AUG-2021,0.42%
