,Name,Allocation
0,"Siemens Gamesa Renewable Energy, S.A.",11.03%
1,Vestas Wind Systems A/S,10.05%
2,Orsted,8.97%
3,Northland Power Inc.,8.23%
4,Boralex Inc. Class A,5.77%
5,China Longyuan Power Group Corp. Ltd. Class H,4.05%
6,Innergex Renewable Energy Inc.,3.81%
7,"TPI Composites, Inc.",3.62%
8,"Xinjiang Goldwind Science & Technology Co., Ltd. Class H",2.49%
9,Terna Energy S.A.,2.40%
10,Siemens AG,2.18%
11,ABB Ltd.,1.95%
12,Iberdrola SA,1.83%
13,CS Wind Corp.,1.83%
14,RWE AG,1.83%
15,"NextEra Energy, Inc.",1.82%
16,Enel SpA,1.79%
17,EDP-Energias de Portugal SA,1.78%
18,Alliant Energy Corp,1.69%
19,"Mitsui & Co.,Ltd",1.67%
20,E.ON SE,1.64%
21,Duke Energy Corporation,1.44%
22,SSE plc,1.42%
23,Eolus Vind AB Class B,1.35%
24,Endesa S.A.,1.34%
25,"China High Speed Transmission Equipment Group Co., Ltd.",1.31%
26,ENGIE SA,1.30%
27,PNE AG,1.27%
28,"Mitsubishi Heavy Industries, Ltd.",1.24%
29,"Toray Industries, Inc.",1.15%
30,SKF AB Class B,1.10%
31,AGL Energy Limited,1.08%
32,Prysmian S.p.A.,1.02%
33,General Electric Company,0.95%
34,"Woodward, Inc.",0.66%
35,Morgan Stanley Institutional Liquidity Funds treasury Portfolio Institutional,0.65%
36,Sif Holding N.V.,0.62%
37,Acciona SA,0.38%
38,"Trinity Industries, Inc.",0.34%
39,BKW AG,0.29%
40,Neoen S.A.,0.24%
41,"TransAlta Renewables, Inc.",0.20%
42,Gurit Holding AG,0.07%
43,China Suntien Green Energy Corporation Limited Class H,0.07%
44,U.S. Dollar,0.04%
45,American Superconductor Corporation,0.04%
46,"Dongkuk Structures & Construction Co., Ltd.",0.02%
