,Name,Allocation
0,"SG Holdings Co., Ltd.",0.30%
1,Huabao International Holdings Limited,0.29%
2,Groupe Bruxelles Lambert SA,0.27%
3,Kakao Corp.,0.26%
4,"Net One Systems Co., Ltd.",0.25%
5,Fresnillo PLC,0.24%
6,Adyen NV,0.23%
7,NAVER Corp.,0.23%
8,"Hanmi Science Co., Ltd",0.23%
9,Semiconductor Manufacturing International Corp.,0.23%
10,NIPPON PAINT HOLDINGS CO.LTD.,0.22%
11,LG Chem Ltd.,0.22%
12,Sartorius AG Pref,0.22%
13,"OBIC Business Consultants Co., Ltd.",0.22%
14,Sartorius Stedim Biotech SA,0.22%
15,bioMerieux SA,0.22%
16,Kinnevik AB Class B,0.22%
17,COSMOS Pharmaceutical Corporation,0.22%
18,"Yamato Holdings Co., Ltd.",0.22%
19,DiaSorin S.p.A.,0.22%
20,Wheaton Precious Metals Corp,0.21%
21,Polskie Gornictwo Naftowe i Gazownictwo SA,0.21%
22,OZ Minerals Limited,0.21%
23,Genmab A/S,0.21%
24,"Kumho Petrochemical Co., Ltd.",0.21%
25,"Capcom Co., Ltd.",0.21%
26,Domino's Pizza Enterprises Limited,0.21%
27,GMO Internet Inc.,0.20%
28,CJ CheilJedang Corporation,0.20%
29,Shimano Inc.,0.20%
30,"Koei Tecmo Holdings Co., Ltd.",0.20%
31,"Yaoko Co., Ltd.",0.20%
32,Dino Polska S.A.,0.20%
33,ORION CORP.,0.20%
34,"Nitori Holdings Co., Ltd.",0.20%
35,Netmarble Corp.,0.20%
36,Agnico Eagle Mines Limited,0.20%
37,Rockwool International A/S Class B,0.20%
38,JB Hi-Fi Limited,0.20%
39,Remy Cointreau SA,0.20%
40,Chr. Hansen Holding A/S,0.20%
41,"Dongsuh Companies, Inc.",0.20%
42,United Internet AG,0.20%
43,Oracle Corporation Japan,0.20%
44,Polymetal International Plc,0.20%
45,Takara Bio Inc.,0.19%
46,"Japan Exchange Group, Inc.",0.19%
47,CJ CheilJedang Corp Pfd Shs Non-voting,0.19%
48,"NEXON Co., Ltd.",0.19%
49,Evolution Mining Limited,0.19%
