,Name,Allocation
0,Pfizer Inc.,5.62%
1,Verizon Communications Inc.,5.02%
2,Altria Group Inc,4.97%
3,"Merck & Co., Inc.",4.96%
4,Broadcom Inc.,4.80%
5,Chevron Corporation,4.77%
6,JPMorgan Chase & Co.,4.73%
7,Philip Morris International Inc.,4.54%
8,"PepsiCo, Inc.",4.47%
9,Coca-Cola Company,4.19%
10,AT&T Inc.,4.04%
11,Bristol-Myers Squibb Company,3.48%
12,Amgen Inc.,3.41%
13,Wells Fargo & Company,3.39%
14,Texas Instruments Incorporated,3.32%
15,McDonald's Corporation,3.28%
16,3M Company,2.94%
17,Union Pacific Corporation,2.86%
18,Dominion Energy Inc,2.44%
19,Lockheed Martin Corporation,2.01%
20,Duke Energy Corporation,1.97%
21,U.S. Bancorp,1.76%
22,"BlackRock, Inc.",1.70%
23,Kinder Morgan Inc Class P,1.43%
24,Emerson Electric Co.,1.26%
25,"General Mills, Inc.",1.15%
26,Eaton Corp. Plc,1.13%
27,Exelon Corporation,1.06%
28,"ONEOK, Inc.",0.90%
29,T. Rowe Price Group,0.73%
30,"Travelers Companies, Inc.",0.67%
31,DTE Energy Company,0.66%
32,TE Connectivity Ltd.,0.63%
33,"Paychex, Inc.",0.63%
34,"Maxim Integrated Products, Inc.",0.57%
35,"Rockwell Automation, Inc.",0.53%
36,"CenterPoint Energy, Inc.",0.52%
37,"C.H. Robinson Worldwide, Inc.",0.33%
38,Western Union Company,0.29%
39,"Franklin Resources, Inc.",0.26%
40,"W.W. Grainger, Inc.",0.26%
41,"CF Industries Holdings, Inc.",0.24%
42,OGE Energy Corp.,0.23%
43,Janus Henderson Group PLC,0.22%
44,Snap-on Incorporated,0.20%
45,Hubbell Incorporated Class B,0.18%
46,"Cullen/Frost Bankers, Inc.",0.16%
47,Eaton Vance Corp.,0.15%
48,"MSC Industrial Direct Co., Inc. Class A",0.13%
49,"Lincoln Electric Holdings, Inc.",0.13%
50,"Dunkin' Brands Group, Inc.",0.11%
51,"Wyndham Hotels & Resorts, Inc.",0.11%
52,"Federated Hermes, Inc. Class B",0.09%
53,New Jersey Resources Corporation,0.09%
54,Evercore Inc Class A,0.09%
55,Valvoline Inc.,0.08%
56,U.S. Dollar,0.07%
57,"Cohen & Steers, Inc.",0.03%
