,Name,Allocation
0,Tesla Inc,15.42%
1,"C.H. Robinson Worldwide, Inc.",7.47%
2,"Old Dominion Freight Line, Inc.",7.24%
3,"Expeditors International of Washington, Inc.",7.09%
4,General Motors Company,6.93%
5,"United Parcel Service, Inc. Class B",5.01%
6,BorgWarner Inc.,3.96%
7,"J.B. Hunt Transport Services, Inc.",3.71%
8,Union Pacific Corporation,3.54%
9,Knight-Swift Transportation Holdings Inc. Class A,3.53%
10,Gentex Corporation,3.18%
11,FedEx Corporation,2.40%
12,"Spirit Airlines, Inc.",1.95%
13,"Harley-Davidson, Inc.",1.92%
14,Goodyear Tire & Rubber Company,1.85%
15,Kansas City Southern,1.80%
16,"United Airlines Holdings, Inc.",1.75%
17,Norfolk Southern Corporation,1.74%
18,Ford Motor Company,1.73%
19,"American Airlines Group, Inc.",1.72%
20,LKQ Corporation,1.67%
21,Genuine Parts Company,1.66%
22,Aptiv PLC,1.66%
23,"Delta Air Lines, Inc.",1.61%
24,Southwest Airlines Co.,1.61%
25,"XPO Logistics, Inc.",1.59%
26,Lear Corporation,1.57%
27,JetBlue Airways Corporation,1.56%
28,"Alaska Air Group, Inc.",1.54%
29,CSX Corporation,1.54%
30,U.S. Dollar,0.03%
