,Name,Allocation
0,"Lowe's Companies, Inc.",3.14%
1,"Home Depot, Inc.",2.78%
2,"At Home Group, Inc.",2.76%
3,"Toll Brothers, Inc.",1.83%
4,Meritage Homes Corporation,1.81%
5,"NVR, Inc.",1.73%
6,"PulteGroup, Inc.",1.70%
7,"M.D.C. Holdings, Inc.",1.69%
8,Taylor Morrison Home Corporation,1.68%
9,"D.R. Horton, Inc.",1.68%
10,TRI Pointe Group Inc,1.59%
11,Lennar Corporation Class A,1.57%
12,KB Home,1.48%
13,"Ventas, Inc.",1.47%
14,Extra Space Storage Inc.,1.47%
15,CubeSmart,1.45%
16,American Homes 4 Rent Class A,1.41%
17,"Welltower, Inc.",1.40%
18,"Invitation Homes, Inc.",1.36%
19,"Healthpeak Properties, Inc.",1.33%
20,"Sun Communities, Inc.",1.33%
21,Public Storage,1.30%
22,"Equity LifeStyle Properties, Inc.",1.27%
23,"Wayfair, Inc. Class A",1.26%
24,Realogy Holdings Corp.,1.23%
25,"American Campus Communities, Inc.",1.22%
26,"Mid-America Apartment Communities, Inc.",1.19%
27,"AvalonBay Communities, Inc.",1.19%
28,Apartment Investment & Management Co Class A,1.17%
29,Camden Property Trust,1.16%
30,Equity Residential,1.14%
31,"Host Hotels & Resorts, Inc.",1.12%
32,"UDR, Inc.",1.12%
33,"Park Hotels & Resorts, Inc.",1.12%
34,Bed Bath & Beyond Inc.,1.08%
35,"Essex Property Trust, Inc.",1.08%
36,"Aaron's, Inc.",1.03%
37,RH,1.01%
38,Whirlpool Corporation,0.94%
39,"Williams-Sonoma, Inc.",0.92%
40,American Woodmark Corporation,0.90%
41,"Amazon.com, Inc.",0.90%
42,Sleep Number Corporation,0.90%
43,Middleby Corporation,0.89%
44,"Watsco, Inc.",0.89%
45,Tempur Sealy International Inc,0.88%
46,Louisiana-Pacific Corporation,0.86%
47,Redfin Corporation,0.85%
48,Weyerhaeuser Company,0.85%
49,"MFA Financial, Inc.",0.85%
50,PotlatchDeltic Corporation,0.84%
51,"Fortune Brands Home & Security, Inc.",0.84%
52,"Beacon Roofing Supply, Inc.",0.83%
53,Lennox International Inc.,0.83%
54,Owens Corning,0.83%
55,Target Corporation,0.82%
56,LaZBoy Incorporated,0.82%
57,"Leggett & Platt, Incorporated",0.79%
58,"Simpson Manufacturing Co., Inc.",0.79%
59,Masco Corporation,0.78%
60,"Zillow Group, Inc. Class C",0.77%
61,"CoreLogic, Inc.",0.75%
62,"PPG Industries, Inc.",0.74%
63,"RE/MAX Holdings, Inc.",0.74%
64,Eagle Materials Inc.,0.74%
65,"Trex Company, Inc.",0.69%
66,A. O. Smith Corporation,0.69%
67,"Cavco Industries, Inc.",0.67%
68,Walmart Inc.,0.66%
69,Costco Wholesale Corporation,0.66%
70,Progressive Corporation,0.65%
71,Sherwin-Williams Company,0.65%
72,"Mohawk Industries, Inc.",0.64%
73,iRobot Corporation,0.63%
74,"Fidelity National Financial, Inc. - FNF Group",0.63%
75,"Herman Miller, Inc.",0.63%
76,"Armstrong World Industries, Inc.",0.62%
77,"Annaly Capital Management, Inc.",0.61%
78,Two Harbors Investment Corp.,0.61%
79,First Republic Bank,0.60%
80,"Citizens Financial Group, Inc.",0.60%
81,MGIC Investment Corporation,0.60%
82,"Travelers Companies, Inc.",0.60%
83,New Residential Investment Corp.,0.59%
84,TJX Companies Inc,0.59%
85,JPMorgan Chase & Co.,0.58%
86,Huntington Bancshares Incorporated,0.58%
87,Truist Financial Corporation,0.58%
88,Regions Financial Corporation,0.58%
89,Bank of America Corp,0.58%
90,Chimera Investment Corporation,0.57%
91,Old Republic International Corporation,0.57%
92,AGNC Investment Corp.,0.56%
93,M&T Bank Corporation,0.56%
94,"PNC Financial Services Group, Inc.",0.55%
95,First American Financial Corporation,0.54%
96,Wells Fargo & Company,0.52%
97,Allstate Corporation,0.52%
98,Radian Group Inc.,0.51%
99,"RealPage, Inc.",0.47%
100,U.S. Dollar,0.09%
101,First American Funds Inc X Government Obligations Fund,0.09%
