,Name,Allocation
0,Washington D C Met Area Tran Auth Gross Rev 5.0% 01-JUL-2035,4.91%
1,Georgia St 5.0% 01-JAN-2027,4.59%
2,Massachusetts St Dev Fin Agy Rev 5.0% 01-JUL-2027,3.76%
3,Hudson Yds Infrastructure Corp N Y Second Indenture Rev 5.0% 15-FEB-2042,3.54%
4,California St 3.0% 01-MAR-2027,2.83%
5,Los Angeles Calif Dept Wtr & Pwr Wtrwks Rev 5.0% 01-JUL-2044,2.42%
6,Tampa-Hillsborough Cnty Fla Exp Wy Auth Rev 5.0% 01-JUL-2047,2.42%
7,California St 5.0% 01-APR-2027,1.71%
8,San Diego Calif Assn Govts Cap Grnt Rcpts Rev 1.8% 15-NOV-2027,1.70%
9,Salt Riv Proj Agric Impt & Pwr Dist Ariz Elec Sys Rev 5.0% 01-JAN-2027,1.70%
10,Georgia St 5.0% 01-DEC-2027,1.69%
11,Riverside Cnty Calif Transn Commn Sales Tax Rev 5.0% 01-JUN-2038,1.68%
12,Missouri St Health & Edl Facs Auth Health Facs Rev 5.0% 01-JUN-2027,1.66%
13,Los Angeles Cnty Calif Met Transn Auth Sales Taxrev 5.0% 01-JUL-2042,1.65%
14,New York St Dorm Auth St Pers Income Tax Rev 5.0% 15-MAR-2027,1.64%
15,Hudson Yds Infrastructure Corp N Y Second Indenture Rev 5.0% 15-FEB-2039,1.58%
16,Chicago Ill 6.0% 01-JAN-2038,1.55%
17,Metropolitan Transn Auth N Y Rev 5.0% 15-NOV-2027,1.52%
18,Illinois St 5.0% 01-NOV-2027,1.50%
19,Texas St 5.0% 01-OCT-2033,1.47%
20,Etiwanda Sch Dist Calif 5.0% 01-AUG-2046,1.43%
21,University Va Univ Revs 5.0% 01-APR-2039,1.31%
22,San Antonio Tex Elec & Gas Rev 5.0% 01-FEB-2027,1.27%
23,New York St Dorm Auth St Pers Income Tax Rev 5.0% 15-FEB-2041,1.20%
24,California Health Facs Fing Auth Rev 5.0% 01-NOV-2027,1.16%
25,New York St Dorm Auth St Pers Income Tax Rev 5.0% 15-FEB-2032,1.14%
26,Franklin Cnty Ohio Rev 4.0% 01-DEC-2046,1.07%
27,Beverly Hills Calif Uni Sch Dist 3.0% 01-AUG-2044,1.07%
28,Pennsylvania St 5.0% 01-JAN-2027,1.04%
29,Turlock Calif Irr Dist Rev 5.0% 01-JAN-2046,1.04%
30,Arizona St Ctfs Partn 5.0% 01-OCT-2027,0.86%
31,Maryland St Health & Higher Edl Facs Auth Rev 5.0% 15-MAY-2045,0.85%
32,Multnomah-Clackamas Cntys Ore Sch Dist No 10Jt Gresham- Barl Ow 5.0% 15-JUN-2031,0.84%
33,Utility Debt Securitization Auth N Y 5.0% 15-DEC-2039,0.83%
34,Pennsylvania St 5.0% 15-SEP-2027,0.83%
35,Louisiana St 5.0% 01-AUG-2027,0.83%
36,Tulsa Cnty Okla Indl Auth Edl Facs Lease Rev 5.0% 01-SEP-2027,0.81%
37,New York N Y City Transitional Fin Auth Rev 5.0% 01-MAY-2036,0.81%
38,Port Auth N Y & N J 5.25% 15-NOV-2057,0.80%
39,University Conn 5.0% 15-JAN-2033,0.80%
40,New Jersey Economic Dev Auth Rev 5.0% 01-NOV-2027,0.80%
41,Geisinger Auth Pa Health Sys Rev 5.0% 15-FEB-2045,0.78%
42,Metropolitan Transn Auth N Y Dedicated Tax Fd 5.0% 15-NOV-2047,0.77%
43,Harris Cnty Tex Met Tran Auth Sales & Use Tax 5.0% 01-NOV-2027,0.76%
