,Name,Allocation
0,"Ping An Insurance (Group) Company of China, Ltd. Class H",9.12%
1,China Construction Bank Corporation Class H,7.87%
2,Industrial and Commercial Bank of China Limited Class H,7.68%
3,Bank of China Limited Class H,7.33%
4,"China Merchants Bank Co., Ltd. Class H",5.49%
5,China Life Insurance Co. Ltd. Class H,4.69%
6,Agricultural Bank of China Limited Class H,3.07%
7,"China Pacific Insurance (Group) Co., Ltd. Class H",2.60%
8,CITIC Securities Co. Ltd. Class H,2.10%
9,"Zhongan Online P&C Insurance Co., Ltd. Class H",1.90%
10,PICC Property & Casualty Co. Ltd. Class H,1.88%
11,"Bank of Communications Co., Ltd. Class H",1.84%
12,"China Merchants Bank Co., Ltd. Class A",1.78%
13,China International Capital Corp. Ltd. Class H,1.76%
14,"Postal Savings Bank of China Co., Ltd. Class H",1.68%
15,"New China Life Insurance Co., Ltd. Class H",1.62%
16,China CITIC Bank Corporation Ltd Class H,1.54%
17,"China Minsheng Banking Corp., Ltd. Class H",1.53%
18,"Huatai Securities Co., Ltd. Class H",1.46%
19,"China Galaxy Securities Co., Ltd. Class H",1.37%
20,People's Insurance Co. (Group) of China Ltd. Class H,1.31%
21,"Haitong Securities Co., Ltd. Class H",1.31%
22,"China Taiping Insurance Holdings Co., Ltd.",1.19%
23,Far East Horizon Limited,1.16%
24,"GF Securities Co., Ltd. Class H",1.08%
25,"China Cinda Asset Management Co., Ltd. Class H",1.06%
26,China Everbright Limited,1.02%
27,"Guotai Junan Securities Co., Ltd. Class H",0.92%
28,"China Everbright Bank Co., Ltd. Class H",0.86%
29,Chongqing Rural Commercial Bank Co. Ltd. Class H,0.85%
30,"Industrial Bank Co., Ltd. Class A",0.85%
31,"Shanghai Pudong Development Bank Co., Ltd. Class A",0.79%
32,CITIC Securities Co. Ltd. Class A,0.78%
33,China Huarong Asset Management Co Ltd Class H,0.75%
34,Noah Holdings Ltd. Sponsored ADR Class A,0.64%
35,"East Money Information Co., Ltd Class A",0.60%
36,Agricultural Bank of China Limited Class A,0.59%
37,"Bank of Ningbo Co., Ltd. Class A",0.58%
38,China Reinsurance (Group) Corp. Class H,0.56%
39,"China Pacific Insurance (Group) Co., Ltd. Class A",0.51%
40,"China Minsheng Banking Corp., Ltd. Class A",0.50%
41,"Bank of Communications Co., Ltd. Class A",0.47%
42,"China Merchants Securities Co., Ltd. Class A",0.47%
43,"Huatai Securities Co., Ltd. Class A",0.43%
44,"CSC Financial Co., Ltd. Class A",0.43%
45,"Haitong Securities Co., Ltd. Class A",0.42%
46,"China Everbright Bank Co., Ltd. Class A",0.41%
47,"Guotai Junan Securities Co., Ltd. Class A",0.41%
48,China Life Insurance Co. Ltd. Class A,0.39%
49,"New China Life Insurance Co., Ltd. Class A",0.38%
50,Everbright Securities Company Limited Class A,0.37%
51,"Shenwan Hongyuan Group Co., Ltd. Class A",0.37%
52,"Hithink RoyalFlush Information Network Co., Ltd. Class A",0.35%
53,"Bank of Shanghai Co., Ltd. Class A",0.34%
54,Bank of China Limited Class A,0.33%
55,"Bank of Beijing Co., Ltd. Class A",0.30%
56,"First Capital Securities Co., Ltd. Class A",0.30%
57,"GF Securities Co., Ltd. Class A",0.29%
58,"Bank of Hangzhou Co., Ltd. Class A",0.28%
59,"Bank of Nanjing Co., Ltd. Class A",0.27%
60,"Founder Securities Co., Ltd. Class A",0.27%
61,"Hua Xia Bank Co., Limited Class A",0.26%
62,ORIENT SECURITIES CO LTD Class A,0.25%
63,"Sinolink Securities Co., Ltd. Class A",0.25%
64,"Caitong Securities Co., Ltd. Class A",0.25%
65,"Bank of Jiangsu Co., Ltd. Class A",0.24%
66,"China Industrial Securities Co., Ltd. Class A",0.24%
67,"Guosen Securities Co., Ltd. Class A",0.23%
68,"China Galaxy Securities Co., Ltd. Class A",0.23%
69,Zheshang Securities Co. Ltd. Class A,0.21%
70,Soochow Securities Co Ltd Class A,0.21%
71,"Southwest Securities Co., Ltd. Class A",0.21%
72,"Changjiang Securities Co., Ltd Class A",0.21%
73,AVIC Capital Co. Ltd. Class A,0.20%
74,Guoyuan Securities Company Limited Class A,0.20%
75,"Shanxi Securities Co., Ltd. Class A",0.20%
76,"Hubei Biocause Pharmaceutical Co., Ltd. Class A",0.20%
77,"HUAXI Securities Co., Ltd. Class A",0.20%
78,"Huaan Securities Co., Ltd. Class A",0.20%
79,"SDIC Capital Co., Ltd. Class A",0.20%
80,"Tianfeng Securities Co., Ltd. Class A",0.19%
81,"Nanjing Securities Co., Ltd. Class A",0.19%
82,People's Insurance Co. (Group) of China Ltd. Class A,0.19%
83,"Dongxing Securities Co., Ltd.",0.18%
84,"Pacific Securities Co., Ltd. Class A",0.17%
85,"Sealand Securities Co., Ltd. Class A",0.17%
86,"Bank of Chengdu Co., Ltd. Class A",0.17%
87,Qingdao Rural Commercial Bank Corp. Class A,0.17%
88,"Northeast Securities Co., Ltd. Class A",0.16%
89,"China Great Wall Securities Co., Ltd. Class A",0.15%
90,"Western Securities Co., Ltd. Class A",0.15%
91,Jiangsu Changshu Rural Commercial Bank Co. Ltd. Class A,0.15%
92,China CITIC Bank Corporation Ltd Class A,0.13%
93,China Construction Bank Corporation Class A,0.04%
94,"Ping An Insurance (Group) Company of China, Ltd. Class A",0.04%
95,Ping An Bank Co. Ltd. Class A,0.03%
96,Industrial and Commercial Bank of China Limited Class A,0.03%
97,U.S. Dollar,0.00%
