,Name,Allocation
0,"United Parcel Service, Inc. Class B",3.28%
1,Public Storage,2.66%
2,Eaton Corp. Plc,2.66%
3,Kimberly-Clark Corporation,2.65%
4,Verizon Communications Inc.,2.59%
5,"AbbVie, Inc.",2.56%
6,DTE Energy Company,2.55%
7,3M Company,2.52%
8,PPL Corporation,2.48%
9,Pfizer Inc.,2.45%
10,"General Mills, Inc.",2.41%
11,Emerson Electric Co.,2.37%
12,"Merck & Co., Inc.",2.36%
13,Public Service Enterprise Group Inc,2.33%
14,International Business Machines Corporation,2.33%
15,Coca-Cola Company,2.32%
16,"PepsiCo, Inc.",2.29%
17,Omnicom Group Inc,2.28%
18,Huntington Bancshares Incorporated,2.18%
19,Crown Castle International Corp,2.18%
20,Archer-Daniels-Midland Company,2.14%
21,"American Electric Power Company, Inc.",2.10%
22,Kellogg Company,2.10%
23,"Paychex, Inc.",2.09%
24,Western Union Company,2.07%
25,Duke Energy Corporation,2.07%
26,Johnson & Johnson,2.03%
27,"Consolidated Edison, Inc.",1.95%
28,Realty Income Corporation,1.81%
29,"Zions Bancorporation, N.A.",1.81%
30,"Gilead Sciences, Inc.",1.80%
31,Seagate Technology PLC,1.75%
32,"Interpublic Group of Companies, Inc.",1.67%
33,Campbell Soup Company,1.60%
34,J.M. Smucker Company,1.57%
35,"Evergy, Inc.",1.44%
36,"Ventas, Inc.",1.36%
37,Packaging Corporation of America,1.32%
38,Genuine Parts Company,1.23%
39,"Juniper Networks, Inc.",1.23%
40,Pinnacle West Capital Corporation,1.18%
41,W. P. Carey Inc.,1.04%
42,CVS Health Corporation,1.03%
43,LyondellBasell Industries NV,0.92%
44,CubeSmart,0.86%
45,Macerich Company,0.80%
46,"Gaming and Leisure Properties, Inc.",0.74%
47,STORE Capital Corporation,0.69%
48,"New York Community Bancorp, Inc.",0.65%
49,"Life Storage, Inc.",0.63%
50,Kimco Realty Corporation,0.61%
51,"Arbor Realty Trust, Inc.",0.60%
52,"People's United Financial, Inc.",0.59%
53,"National Retail Properties, Inc.",0.54%
54,Exelon Corporation,0.49%
55,FUTURES,0.46%
56,"Highwoods Properties, Inc.",0.38%
57,Lamar Advertising Company Class A,0.37%
58,"First Hawaiian, Inc.",0.34%
59,"ALLETE, Inc.",0.32%
60,F.N.B. Corporation,0.28%
61,"National Health Investors, Inc.",0.21%
62,Lexington Realty Trust,0.20%
63,"Piedmont Office Realty Trust, Inc. Class A",0.19%
64,"CoreCivic, Inc.",0.19%
65,Short Term Investments Trust Treasury Portfolio Institutional,0.15%
66,Industrial Logistics Properties Trust,0.14%
67,"Four Corners Property Trust, Inc.",0.13%
68,"LTC Properties, Inc.",0.11%
69,"Cohen & Steers, Inc.",0.10%
70,"WesBanco, Inc.",0.10%
71,Park National Corporation,0.08%
72,"Safety Insurance Group, Inc.",0.06%
73,Monmouth Real Estate Investment Corporation Class A,0.06%
74,Getty Realty Corp.,0.06%
75,"S&T Bancorp, Inc.",0.06%
76,"American National Group, Inc.",0.05%
77,"Provident Financial Services, Inc.",0.05%
