,Name,Allocation
0,"MercadoLibre, Inc.",4.21%
1,NAVER Corp.,4.14%
2,"JD.com, Inc. Sponsored ADR Class A",3.86%
3,Tencent Holdings Ltd.,3.77%
4,Alibaba Group Holding Ltd.,3.70%
5,"NetEase, Inc. Sponsored ADR",3.57%
6,Netmarble Corp.,3.53%
7,TAL Education Group Sponsored ADR Class A,3.52%
8,Mail.ru Group Ltd. Sponsored GDR,3.33%
9,"Baidu, Inc. Sponsored ADR Class A",3.29%
10,Kakao Corp.,3.27%
11,Naspers Limited Class N,3.17%
12,"Chunghwa Telecom Co., Ltd",3.14%
13,"Bilibili, Inc. Sponsored ADR Class Z",2.84%
14,Hellenic Telecommunications Organization SA,2.74%
15,GDS Holdings Ltd. Sponsored ADR Class A,2.74%
16,PagSeguro Digital Ltd. Class A,2.56%
17,Ping An Healthcare and Technology Company Limited,2.41%
18,"New Oriental Education & Technology Group, Inc. Sponsored ADR",2.39%
19,Cyfrowy Polsat SA,2.39%
20,B2W Companhia Digital,2.35%
21,NCsoft Corporation,2.31%
22,"Autohome, Inc. Sponsored ADR Class A",2.23%
23,Intouch Holdings Public Company Limited,2.19%
24,KT Corporation Sponsored ADR,2.16%
25,Trip.com Group Ltd. Sponsored ADR,2.16%
26,Vipshop Holdings Ltd Sponsored ADR,2.16%
27,"Grupo Televisa, S.A.B.",2.10%
28,Greek Organisation of Football Prognostics SA,2.09%
29,Telekom Malaysia Bhd.,1.93%
30,"Lotte Tour Development Co., Ltd.",0.91%
31,Qiwi Plc Sponsored ADR Class B,0.83%
32,Orange Polska S.A.,0.81%
33,My E.G. Services Bhd.,0.78%
34,"EVERTEC, Inc.",0.76%
35,"DoubleUGames Co., Ltd.",0.71%
36,"WT Microelectronics Co., Ltd.",0.69%
37,MakeMyTrip Ltd.,0.68%
38,WPG Holding Co Ltd,0.67%
39,Com2us Corporation,0.67%
40,Studio Dragon Corp.,0.67%
41,Wistron Neweb Corporation,0.66%
42,"NICE Holdings Co., Ltd.",0.65%
43,U.S. Dollar,0.65%
44,DOUZONE BIZON CO.LTD,0.63%
45,GS Home Shopping Inc.,0.61%
46,PearlAbyss Corp.,0.59%
47,NHN Corporation,0.59%
48,Cielo,0.59%
49,"Holy Stone Enterprise Co., Ltd.",0.59%
50,EQUITY OTHER,0.00%
