,Name,Allocation
0,"Best Buy Co., Inc.",2.66%
1,QUALCOMM Incorporated,2.59%
2,Dell Technologies Inc Class C,2.45%
3,Target Corporation,2.44%
4,Lennar Corporation Class A,2.35%
5,Cummins Inc.,2.28%
6,eBay Inc.,2.28%
7,Cognizant Technology Solutions Corporation Class A,2.27%
8,HP Inc.,2.13%
9,"Dow, Inc.",2.08%
10,"CenturyLink, Inc.",2.08%
11,Philip Morris International Inc.,2.08%
12,Altria Group Inc,2.07%
13,DXC Technology Co.,2.01%
14,"AbbVie, Inc.",1.99%
15,McKesson Corporation,1.89%
16,International Business Machines Corporation,1.87%
17,CVS Health Corporation,1.83%
18,"Discovery, Inc. Class A",1.83%
19,Biogen Inc.,1.80%
20,International Paper Company,1.77%
21,"Cisco Systems, Inc.",1.75%
22,Walgreens Boots Alliance Inc,1.72%
23,"Gilead Sciences, Inc.",1.69%
24,Schlumberger NV,1.68%
25,AmerisourceBergen Corporation,1.61%
26,"Alexion Pharmaceuticals, Inc.",1.59%
27,"EOG Resources, Inc.",1.50%
28,Fox Corporation Class A,1.47%
29,"Cardinal Health, Inc.",1.37%
30,DaVita Inc.,1.30%
31,Mylan N.V.,1.29%
32,"Arrow Electronics, Inc.",1.27%
33,Vistra Corp.,1.27%
34,"NRG Energy, Inc.",1.16%
35,"PulteGroup, Inc.",1.11%
36,Xerox Holdings Corporation,1.05%
37,Eastman Chemical Company,1.02%
38,"Qurate Retail, Inc. Class A",1.01%
39,Molson Coors Beverage Company Class B,1.01%
40,Reliance Steel & Aluminum Co.,0.96%
41,"CF Industries Holdings, Inc.",0.94%
42,Omnicom Group Inc,0.88%
43,Celanese Corporation,0.88%
44,"Interpublic Group of Companies, Inc.",0.85%
45,Newell Brands Inc,0.83%
46,Hanesbrands Inc.,0.83%
47,"Arista Networks, Inc.",0.77%
48,"Universal Health Services, Inc. Class B",0.76%
49,"NetApp, Inc.",0.72%
50,Owens Corning,0.69%
51,"Mohawk Industries, Inc.",0.69%
52,BorgWarner Inc.,0.68%
53,Lear Corporation,0.67%
54,ManpowerGroup Inc.,0.67%
55,WEX Inc.,0.65%
56,Packaging Corporation of America,0.63%
57,International Game Technology PLC,0.60%
58,"Quanta Services, Inc.",0.58%
59,"Williams-Sonoma, Inc.",0.58%
60,SYNNEX Corporation,0.56%
61,Huntsman Corporation,0.54%
62,"HD Supply Holdings, Inc.",0.54%
63,"Avnet, Inc.",0.53%
64,Lions Gate Entertainment Corp Class A,0.51%
65,PVH Corp.,0.50%
66,Snap-on Incorporated,0.48%
67,"Leggett & Platt, Incorporated",0.47%
68,GrafTech International Ltd.,0.47%
69,Jazz Pharmaceuticals Plc,0.47%
70,"F5 Networks, Inc.",0.46%
71,"Allison Transmission Holdings, Inc.",0.46%
72,"Juniper Networks, Inc.",0.43%
73,United Therapeutics Corporation,0.40%
74,"Acuity Brands, Inc.",0.40%
75,Regal Beloit Corp,0.38%
76,"Foot Locker, Inc.",0.38%
77,Timken Company,0.38%
78,Gentex Corporation,0.37%
79,"Sprouts Farmers Markets, Inc.",0.36%
80,Robert Half International Inc.,0.36%
81,"Euronet Worldwide, Inc.",0.34%
82,"Exelixis, Inc.",0.33%
83,U.S. Dollar,0.33%
84,Ralph Lauren Corporation Class A,0.31%
85,Capri Holdings Limited,0.30%
86,Corporate Office Properties Trust,0.30%
87,Crane Co.,0.30%
88,AMC Networks Inc. Class A,0.27%
89,"H&R Block, Inc.",0.26%
90,Arconic Corp.,0.26%
91,EPR Properties,0.26%
92,"Urban Outfitters, Inc.",0.26%
93,"MSC Industrial Direct Co., Inc. Class A",0.25%
94,nVent Electric plc,0.24%
95,Premier Inc. Class A,0.24%
96,"Valmont Industries, Inc.",0.23%
97,Domtar Corporation,0.20%
98,"Nu Skin Enterprises, Inc. Class A",0.18%
99,"MEDNAX, Inc.",0.18%
100,Equity Commonwealth,0.07%
