,Name,Allocation
0,Apple Inc.,6.66%
1,Microsoft Corporation,3.31%
2,JPMorgan Chase & Co.,2.80%
3,Bank of America Corp,2.35%
4,Wells Fargo & Company,2.00%
5,Oracle Corporation,1.79%
6,QUALCOMM Incorporated,1.70%
7,Citigroup Inc.,1.65%
8,"Cisco Systems, Inc.",1.59%
9,AT&T Inc.,1.48%
10,Johnson & Johnson,1.47%
11,Procter & Gamble Company,1.43%
12,Pfizer Inc.,1.42%
13,"Home Depot, Inc.",1.37%
14,Intel Corporation,1.25%
15,"Merck & Co., Inc.",1.19%
16,"AbbVie, Inc.",1.16%
17,Amgen Inc.,1.10%
18,Broadcom Inc.,1.09%
19,Exxon Mobil Corporation,1.03%
20,Union Pacific Corporation,1.01%
21,Visa Inc. Class A,0.97%
22,Verizon Communications Inc.,0.89%
23,"Facebook, Inc. Class A",0.88%
24,Starbucks Corporation,0.86%
25,McDonald's Corporation,0.78%
26,Chevron Corporation,0.74%
27,Alphabet Inc. Class A,0.73%
28,Alphabet Inc. Class C,0.73%
29,Boeing Company,0.71%
30,International Business Machines Corporation,0.70%
31,"PepsiCo, Inc.",0.69%
32,Bristol-Myers Squibb Company,0.69%
33,Booking Holdings Inc.,0.69%
34,Texas Instruments Incorporated,0.67%
35,UnitedHealth Group Incorporated,0.66%
36,Philip Morris International Inc.,0.66%
37,Walmart Inc.,0.65%
38,Altria Group Inc,0.65%
39,Honeywell International Inc.,0.63%
40,Mastercard Incorporated Class A,0.62%
41,eBay Inc.,0.61%
42,Dell Technologies Inc Class C,0.60%
43,"Lowe's Companies, Inc.",0.60%
44,Caterpillar Inc.,0.58%
45,Morgan Stanley,0.55%
46,Coca-Cola Company,0.52%
47,"Goldman Sachs Group, Inc.",0.50%
48,Biogen Inc.,0.49%
49,3M Company,0.49%
50,U.S. Bancorp,0.49%
51,"NIKE, Inc. Class B",0.48%
52,"Charter Communications, Inc. Class A",0.47%
53,Johnson Controls International plc,0.47%
54,"United Parcel Service, Inc. Class B",0.45%
55,"PNC Financial Services Group, Inc.",0.45%
56,Linde plc,0.44%
57,Eli Lilly and Company,0.43%
58,CSX Corporation,0.42%
59,"Gilead Sciences, Inc.",0.40%
60,Medtronic Plc,0.39%
61,Walgreens Boots Alliance Inc,0.37%
62,"BlackRock, Inc.",0.37%
63,Lam Research Corporation,0.37%
64,Comcast Corporation Class A,0.36%
65,ConocoPhillips,0.36%
66,Walt Disney Company,0.34%
67,"DuPont de Nemours, Inc.",0.34%
68,Bank of New York Mellon Corporation,0.34%
69,HP Inc.,0.34%
70,Norfolk Southern Corporation,0.34%
71,Accenture Plc Class A,0.33%
72,American Express Company,0.33%
73,Target Corporation,0.33%
74,"Prudential Financial, Inc.",0.33%
75,"MetLife, Inc.",0.32%
76,"Mondelez International, Inc. Class A",0.32%
77,Raytheon Technologies Corporation,0.32%
78,Lockheed Martin Corporation,0.31%
79,Berkshire Hathaway Inc. Class B,0.31%
80,Abbott Laboratories,0.30%
81,Synchrony Financial,0.30%
82,Illinois Tool Works Inc.,0.28%
83,Eaton Corp. Plc,0.27%
84,"Applied Materials, Inc.",0.27%
85,Adobe Inc.,0.27%
86,Marathon Petroleum Corporation,0.26%
87,LyondellBasell Industries NV,0.26%
88,Colgate-Palmolive Company,0.24%
89,Hewlett Packard Enterprise Co.,0.24%
90,Schlumberger NV,0.24%
91,Chubb Limited,0.23%
92,TJX Companies Inc,0.23%
93,Cognizant Technology Solutions Corporation Class A,0.23%
94,Truist Financial Corporation,0.23%
95,Deere & Company,0.23%
96,MUTUAL FUND (OTHER),0.22%
97,Cummins Inc.,0.22%
98,Emerson Electric Co.,0.22%
99,Allstate Corporation,0.22%
100,Ford Motor Company,0.22%
101,Kimberly-Clark Corporation,0.22%
102,Thermo Fisher Scientific Inc.,0.21%
103,Valero Energy Corporation,0.21%
104,"Delta Air Lines, Inc.",0.21%
105,"Dow, Inc.",0.21%
106,CVS Health Corporation,0.21%
107,Capital One Financial Corporation,0.21%
108,"Intercontinental Exchange, Inc.",0.21%
109,"Ameriprise Financial, Inc.",0.21%
110,"Simon Property Group, Inc.",0.21%
111,"Automatic Data Processing, Inc.",0.20%
112,"Marriott International, Inc. Class A",0.20%
113,PayPal Holdings Inc,0.20%
114,Discover Financial Services,0.20%
115,"S&P Global, Inc.",0.20%
116,"NetApp, Inc.",0.19%
117,"Travelers Companies, Inc.",0.19%
118,Southwest Airlines Co.,0.19%
119,Aflac Incorporated,0.19%
120,Corning Inc,0.19%
121,Phillips 66,0.19%
