,Name,Allocation
0,"Shopify, Inc. Class A",7.54%
1,Royal Bank of Canada,7.45%
2,Toronto-Dominion Bank,5.98%
3,Canadian National Railway Company,4.55%
4,Enbridge Inc.,3.91%
5,Barrick Gold Corporation,3.74%
6,Bank of Nova Scotia,3.59%
7,TC Energy Corporation,3.22%
8,Brookfield Asset Management Inc. Class A,3.14%
9,Canadian Pacific Railway Limited,2.87%
10,Bank of Montreal,2.59%
11,Canadian Imperial Bank of Commerce,2.32%
12,Alimentation Couche-Tard Inc. Class B,2.13%
13,Manulife Financial Corporation,2.04%
14,Franco-Nevada Corporation,2.01%
15,Suncor Energy Inc.,1.76%
16,Sun Life Financial Inc.,1.76%
17,Constellation Software Inc.,1.68%
18,Wheaton Precious Metals Corp,1.67%
19,Canadian Natural Resources Limited,1.66%
20,Nutrien Ltd.,1.55%
21,Agnico Eagle Mines Limited,1.38%
22,Fortis Inc.,1.24%
23,National Bank of Canada,1.20%
24,CGI Inc. Class A,1.18%
25,Restaurant Brands International Inc,1.10%
26,Thomson Reuters Corporation,1.09%
27,Rogers Communications Inc. Class B,1.08%
28,Intact Financial Corporation,1.06%
29,Magna International Inc.,1.06%
30,Kirkland Lake Gold Ltd.,1.06%
31,Pembina Pipeline Corporation,1.04%
32,Dollarama Inc.,0.86%
33,Open Text Corporation,0.86%
34,Metro Inc.,0.83%
35,Kinross Gold Corporation,0.81%
36,Power Corporation of Canada,0.78%
37,Emera Incorporated,0.70%
38,Loblaw Companies Limited,0.70%
39,Shaw Communications Inc. Class B,0.65%
40,Fairfax Financial Holdings Limited,0.59%
41,Algonquin Power & Utilities Corp.,0.58%
42,WSP Global Inc.,0.54%
43,TELUS Corporation,0.53%
44,First Quantum Minerals Ltd.,0.50%
45,Hydro One Limited,0.50%
46,BCE Inc.,0.48%
47,Saputo Inc.,0.46%
48,Teck Resources Limited Class B,0.43%
49,"Canadian Tire Corporation, Limited Class A",0.43%
50,George Weston Limited,0.42%
51,CCL Industries Inc. Class B,0.42%
52,Great-West Lifeco Inc.,0.41%
53,Cenovus Energy Inc.,0.39%
54,Bausch Health Companies Inc.,0.39%
55,Empire Co. Ltd. Class A,0.35%
56,Inter Pipeline Ltd.,0.34%
57,Quebecor Inc. Class B,0.33%
58,Parkland Corporation,0.33%
59,Imperial Oil Limited,0.33%
60,Cameco Corporation,0.33%
61,Onex Corporation,0.31%
62,Keyera Corp.,0.31%
63,Gildan Activewear Inc.,0.30%
64,Lundin Mining Corporation,0.30%
65,CAE Inc.,0.30%
66,AltaGas Ltd.,0.29%
67,iA Financial Corporation Inc.,0.29%
68,Canopy Growth Corporation,0.26%
69,Canadian Utilities Limited Class A,0.25%
70,CI Financial Corp.,0.24%
71,Canadian Apartment Properties Real Estate Investment Trust,0.23%
72,BlackBerry Limited,0.20%
73,ATCO Ltd. Class I,0.18%
74,U.S. Dollar,0.18%
75,Pan American Silver Corp.,0.16%
76,IGM Financial Inc.,0.16%
77,B2Gold Corp.,0.15%
78,Air Canada,0.14%
79,RioCan Real Estate Investment Trust,0.14%
80,TMX Group Ltd.,0.12%
81,Yamana Gold Inc.,0.11%
82,Ritchie Bros. Auctioneers Incorporated,0.11%
83,First Capital Real Estate Investment Trust,0.10%
84,SmartCentres Real Estate Investment Trust,0.10%
85,Cronos Group Inc,0.09%
86,BlackRock Cash Funds Treasury SL Agency Shares,0.04%
