,Name,Allocation
0,BE Semiconductor Industries N.V.,0.88%
1,freenet AG,0.73%
2,bpost SA,0.70%
3,Siltronic AG,0.68%
4,Bolsas y Mercados Espanoles,0.63%
5,JB Hi-Fi Limited,0.62%
6,Azimut Holding Spa,0.57%
7,TietoEVRY Oyj,0.51%
8,Vistry Group PLC,0.50%
9,Spark Infrastructure Group,0.48%
10,Metsa Board Oyj Class B,0.47%
11,Hastings Group Holdings Plc,0.47%
12,NetLink NBN Trust,0.45%
13,Navigator Company SA,0.44%
14,Domino's Pizza Enterprises Limited,0.44%
15,Osterreichische Post AG,0.44%
16,NetEnt AB Class B,0.43%
17,Elkem ASA,0.40%
18,StarHub Ltd,0.40%
19,Cembra Money Bank AG,0.38%
20,Mineral Resources Limited,0.38%
21,TP ICAP plc,0.38%
22,UNIQA Insurance Group AG,0.37%
23,Bank of Queensland Limited,0.36%
24,Nexity SA Class A,0.36%
25,Aurubis AG,0.35%
26,JM AB,0.35%
27,Genesis Energy Limited,0.34%
28,Galenica AG,0.34%
29,"Matsui Securities Co., Ltd.",0.34%
30,China Power International Development Ltd,0.34%
31,Scandinavian Tobacco Group A/S,0.34%
32,Carsales.Com Limited,0.34%
33,Allreal Holding AG,0.33%
34,Redes Energeticas Nacionais SA,0.33%
35,"Viscofan, S.A.",0.33%
36,IOOF Holdings Ltd,0.33%
37,Aareal Bank AG,0.33%
38,Chorus Limited,0.31%
39,"Koei Tecmo Holdings Co., Ltd.",0.30%
40,CMC Markets Plc,0.30%
41,Banca Farmafactoring SpA,0.30%
42,Games Workshop Group PLC,0.29%
43,ALS Ltd.,0.29%
44,Sanoma Oyj,0.29%
45,ANIMA Holding S.p.A.,0.29%
46,Platinum Asset Management Ltd,0.28%
47,Shougang Fushan Resources Group Limited,0.28%
48,China Overseas Grand Oceans Group Limited,0.28%
49,EFG International AG,0.27%
50,alstria office REIT-AG,0.27%
51,Ansell Limited,0.27%
52,Samhallsbyggnadsbolaget I Norden AB Class B,0.27%
53,Pendal Group Limited,0.26%
54,Citycon Oyj,0.26%
55,Software AG,0.26%
56,Alm. Brand A/S,0.26%
57,Jupiter Fund Management plc,0.26%
58,D'Ieteren SA,0.26%
59,Yanlord Land Group Limited,0.26%
60,Metcash Limited,0.25%
61,Encavis AG,0.25%
62,First International Bank of Israel Ltd,0.25%
63,CSR Limited,0.25%
64,Premier Investments Limited,0.25%
65,Pets At Home Group Plc,0.25%
66,Keppel Infrastructure Trust,0.25%
67,Avanza Bank Holding AB,0.24%
68,Kemira Oyj,0.24%
69,Konecranes Oyj,0.24%
70,CITIC Telecom International Holdings Limited,0.23%
71,Phoenix Holdings Ltd.,0.23%
72,HEXPOL AB Class B,0.23%
73,Nine Entertainment Co. Holdings Limited,0.23%
74,Entra ASA,0.23%
75,Daily Mail & General Trust plc Class A,0.23%
76,Wienerberger AG,0.23%
77,"THK Co., Ltd.",0.22%
78,Acerinox SA,0.22%
79,Infratil Limited,0.21%
80,Drax Group plc,0.21%
81,OZ Minerals Limited,0.21%
82,Credito Emiliano S.p.A.,0.21%
83,EVN AG,0.21%
84,Atea ASA,0.21%
85,Austevoll Seafood ASA,0.21%
86,Betsson AB Class B,0.21%
87,Bodycote plc,0.21%
88,Toyota Boshoku Corp.,0.21%
89,Bilia AB Class A,0.20%
90,Trigano SA,0.20%
91,SKYCITY Entertainment Group Limited,0.20%
92,Dermapharm Holding SE,0.20%
93,Ultra Electronics Holdings plc,0.20%
94,Kaufman & Broad SA,0.20%
95,Tokmanni Group Oyj,0.20%
96,Durr AG,0.20%
97,Uponor Oyj Class A,0.20%
98,China Traditional Chinese Medicine Holdings Co. Ltd.,0.20%
99,Perpetual Limited,0.20%
100,Beijer Ref AB Class B,0.19%
101,Resurs Holding AB,0.19%
102,EBOS Group Limited,0.19%
103,"Denka Co., Ltd.",0.19%
104,YIT Oyj,0.19%
105,Big Yellow Group PLC,0.19%
106,Europris ASA,0.19%
107,DIC Corporation,0.19%
108,Sheng Siong Group Ltd.,0.19%
109,"Mixi, Inc.",0.19%
110,Wihlborgs Fastigheter AB,0.19%
111,Diversified Gas & Oil PLC,0.19%
112,Ahlstrom-Munksjo Oyj,0.18%
113,Atresmedia Corporacion de Medios de Comunicacion SA,0.18%
114,Gerresheimer AG,0.18%
115,Fjordkraft Holding ASA,0.18%
116,U.S. Dollar,0.18%
117,Hutchison Port Holdings Trust,0.18%
118,Van Lanschot Kempen NV cert. of shs,0.18%
119,Link Administration Holdings Ltd.,0.18%
120,"Open House Co., Ltd.",0.18%
121,"Toyoda Gosei Co., Ltd.",0.18%
122,NEC Networks & System Integration Corporation,0.18%
123,Brickworks Ltd,0.18%
124,Spar Nord Bank A/S,0.18%
125,SpareBank 1 SMN,0.18%
126,NCC AB Class B,0.18%
127,Orora Ltd.,0.17%
128,Harel Insurance Investments & Financial Services Ltd.,0.17%
129,Victrex plc,0.17%
130,CropEnergies AG,0.17%
131,K'S Holdings Corporation,0.17%
132,Euskaltel SA,0.17%
133,Regis Resources Limited,0.17%
134,Moneysupermarket.com Group plc,0.17%
135,"Sumitomo Forestry Co., Ltd.",0.17%
136,"IBIDEN CO., LTD.",0.17%
137,Sims Ltd.,0.17%
138,Cargotec Oyj Class B,0.17%
139,BillerudKorsnas AB,0.17%
140,St. Barbara Ltd.,0.17%
141,Z Energy Ltd.,0.17%
142,Outokumpu Oyj,0.17%
143,Port of Tauranga Limited,0.17%
144,Sacyr S.A.,0.17%
145,Unicaja Banco S.A.,0.17%
146,ENCE Energia y Celulosa SA,0.17%
147,Paz Oil Co. Ltd.,0.16%
148,"Seino Holdings Co., Ltd.",0.16%
149,Genertec Universal Medical Group Company Limited,0.16%
150,Spirent Communications plc,0.16%
151,Matrix IT Ltd.,0.16%
152,Rothschild & Co. SCA,0.16%
153,"Horiba , Ltd.",0.16%
154,Schouw & Co A/S,0.16%
155,Riverstone Holdings Limited,0.16%
156,Paragon Banking Group PLC,0.16%
157,IntegraFin Holdings PLC,0.16%
158,"Mabuchi Motor Co., Ltd.",0.16%
159,Loomis AB,0.16%
160,Daetwyler Holding AG,0.16%
161,"Tokyo Tatemono Co., Ltd.",0.16%
162,Jupiter Mines Limited,0.16%
163,Atrium Ljungberg AB Class B,0.16%
164,Addtech AB Class B,0.15%
165,Banca IFIS S.p.A.,0.15%
166,Landis+Gyr Group AG,0.15%
167,Valiant Holding AG,0.15%
168,Kongsberg Gruppen ASA,0.15%
169,Brewin Dolphin Holdings PLC,0.15%
170,Corbion NV,0.15%
171,Cranswick plc,0.15%
172,Shufersal Ltd Class B,0.15%
173,Trustpower Ltd.,0.15%
174,Safestore Holdings plc,0.15%
175,Poly Property Group Co. Ltd.,0.15%
176,Aktia Bank plc Class A,0.15%
177,Breville Group Limited,0.15%
178,Gazit-Globe Ltd.,0.15%
179,Societa Cattolica di Assicurazioni - Societa Cooperativa,0.15%
180,"Kaken Pharmaceutical Co., Ltd.",0.15%
181,Sabre Insurance Group Plc,0.15%
182,Kyowa Exeo Corporation,0.15%
183,"Taiyo Holdings Co., Ltd.",0.15%
184,TGS-NOPEC Geophysical Company ASA,0.15%
185,TI Fluid Systems plc,0.15%
186,Redde Northgate PLC,0.14%
187,Fox-Wizel Ltd.,0.14%
188,Mycronic AB,0.14%
189,AF Gruppen ASA Class A,0.14%
190,Vicat-Ciments Vicat SA,0.14%
191,Krones AG,0.14%
192,Telecom Plus PLC,0.14%
193,Accordia Golf Trust,0.14%
194,Meitec Corporation,0.14%
195,"TOKAI RIKA CO., LTD.",0.14%
196,IRESS Limited,0.14%
197,Kanematsu Electronics Ltd.,0.14%
198,"Seria Co., Ltd.",0.14%
199,Ashtrom Group Ltd.,0.14%
200,Lasertec Corp.,0.14%
201,"Tokyo Ohka Kogyo Co., Ltd.",0.14%
202,Albioma,0.14%
203,Matas A/S,0.14%
204,"UBE Industries, Ltd.",0.14%
205,"Tokyo Seimitsu Co., Ltd",0.14%
206,Clas Ohlson AB Class B,0.14%
207,Rai Way SpA,0.13%
208,Toda Corporation,0.13%
209,Guotai Junan International Holdings Limited,0.13%
210,QinetiQ Group plc,0.13%
211,Maytronics Ltd.,0.13%
212,"Penta-Ocean Construction Co., Ltd.",0.13%
213,"Nippon Electric Glass Co., Ltd.",0.13%
214,PZ Cussons Plc,0.13%
215,Ringkjoebing Landbobank A/S,0.13%
216,Steadfast Group Limited,0.13%
217,"Asahi Holdings, Inc.",0.13%
218,Zignago Vetro SpA,0.13%
219,"Credit Saison Co., Ltd.",0.13%
220,Nichias Corporation,0.13%
221,Codan Limited,0.13%
222,Eagers Automotive Limited,0.13%
223,DIC Asset AG,0.13%
224,Ipsos SA,0.13%
225,Ocean Yield ASA,0.13%
226,"Fuyo General Lease Co., Ltd.",0.13%
227,Selvaag Bolig ASA,0.13%
228,Mainfreight Limited,0.13%
229,"Noevir Holdings Co., Ltd.",0.13%
230,"Aica Kogyo Company, Limited",0.13%
231,John Laing Group Plc,0.13%
232,NIB Holdings Ltd,0.13%
233,TKH Group N.V. Cert,0.13%
234,Sanwa Holdings Corporation,0.13%
235,Accent Group Ltd,0.13%
236,Toyo Tire Corporation,0.13%
237,Diploma PLC,0.13%
238,ALTRI SGPS SA,0.13%
239,"Fujitec Co., Ltd.",0.12%
240,Television Broadcasts Limited,0.12%
241,Lintec Corporation,0.12%
242,Reliance Worldwide Corp. Ltd.,0.12%
243,Corticeira Amorim SGPS SA,0.12%
244,Ferrexpo plc,0.12%
245,"Yaoko Co., Ltd.",0.12%
246,Inghams Group Ltd.,0.12%
