,Name,Allocation
0,Alibaba Group Holding Ltd. Sponsored ADR,8.03%
1,Tencent Holdings Ltd.,6.55%
2,"Taiwan Semiconductor Manufacturing Co., Ltd.",5.94%
3,"Samsung Electronics Co., Ltd.",3.80%
4,AIA Group Limited,2.00%
5,Meituan Dianping Class B,1.93%
6,Reliance Industries Limited,1.48%
7,China Construction Bank Corporation Class H,1.20%
8,"JD.com, Inc. Sponsored ADR Class A",1.10%
9,Hong Kong Exchanges & Clearing Ltd.,1.08%
10,"Ping An Insurance (Group) Company of China, Ltd. Class H",1.03%
11,Industrial and Commercial Bank of China Limited Class H,0.81%
12,Infosys Limited,0.78%
13,Housing Development Finance Corporation Limited,0.72%
14,China Mobile Limited,0.68%
15,"NetEase, Inc. Sponsored ADR",0.62%
16,NAVER Corp.,0.61%
17,Samsung Electronics Co Ltd Pfd Non-Voting,0.58%
18,"Baidu, Inc. Sponsored ADR Class A",0.57%
19,SK hynix Inc,0.56%
20,"Hon Hai Precision Industry Co., Ltd.",0.54%
21,MediaTek Inc,0.52%
22,TAL Education Group Sponsored ADR Class A,0.46%
23,Tata Consultancy Services Limited,0.46%
24,DBS Group Holdings Ltd,0.46%
25,Xiaomi Corp. Class B,0.46%
26,LG Chem Ltd.,0.45%
27,Bank of China Limited Class H,0.45%
28,Hindustan Unilever Limited,0.45%
29,"Celltrion, Inc.",0.44%
30,"Pinduoduo, Inc. Sponsored ADR Class A",0.39%
31,"Kweichow Moutai Co., Ltd. Class A",0.38%
32,Oversea-Chinese Banking Corporation Limited,0.37%
33,Wuxi Biologics (Cayman) Inc.,0.36%
34,PT Bank Central Asia Tbk,0.35%
35,"New Oriental Education & Technology Group, Inc. Sponsored ADR",0.33%
36,United Overseas Bank Ltd. (Singapore),0.32%
37,"China Merchants Bank Co., Ltd. Class H",0.32%
38,CNOOC Limited,0.32%
39,"Samsung SDI Co., Ltd",0.32%
40,CK Hutchison Holdings Ltd,0.31%
41,China Life Insurance Co. Ltd. Class H,0.31%
42,Hyundai Motor Company,0.31%
43,Sun Hung Kai Properties Limited,0.31%
44,Galaxy Entertainment Group Limited,0.30%
45,Kakao Corp.,0.29%
46,CLP Holdings Limited,0.29%
47,"PTT Public Co., Ltd. NVDR",0.29%
48,Link Real Estate Investment Trust,0.28%
