,Name,Allocation
0,"Rollins, Inc.",1.24%
1,"Church & Dwight Co., Inc.",1.21%
2,Catalent Inc,1.17%
3,Alphabet Inc. Class A,1.15%
4,"Air Products and Chemicals, Inc.",1.13%
5,Service Corporation International,1.12%
6,Progressive Corporation,1.11%
7,Procter & Gamble Company,1.11%
8,Danaher Corporation,1.10%
9,"T-Mobile US, Inc.",1.09%
10,"Conagra Brands, Inc.",1.09%
11,"Expeditors International of Washington, Inc.",1.09%
12,Knight-Swift Transportation Holdings Inc. Class A,1.09%
13,"Copart, Inc.",1.08%
14,"Zoetis, Inc. Class A",1.07%
15,Union Pacific Corporation,1.06%
16,Pfizer Inc.,1.06%
17,Hershey Company,1.06%
18,"NIKE, Inc. Class B",1.05%
19,"Mondelez International, Inc. Class A",1.05%
20,Philip Morris International Inc.,1.05%
21,Kimberly-Clark Corporation,1.05%
22,Lexington Realty Trust,1.05%
23,Costco Wholesale Corporation,1.05%
24,Hormel Foods Corporation,1.05%
25,"Intercontinental Exchange, Inc.",1.04%
26,"Digital Realty Trust, Inc.",1.04%
27,Altria Group Inc,1.04%
28,"Brown & Brown, Inc.",1.04%
29,"Black Knight, Inc.",1.04%
30,CubeSmart,1.04%
31,Alliant Energy Corp,1.04%
32,Archer-Daniels-Midland Company,1.04%
33,Ameren Corporation,1.04%
34,"Republic Services, Inc.",1.03%
35,Kroger Co.,1.03%
36,"Merck & Co., Inc.",1.03%
37,Brown-Forman Corporation Class B,1.02%
38,Campbell Soup Company,1.02%
39,Bristol-Myers Squibb Company,1.02%
40,McDonald's Corporation,1.02%
41,Estee Lauder Companies Inc. Class A,1.02%
42,Comcast Corporation Class A,1.02%
43,"Akamai Technologies, Inc.",1.01%
44,Xcel Energy Inc.,1.01%
45,"Motorola Solutions, Inc.",1.01%
46,Clorox Company,1.00%
47,Public Service Enterprise Group Inc,1.00%
48,Duke Realty Corporation,1.00%
49,Kellogg Company,1.00%
50,Colgate-Palmolive Company,1.00%
51,ResMed Inc.,1.00%
52,"Waste Management, Inc.",1.00%
53,Johnson & Johnson,0.99%
54,Oracle Corporation,0.99%
55,Amgen Inc.,0.99%
56,Medtronic Plc,0.99%
57,PPL Corporation,0.99%
58,"General Mills, Inc.",0.99%
59,UnitedHealth Group Incorporated,0.99%
60,New York Times Company Class A,0.98%
61,"Yum! Brands, Inc.",0.98%
62,"Marsh & McLennan Companies, Inc.",0.98%
63,Western Union Company,0.98%
64,"PepsiCo, Inc.",0.98%
65,Dollar General Corporation,0.98%
66,Verizon Communications Inc.,0.97%
67,American Homes 4 Rent Class A,0.97%
68,Coca-Cola Company,0.97%
69,AGNC Investment Corp.,0.96%
70,CMS Energy Corporation,0.96%
71,Eli Lilly and Company,0.95%
72,Keurig Dr Pepper Inc.,0.95%
73,"Fidelity National Information Services, Inc.",0.95%
74,WEC Energy Group Inc,0.94%
75,Gentex Corporation,0.94%
76,Eversource Energy,0.93%
77,General Dynamics Corporation,0.93%
78,"Citrix Systems, Inc.",0.93%
79,Baxter International Inc.,0.92%
80,Molson Coors Beverage Company Class B,0.92%
81,Exelon Corporation,0.92%
82,CVS Health Corporation,0.92%
83,Pinnacle West Capital Corporation,0.92%
84,CME Group Inc. Class A,0.92%
85,"American Electric Power Company, Inc.",0.91%
86,Allstate Corporation,0.91%
87,AT&T Inc.,0.91%
88,"Consolidated Edison, Inc.",0.91%
89,Ecolab Inc.,0.89%
90,Crown Castle International Corp,0.89%
91,EQUITY OTHER,0.87%
92,Dominion Energy Inc,0.87%
93,Duke Energy Corporation,0.86%
94,"Cisco Systems, Inc.",0.86%
95,"American Campus Communities, Inc.",0.85%
96,Edison International,0.84%
97,Equity Residential,0.81%
98,"Evergy, Inc.",0.78%
99,FirstEnergy Corp.,0.65%
100,First American Funds Inc X Government Obligations Fund,0.43%
101,U.S. Dollar,0.14%
