,Name,Allocation
0,Banca Mediolanum SpA,2.24%
1,BE Semiconductor Industries N.V.,1.80%
2,Kesko Oyj Class B,1.70%
3,freenet AG,1.55%
4,bpost SA,1.49%
5,voestalpine AG,1.48%
6,ASR Nederland NV,1.46%
7,Bolsas y Mercados Espanoles,1.41%
8,Orion Oyj Class B,1.40%
9,Siltronic AG,1.39%
10,Nokian Renkaat Oyj,1.35%
11,GEA Group Aktiengesellschaft,1.32%
12,A2A S.p.A.,1.31%
13,Italgas SpA,1.25%
14,Azimut Holding Spa,1.25%
15,Euronext NV,1.23%
16,Faurecia SA,1.18%
17,Acciona SA,1.16%
18,Warehouses De Pauw SCA,1.15%
19,Wacker Chemie AG,1.10%
20,Eutelsat Communications SA,1.10%
21,Banca Generali S.p.A.,1.10%
22,Prysmian S.p.A.,1.09%
23,ANDRITZ AG,1.02%
24,METRO AG,1.01%
25,Metsa Board Oyj Class B,1.00%
26,Elia Group SA/NV,0.99%
27,Hera S.p.A.,0.98%
28,ERG S.p.A.,0.98%
29,ASM International N.V.,0.95%
30,Acea S.p.A.,0.94%
31,Osterreichische Post AG,0.93%
32,Imerys SA,0.91%
33,Infrastrutture Wireless Italiane S.p.A.,0.91%
34,Navigator Company SA,0.90%
35,"Zardoya Otis, S.A.",0.87%
36,BAWAG Group AG,0.85%
37,Stroeer SE & Co. KGaA,0.85%
38,Societe BIC SA,0.82%
39,Kojamo Oyj,0.82%
40,Scout24 AG,0.81%
41,Rubis SCA,0.81%
42,HELLA GmbH & Co. KGaA,0.80%
43,Compania de Distribucion Integral Logista Holdings S.A.,0.79%
44,NOS SGPS SA,0.79%
45,ASTM S.p.A.,0.79%
46,Gaztransport & Technigaz SA,0.78%
47,Aurubis AG,0.77%
48,Nexity SA Class A,0.74%
49,"Viscofan, S.A.",0.74%
50,Suedzucker AG,0.73%
51,Huhtamaki Oyj,0.73%
52,Valmet Corp,0.73%
53,TietoEVRY Oyj,0.72%
54,Plastic Omnium SE,0.69%
55,Redes Energeticas Nacionais SA,0.68%
56,Aareal Bank AG,0.67%
57,LANXESS AG,0.64%
58,Iren S.p.A.,0.62%
59,Banca Farmafactoring SpA,0.61%
60,ANIMA Holding S.p.A.,0.61%
61,Aalberts N.V.,0.60%
62,Ebro Foods SA,0.57%
63,alstria office REIT-AG,0.57%
64,DiaSorin S.p.A.,0.56%
65,Vienna Insurance Group AG Wiener Versicherung Gruppe,0.54%
66,ENAV S.p.A.,0.54%
67,Kemira Oyj,0.53%
68,Mediaset Espana Comunicacion SA,0.53%
69,Bechtle AG,0.52%
70,Software AG,0.52%
71,UNIQA Insurance Group AG,0.51%
72,D'Ieteren SA,0.51%
73,Rheinmetall AG,0.49%
74,Grupo Catalana Occidente S.A.,0.49%
75,Eurazeo SA,0.48%
76,Cofinimmo SA,0.48%
77,Konecranes Oyj,0.47%
78,Encavis AG,0.47%
79,Acerinox SA,0.47%
80,Neles Oyj,0.46%
81,Wienerberger AG,0.44%
82,SBM Offshore NV,0.42%
83,Durr AG,0.42%
84,Tokmanni Group Oyj,0.41%
85,Trigano SA,0.40%
86,Uponor Oyj Class A,0.40%
87,YIT Oyj,0.40%
88,Atresmedia Corporacion de Medios de Comunicacion SA,0.39%
89,Dermapharm Holding SE,0.39%
90,Gerresheimer AG,0.39%
91,Telekom Austria AG,0.38%
92,Kaufman & Broad SA,0.38%
93,Credito Emiliano S.p.A.,0.37%
94,Ahlstrom-Munksjo Oyj,0.37%
95,Sacyr S.A.,0.36%
96,Citycon Oyj,0.36%
97,Euskaltel SA,0.35%
98,Cargotec Oyj Class B,0.35%
99,IMCD N.V.,0.35%
100,Outokumpu Oyj,0.34%
101,ENCE Energia y Celulosa SA,0.33%
102,Unicaja Banco S.A.,0.33%
103,"CIE Automotive, S.A.",0.33%
104,Societa Cattolica di Assicurazioni - Societa Cooperativa,0.32%
105,Glanbia Plc,0.32%
106,Banca IFIS S.p.A.,0.32%
107,Nemetschek SE,0.32%
108,Krones AG,0.31%
109,Sanoma Oyj,0.30%
110,ALTRI SGPS SA,0.30%
111,Corbion NV,0.29%
112,Prosegur Cash SA,0.28%
113,Prosegur Compania de Seguridad SA,0.27%
114,DIC Asset AG,0.26%
115,Vicat-Ciments Vicat SA,0.26%
116,Ipsos SA,0.26%
117,SARAS S.p.A. - Raffinerie Sarde,0.26%
118,TKH Group N.V. Cert,0.25%
119,PATRIZIA AG,0.25%
120,Fuchs Petrolub SE,0.24%
121,Hamburger Hafen und Logistik AG,0.24%
122,Albioma,0.24%
123,Piaggio & C. S.p.a.,0.23%
124,Zignago Vetro SpA,0.22%
125,TAKKT AG,0.22%
126,Bekaert SA,0.22%
127,Metrovacesa SA,0.22%
128,MARR SpA,0.22%
129,"Faes Farma, S.A.",0.21%
130,CompuGroup Medical SE & Co. KGaA,0.21%
131,doValue SpA,0.21%
132,Bilfinger SE,0.21%
133,Pfeiffer Vacuum Technology AG,0.21%
134,Ontex Group N.V.,0.20%
135,CropEnergies AG,0.20%
136,INDUS Holding AG,0.20%
137,Immobiliare Grande Distribuzione SIIQ S.p.A.,0.20%
138,Terveystalo Oy Class A,0.19%
139,GRENKE AG,0.19%
140,Ascopiave S.p.A.,0.19%
141,Van Lanschot Kempen NV cert. of shs,0.19%
142,Interpump Group S.p.A.,0.19%
143,Rothschild & Co. SCA,0.18%
144,Euronav NV,0.18%
145,Orange Belgium SA,0.18%
146,Falck Renewables S.p.A.,0.18%
147,Reply S.p.A.,0.18%
148,Buzzi Unicem S.p.A.,0.17%
149,Banca Popolare di Sondrio S.c.p.A.,0.17%
150,ForFarmers NV,0.17%
151,Alten SA,0.17%
152,Nexans SA,0.16%
153,Cementir Holding N.V.,0.16%
154,BayWa AG,0.16%
155,Rai Way SpA,0.16%
156,Wuestenrot & Wuerttembergische AG,0.15%
157,Econocom Group SE Class D,0.15%
158,Corticeira Amorim SGPS SA,0.15%
159,PORR AG,0.15%
160,Rallye SA,0.15%
161,Almirall SA,0.15%
162,VERBIO Vereinigte BioEnergie AG,0.15%
163,Aktia Bank plc Class A,0.15%
164,Hibernia REIT PLC,0.14%
165,AURELIUS Equity Opportunities SE & Co. KGaA,0.14%
166,S IMMO AG,0.14%
167,Datalogic S.p.A.,0.14%
168,Salzgitter AG,0.14%
169,Raisio Oyj Class V,0.14%
170,Irish Continental Group PLC Units Cons.of 1 Sh (CH24411198)and up to 10 Red Shs (Nil Issued),0.13%
171,Quadient SA,0.13%
172,K+S AG,0.13%
173,CANCOM SE,0.13%
174,Brunello Cucinelli S.p.A.,0.13%
175,JENOPTIK AG,0.13%
176,JOST Werke AG,0.12%
177,Origin Enterprises Plc,0.12%
178,"Construcciones y Auxiliar de Ferrocarriles, S.A.",0.12%
179,PALFINGER AG,0.12%
180,Derichebourg SA,0.12%
181,Lassila & Tikanoja Oyj,0.12%
182,Gruppo MutuiOnline S.p.A.,0.12%
183,Maisons du Monde SA,0.11%
184,MLP SE,0.11%
185,RIB Software SE,0.11%
186,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,0.11%
187,Greenyard NV,0.11%
188,Manitou BF SA,0.11%
189,Recticel SA,0.10%
190,GFT Technologies SE,0.10%
191,Beneteau SA,0.10%
192,Liberbank SA,0.10%
193,Semapa Sociedade de Investimento e Gestao SGPS SA,0.10%
194,Sligro Food Group N.V.,0.10%
195,SAES Getters S.p.A.,0.10%
196,Mota-Engil SGPS SA,0.10%
197,RHON-KLINIKUM AG,0.09%
198,Biesse S.p.A.,0.09%
199,Chargeurs SA,0.09%
200,Revenio Group Oyj,0.08%
201,Banca Sistema SpA,0.08%
202,Elmos Semiconductor SE,0.08%
203,Mersen SA,0.08%
204,Oriola Corp Class B,0.07%
205,JACQUET Metal Service SA,0.07%
206,Total Produce Plc,0.07%
207,AMG Advanced Metallurgical Group N.V.,0.07%
208,La Doria S.p.A.,0.07%
209,U.S. Dollar,0.07%
210,Fagron NV,0.07%
211,AKWEL SA,0.05%
212,Rovio Entertainment Oyj,0.05%
213,Atria Oyj Class A,0.05%
214,Fiera Milano SpA,0.05%
215,Caverion Oyj,0.05%
216,Ordina N.V.,0.04%
217,Buzzi Unicem S.p.A.,0.04%
218,"Ercros, S.A.",0.04%
219,Schoeller-Bleckmann Oilfield Equipment AG,0.04%
220,Bittium Corporation,0.04%
221,POLYTEC HOLDING AG,0.04%
222,BasicNet S.p.A.,0.04%
223,Aquafil SpA,0.04%
224,AKKA Technologies SE,0.03%
225,Haulotte Group SA,0.03%
226,Prima Industrie S.p.A.,0.03%
227,Borussia Dortmund GmbH & Co. KGaA,0.03%
228,Danieli & C.Officine Meccaniche SPA Az. di risp. Non Conv.,0.02%
229,"Tubacex, S.A.",0.02%
