,Name,Allocation
0,freenet AG,2.99%
1,Enagas SA,2.52%
2,"SK Innovation Co., Ltd",2.41%
3,Japan Tobacco Inc.,2.39%
4,Nokian Renkaat Oyj,2.29%
5,Northland Power Inc.,2.15%
6,Red Electrica Corp. SA,2.07%
7,IG Group Holdings plc,2.06%
8,EDP-Energias de Portugal SA,2.03%
9,BCE Inc.,2.01%
10,"Hysan Development Co., Ltd.",1.86%
11,New World Development Co. Ltd.,1.86%
12,AGL Energy Limited,1.86%
13,"Hengan International Group Co., Ltd.",1.81%
14,Swisscom AG,1.80%
15,APA Group,1.78%
16,Lenovo Group Limited,1.77%
17,TELUS Corporation,1.74%
18,SUBARU CORP,1.72%
19,Sino Land Co. Ltd.,1.71%
20,Total SE,1.66%
21,"SK Telecom Co., Ltd.",1.65%
22,Shaw Communications Inc. Class B,1.63%
23,Wharf Real Estate Investment Co. Ltd.,1.59%
24,Emera Incorporated,1.57%
25,Bouygues SA,1.56%
26,TC Energy Corporation,1.56%
27,Mitsubishi Chemical Holdings Corporation,1.55%
28,Svenska Handelsbanken AB Class A,1.55%
29,SmartCentres Real Estate Investment Trust,1.55%
30,Keyera Corp.,1.55%
31,UPM-Kymmene Oyj,1.55%
32,Power Assets Holdings Limited,1.53%
33,GlaxoSmithKline plc,1.53%
34,Fortum Oyj,1.49%
35,KT & G Corporation,1.48%
36,Singapore Telecommunications Limited,1.45%
37,Canadian Utilities Limited Class A,1.45%
38,Komatsu Ltd.,1.44%
39,Canon Inc.,1.39%
40,Canadian Imperial Bank of Commerce,1.39%
41,Bendigo & Adelaide Bank Ltd.,1.38%
42,Pembina Pipeline Corporation,1.38%
43,JM AB,1.37%
44,CK Infrastructure Holdings Limited,1.36%
45,"Daito Trust Construction Co., Ltd.",1.32%
46,Commonwealth Bank of Australia,1.28%
47,Klepierre SA,1.25%
48,RioCan Real Estate Investment Trust,1.22%
49,Zurich Insurance Group Ltd,1.20%
50,Comfortdelgro Corporation Limited,1.17%
51,Legal & General Group Plc,1.14%
52,Bank of Nova Scotia,1.11%
53,Great-West Lifeco Inc.,1.09%
54,Power Corporation of Canada,1.07%
55,"MS&AD Insurance Group Holdings, Inc.",1.07%
56,Oversea-Chinese Banking Corporation Limited,1.00%
57,"Mitsubishi UFJ Financial Group, Inc.",0.99%
58,ORIX Corporation,0.97%
59,CNP Assurances SA,0.97%
60,"Thanachart Capital Public Co., Ltd.(Alien Mkt)",0.95%
61,U.S. Dollar,0.92%
62,Bank of Montreal,0.88%
63,ageas SA/NV,0.85%
64,FirstRand Limited,0.67%
65,EQUITY OTHER,0.36%
