,Name,Allocation
0,"Taiwan Semiconductor Manufacturing Co., Ltd.",10.18%
1,"Samsung Electronics Co., Ltd.",7.67%
2,Meituan Dianping Class B,7.26%
3,"JD.com, Inc. Sponsored ADR Class A",3.49%
4,Samsung Electronics Co Ltd Pfd Non-Voting,2.00%
5,NAVER Corp.,1.94%
6,"NetEase, Inc. Sponsored ADR",1.92%
7,TAL Education Group Sponsored ADR Class A,1.73%
8,Sberbank Russia PJSC,1.72%
9,MediaTek Inc,1.70%
10,Gazprom PJSC,1.69%
11,MMC Norilsk Nickel PJSC,1.63%
12,"B3 SA - Brasil, Bolsa, Balcao",1.40%
13,Kakao Corp.,1.37%
14,National Bank of Kuwait K.S.C.,1.33%
15,Hindustan Unilever Limited,1.27%
16,"E.SUN Financial Holding Co., Ltd.",1.23%
17,PT Bank Central Asia Tbk,1.21%
18,Bharti Airtel Limited,1.15%
19,Magazine Luiza S.A.,1.09%
20,"New Oriental Education & Technology Group, Inc. Sponsored ADR",1.09%
21,ICICI Bank Limited,0.99%
22,Kotak Mahindra Bank Limited,0.93%
23,WEG S.A.,0.92%
24,"Mega Financial Holding Co., Ltd.",0.90%
25,Sino Biopharmaceutical Limited,0.83%
26,Country Garden Services Holdings Co. Ltd.,0.79%
27,Semiconductor Manufacturing International Corp.,0.78%
28,Kuwait Finance House K.S.C.,0.77%
29,Wuxi Biologics (Cayman) Inc.,0.76%
30,"Hotai Motor Co., Ltd.",0.75%
31,CTBC Financial Holding Company Ltd.,0.73%
32,NCsoft Corporation,0.73%
33,Bajaj Finance Limited,0.65%
34,Impala Platinum Holdings Limited,0.62%
35,Li Ning Company Limited,0.62%
36,Gold Fields Limited,0.60%
37,Polyus PJSC,0.59%
38,Taiwan Cement Corp.,0.59%
39,PT Bank Rakyat Indonesia (Persero) Tbk Class B,0.57%
40,ANTA Sports Products Ltd.,0.57%
41,First Financial Holding Co. Ltd.,0.57%
42,Notre Dame Intermedica Participacoes SA,0.56%
43,Longfor Group Holdings Ltd.,0.56%
44,China Conch Venture Holdings Ltd.,0.54%
45,AngloGold Ashanti Limited,0.52%
46,"Hua Nan Financial Holdings Co., Ltd.",0.51%
47,"Taiwan Cooperative Financial Holding Co., Ltd.",0.51%
48,Yihai International Holding Ltd.,0.51%
49,Top Glove Corporation Bhd.,0.50%
50,Raia Drogasil S.A.,0.48%
51,United Microelectronics Corp.,0.48%
52,Anhui Conch Cement Company Limited Class H,0.47%
53,CD Projekt S.A.,0.46%
54,Natura & Co Holding SA,0.45%
55,Sibanye Stillwater Limited,0.44%
56,Vipshop Holdings Ltd Sponsored ADR,0.44%
57,Nestle India Ltd.,0.43%
58,GDS Holdings Ltd. Sponsored ADR Class A,0.43%
59,Asian Paints Ltd.,0.43%
60,Yuanta Financial Holding Co. Ltd.,0.42%
61,Gulf Energy Development Public Company Limited NVDR,0.39%
62,Hartalega Holdings Bhd.,0.39%
63,Quanta Computer Inc.,0.38%
64,Localiza Rent A Car S.A.,0.37%
65,Lojas Renner S.A.,0.36%
66,"Chang Hwa Commercial Bank, Ltd.",0.36%
67,China National Building Material Co. Ltd. Class H,0.36%
68,OTP Bank Nyrt,0.35%
69,Shandong Weigao Group Medical Polymer Co. Ltd. Class H,0.33%
70,Enel Americas S.A.,0.33%
71,Commercial International Bank (Egypt) SAE,0.32%
72,Equatorial Energia S.A.,0.31%
73,Realtek Semiconductor Corp,0.30%
74,"SinoPac Financial Holdings Co., Ltd.",0.30%
75,Shimao Group Holdings Limited,0.30%
76,"Advantech Co., Ltd.",0.30%
77,Mobile Telecommunications Co. KSC,0.29%
78,HDFC Life Insurance Co. Ltd.,0.29%
79,Mobile TeleSystems PJSC Sponsored ADR,0.29%
80,"WuXi AppTec Co., Ltd. Class H",0.28%
81,JBS S.A.,0.28%
82,Surgutneftegas PJSC,0.27%
83,Haidilao International Holding Ltd.,0.25%
84,Xinyi Solar Holdings Ltd.,0.25%
85,Grupo Elektra SAB de CV,0.25%
86,Pegatron Corporation,0.25%
87,Zhongsheng Group Holdings Ltd.,0.24%
88,Accton Technology Corp.,0.23%
89,Lojas Americanas S.A. Pfd,0.23%
90,Avenue Supermarts Ltd.,0.23%
91,"Weichai Power Co., Ltd. Class H",0.22%
92,China Jinmao Holdings Group Limited,0.22%
93,X5 Retail Group N.V. Sponsored GDR RegS,0.22%
94,Asia Cement Corporation,0.21%
95,Sberbank Russia PJSC Pref.,0.21%
96,U.S. Dollar,0.21%
97,Telefonica Brasil SA Pfd,0.21%
98,Clicks Group Limited,0.20%
99,BB Seguridade Participacoes SA,0.20%
100,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP,0.20%
101,Hellenic Telecommunications Organization SA,0.20%
102,Emirates NBD Bank (P.J.S.C),0.20%
103,SBI Life Insurance Co. Ltd.,0.20%
104,Anglo American Platinum Limited,0.20%
105,Bajaj Finserv Limited,0.19%
106,Wistron Corporation,0.19%
107,Divi's Laboratories Limited,0.19%
108,Cosan S.A.,0.19%
109,Unimicron Technology Corp.,0.19%
110,Win Semiconductors Corp.,0.19%
111,Wiwynn Corp.,0.19%
112,Hapvida Participacoes e Investimentos SA,0.18%
113,Berger Paints India Limited,0.18%
114,"China Biologic Products Holdings, Inc.",0.18%
115,Banco BTG Pactual S.A. Units Cons of 1 Sh + 2 Pfd Shs -A-,0.18%
116,"Teco Electric & Machinery Co., Ltd.",0.17%
117,Tingyi (Cayman Islands) Holding Corp.,0.17%
118,Yageo Corporation,0.17%
119,Powertech Technology Inc.,0.17%
120,KMW Inc,0.16%
121,Shree Cement Limited,0.16%
122,Ping An Healthcare and Technology Company Limited,0.16%
123,China Resources Cement Holdings Limited,0.16%
124,Grupo Aeroportuario del Pacifico SAB de CV Class B,0.15%
125,Info Edge India Ltd.,0.15%
126,Pidilite Industries Limited,0.15%
127,"GlobalWafers Co., Ltd.",0.15%
128,Dino Polska S.A.,0.14%
129,Inter RAO UES PJSC,0.14%
130,Apollo Hospitals Enterprise Limited,0.14%
131,TIM Participacoes S.A.,0.14%
132,Bancolombia SA Bancolombia Pfd,0.14%
133,ICICI Prudential Life Insurance Co. Ltd.,0.13%
134,BRF SA,0.13%
135,Zhen Ding Technology Holding Limited,0.13%
136,Hypera S.A.,0.13%
137,VTB Bank PJSC,0.13%
