,Name,Allocation
0,ZTO Express (Cayman) Inc. Sponsored ADR Class A,7.82%
1,Country Garden Services Holdings Co. Ltd.,7.51%
2,China Conch Venture Holdings Ltd.,5.65%
3,CITIC Limited,4.37%
4,"Contemporary Amperex Technology Co., Ltd. Class A",3.41%
5,"Weichai Power Co., Ltd. Class H",3.14%
6,Fosun International Limited,2.27%
7,China Communications Construction Co. Ltd. Class H,2.05%
8,A-Living Services Co. Ltd. Class H,1.81%
9,China Everbright International Limited,1.78%
10,"S.F. Holding Co., Ltd. Class A",1.73%
11,China Lesso Group Holdings Limited,1.63%
12,CRRC Corporation Limited Class H,1.58%
13,Sinotruk Hong Kong Ltd.,1.56%
14,China Railway Group Limited Class H,1.55%
15,Greentown Service Group Co. Ltd.,1.53%
16,China State Construction Engineering Corp. Ltd. Class A,1.51%
17,51job Inc Sponsored ADR,1.41%
18,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",1.36%
19,Shenzhen International Holdings Limited,1.35%
20,"Sany Heavy Industry Co., Ltd. Class A",1.31%
21,"China Merchants Port Holdings Co., Ltd.",1.28%
22,China State Construction International Holdings Limited,1.27%
23,China Communications Services Corp. Ltd. Class H,1.25%
24,BOC Aviation Limited,1.24%
25,China Railway Construction Corporation Limited Class H,1.24%
26,AviChina Industry & Technology Co. Ltd. Class H,1.23%
27,Haitian International Holdings Limited,1.21%
28,Zoomlion Heavy Industry Science & Technology Co. Ltd. Class H,1.15%
29,"COSCO SHIPPING Holdings Co., Ltd. Class H",1.04%
30,Air China Limited Class H,1.00%
31,Jiangsu Expressway Co. Ltd. Class H,1.00%
32,CRRC Corporation Limited Class A,0.98%
33,"Beijing Capital International Airport Co., Ltd. Class H",0.98%
34,Zhejiang Expressway Co. Ltd. Class H,0.79%
35,China Shipbuilding Industry Company Limited Class A,0.79%
36,COSCO SHIPPING Ports Limited,0.78%
37,China Railway Group Limited Class A,0.77%
38,"NARI Technology Co., Ltd. Class A",0.74%
39,China Railway Construction Corporation Limited Class A,0.71%
40,China Southern Airlines Company Limited Class H,0.70%
41,"Daqin Railway Co., Ltd. Class A",0.69%
42,AECC Aviation Power Co Ltd Class A,0.69%
43,"BEST, Inc. Sponsored ADR Class A",0.67%
44,"Shenzhen Inovance Technology Co., Ltd Class A",0.67%
45,EVE Energy Co. Ltd. Class A,0.65%
46,Shanghai Electric Group Company Limited Class H,0.64%
47,"Weichai Power Co., Ltd. Class A",0.63%
48,"Jiangsu Hengli Hydraulic Co., Ltd. Class A",0.61%
49,Shanghai Industrial Holdings Limited,0.59%
50,China Eastern Airlines Corporation Limited Class H,0.58%
51,"Xinjiang Goldwind Science & Technology Co., Ltd. Class H",0.58%
52,"Zhejiang Sanhua Intelligent Controls Co., Ltd. Class A",0.55%
53,"Shanghai International Airport Co., Ltd. Class A",0.54%
54,"Zhejiang Chint Electrics Co., Ltd Class A",0.52%
55,"Shenzhen Expressway Co., Ltd. Class H",0.52%
56,"SINOPEC Engineering (Group) Co., Ltd. Class H",0.50%
57,"Shanghai M&G Stationery, Inc.",0.49%
58,"AVIC Aircraft Co., Ltd. Class A",0.49%
59,"AVIC Shenyang Aircraft Co., Ltd. Class A",0.44%
60,"Power Construction Corporation of China, Ltd. Class A",0.41%
61,Zoomlion Heavy Industry Science & Technology Co. Ltd. Class A,0.39%
62,Beijing New Building Materials Public Limited Company Class A,0.38%
63,China Southern Airlines Company Limited Class A,0.38%
64,"XCMG Construction Machinery Co., Ltd. Class A",0.36%
65,"Zhejiang Dingli Machinery Co., Ltd. Class A",0.36%
66,Metallurgical Corporation of China Ltd. Class A,0.35%
67,"Yunda Holding Co., Ltd. Class A",0.35%
68,China Eastern Airlines Corporation Limited Class A,0.33%
69,"China Spacesat Co., Ltd. Class A",0.32%
70,"COSCO SHIPPING Holdings Co., Ltd. Class A",0.32%
71,Shanghai Electric Group Company Limited Class A,0.32%
72,Air China Limited Class A,0.30%
73,"Hefei Meyer Optoelectronic Technology, Inc. Class A",0.28%
74,"Xinjiang Goldwind Science & Technology Co., Ltd. Class A",0.28%
75,"Spring Airlines Co., Ltd. Class A",0.27%
76,"SUNWODA Electronic Co., Ltd. Class A",0.27%
77,"Shanghai International Port (Group) Co., Ltd. Class A",0.27%
78,AVIC Electromechanical Systems Co. Ltd. Class A,0.26%
79,"Hongfa Technology Co., Ltd. Class A",0.26%
80,"Ningbo Zhoushan Port Co., Ltd. Class A",0.24%
81,"Jiangsu Zhongtian Technology Co., Ltd. Class A",0.24%
82,China Communications Construction Co. Ltd. Class A,0.24%
83,Avicopter Plc Class A,0.23%
84,"Zhengzhou Yutong Bus Co., Ltd. Class A",0.23%
85,Guangzhou Baiyun International Airport Company Limited Class A,0.22%
86,"Beijing OriginWater Technology Co., Ltd. Class A",0.22%
87,TBEA Co Ltd. Class A,0.21%
88,Gotion High-tech Co. Ltd. Class A,0.21%
89,"China National Chemical Engineering Co., Ltd Class A",0.20%
90,"Shanghai Construction Group Co., Ltd. Class A",0.20%
91,China Gezhouba Group Company Limited Class A,0.20%
92,"Suzhou Gold Mantis Construction and Decoration Co., Ltd. Class A",0.19%
93,Xiamen C&D Inc. Class A,0.19%
94,Dongfang Electric Corporation Limited Class A,0.19%
95,"SIASUN Robot & Automation CO., Ltd. Class A",0.18%
96,"AECC Aero-engine Control Co., Ltd. Class A",0.18%
97,"FangDa Carbon New Material Co., Ltd. Class A",0.17%
98,"China Avionics Systems Co., Ltd. Class A",0.17%
99,Nanyang Topsec Technologies Group Inc. Class A,0.16%
100,"Hainan Airlines Holding Co., Ltd. Class A",0.16%
101,"GuoCheng Mining Co., Ltd. Class A",0.16%
102,"STO Express Co., Ltd. Class A",0.16%
103,Zhejiang Weixing New Building Materials Co. Ltd. Class A,0.16%
104,Inner Mongolia First Machinery Group Co Ltd Class A,0.15%
105,"Centre Testing International Group Co., Ltd. Class A",0.15%
106,"China Aerospace Times Electronics Co., Ltd. Class A",0.14%
107,"Shenzhen Airport Co., Ltd. Class A",0.13%
108,"Shanghai Tunnel Engineering Co., Ltd. Class A",0.13%
109,"Juneyao Airlines Co., Ltd. Class A",0.13%
110,"Bohai Leasing Co., Ltd. Class A",0.12%
111,"China Meheco Group Co., Ltd. Class A",0.12%
112,Sinotrans Ltd. Class A,0.11%
113,"COSCO SHIPPING Development Co., Ltd. Class A",0.10%
