,Name,Allocation
0,"Amazon.com, Inc.",8.56%
1,eBay Inc.,8.54%
2,Kroger Co.,7.48%
3,Dollar General Corporation,7.01%
4,Walmart Inc.,6.88%
5,RH,5.03%
6,"Best Buy Co., Inc.",4.45%
7,"Dick's Sporting Goods, Inc.",4.36%
8,Tractor Supply Company,4.27%
9,Target Corporation,4.27%
10,Costco Wholesale Corporation,3.79%
11,CVS Health Corporation,3.31%
12,"Lowe's Companies, Inc.",3.20%
13,"AutoZone, Inc.",3.15%
14,"Home Depot, Inc.",2.97%
15,"Etsy, Inc.",2.58%
16,AmerisourceBergen Corporation,2.56%
17,Ollie's Bargain Outlet Holdings Inc,2.20%
18,"Copart, Inc.",1.95%
19,"O'Reilly Automotive, Inc.",1.95%
20,"Foot Locker, Inc.",1.78%
21,Walgreens Boots Alliance Inc,1.42%
22,"Advance Auto Parts, Inc.",0.82%
23,"Grand Canyon Education, Inc.",0.68%
24,Carvana Co. Class A,0.49%
25,"L Brands, Inc.",0.41%
26,"Dollar Tree, Inc.",0.40%
27,"Gap, Inc.",0.36%
28,Bed Bath & Beyond Inc.,0.36%
29,"Grubhub, Inc.",0.30%
30,"Chewy, Inc. Class A",0.29%
31,"H&R Block, Inc.",0.28%
32,"CarMax, Inc.",0.27%
33,"ServiceMaster Global Holdings, Inc.",0.27%
34,"American Eagle Outfitters, Inc.",0.26%
35,Rite Aid Corporation,0.23%
36,"Five Below, Inc.",0.23%
37,Sysco Corporation,0.23%
38,Macy's Inc,0.22%
39,Kohl's Corporation,0.22%
40,TJX Companies Inc,0.22%
41,"WW International, Inc.",0.22%
42,McKesson Corporation,0.21%
43,Lyft Inc Class A,0.21%
44,"Burlington Stores, Inc.",0.20%
45,"Ross Stores, Inc.",0.20%
46,"Nordstrom, Inc.",0.20%
47,Ulta Beauty Inc,0.19%
48,"Uber Technologies, Inc.",0.19%
49,"Children's Place, Inc.",0.12%
50,U.S. Dollar,0.02%
