,Name,Allocation
0,Alibaba Group Holding Ltd. Sponsored ADR,11.13%
1,Tencent Holdings Ltd.,10.74%
2,"JD.com, Inc. Sponsored ADR Class A",2.56%
3,"Kweichow Moutai Co., Ltd. Class A",2.37%
4,China Construction Bank Corporation Class H,2.08%
5,"Ping An Insurance (Group) Company of China, Ltd. Class H",1.77%
6,U.S. Dollar,1.48%
7,"NetEase, Inc. Sponsored ADR",1.37%
8,China Mobile Limited,1.35%
9,NIO Inc. Sponsored ADR Class A,1.26%
10,Industrial and Commercial Bank of China Limited Class H,1.10%
11,"Baidu, Inc. Sponsored ADR Class A",0.96%
12,"Ping An Insurance (Group) Company of China, Ltd. Class A",0.88%
13,Meituan Dianping Class B,0.88%
14,TAL Education Group Sponsored ADR Class A,0.85%
15,"New Oriental Education & Technology Group, Inc. Sponsored ADR",0.81%
16,Luxshare Precision Industry Co. Ltd. Class A,0.78%
17,"China Merchants Bank Co., Ltd. Class A",0.71%
18,"Muyuan Foods Co., Ltd. Class A",0.68%
19,Bank of China Limited Class H,0.64%
20,Changchun High & New Technology Industry (Group) Inc. Class A,0.63%
21,"Jiangsu Hengrui Medicine Co., Ltd. Class A",0.62%
22,"Foshan Haitian Flavouring & Food Co., Ltd. Class A",0.61%
23,"New Hope Liuhe Co., Ltd. Class A",0.60%
24,China Tourism Group Duty Free Corporation Limited Class A,0.56%
25,Wuxi Biologics (Cayman) Inc.,0.56%
26,Semiconductor Manufacturing International Corp.,0.55%
27,"China Merchants Bank Co., Ltd. Class H",0.54%
28,ANTA Sports Products Ltd.,0.53%
29,"Yum China Holdings, Inc.",0.53%
30,China Life Insurance Co. Ltd. Class H,0.49%
31,CNOOC Limited,0.49%
32,"Hangzhou Hikvision Digital Technology Co., Ltd Class A",0.49%
33,Trip.com Group Ltd. Sponsored ADR,0.48%
34,Shenzhou International Group Holdings Limited,0.46%
35,Xiaomi Corp. Class B,0.46%
36,"Pinduoduo, Inc. Sponsored ADR Class A",0.46%
37,China Resources Land Limited,0.45%
38,CITIC Securities Co. Ltd. Class A,0.45%
39,China Resources Beer (Holdings) Co. Ltd.,0.44%
40,China Overseas Land & Investment Limited,0.43%
41,Hualan Biological Engineering Inc. Class A,0.43%
42,"Industrial Bank Co., Ltd. Class A",0.41%
43,"Guangdong Haid Group Co., Limited Class A",0.41%
44,Alibaba Health Information Technology Ltd.,0.40%
