,Name,Allocation
0,Tesla Inc,10.49%
1,"2U, Inc.",7.11%
2,Materialise NV Sponsored ADR,6.74%
3,"Xilinx, Inc.",6.23%
4,"Proto Labs, Inc.",4.18%
5,Alphabet Inc. Class C,3.79%
6,Stratasys Ltd.,3.70%
7,"JD.com, Inc. Sponsored ADR Class A",3.66%
8,Deere & Company,3.51%
9,Trimble Inc.,3.43%
10,"Kratos Defense & Security Solutions, Inc.",3.38%
11,Iridium Communications Inc.,2.84%
12,Caterpillar Inc.,2.76%
13,Splunk Inc.,2.70%
14,"FLIR Systems, Inc.",2.54%
15,"AeroVironment, Inc.",2.39%
16,"Teradyne, Inc.",2.29%
17,Komatsu Ltd. Sponsored ADR,2.28%
18,"Synopsys, Inc.",1.89%
19,"Taiwan Semiconductor Manufacturing Co., Ltd. Sponsored ADR",1.78%
20,NXP Semiconductors NV,1.77%
21,"Intuitive Surgical, Inc.",1.76%
22,Workhorse Group Inc.,1.68%
23,"Baidu, Inc. Sponsored ADR Class A",1.67%
24,ExOne Co.,1.66%
25,"Amazon.com, Inc.",1.66%
26,Apple Inc.,1.49%
27,Virgin Galactic Holdings Inc,1.36%
28,Elbit Systems Ltd,1.33%
29,BYD Company Limited Unsponsored ADR Class H,1.24%
30,NVIDIA Corporation,1.13%
31,"ANSYS, Inc.",1.10%
32,"Rockwell Automation, Inc.",1.00%
33,"Autodesk, Inc.",0.99%
34,Niu Technologies Sponsored ADR Class A,0.98%
35,Tencent Holdings Ltd. Unsponsored ADR,0.98%
36,"Organovo Holdings, Inc.",0.26%
37,Morgan Stanley Institutional Liquidity Funds Government Portfolio Institutional,0.17%
38,Nano Dimension Ltd Sponsored ADR,0.05%
39,U.S. Dollar,-0.00%
