,Name,Allocation
0,Hypoport SE,4.78%
1,Zalando SE,4.30%
2,Evonik Industries AG,4.19%
3,United Internet AG,4.15%
4,RWE AG,4.06%
5,Bechtle AG,4.04%
6,Porsche Automobil Holding SE Pref,3.88%
7,BASF SE,3.86%
8,Sartorius AG Pref,3.73%
9,Gerresheimer AG,3.66%
10,HeidelbergCement AG,3.32%
11,Delivery Hero SE,3.24%
12,RTL Group S.A.,3.14%
13,Volkswagen AG Pref,3.13%
14,Bayerische Motoren Werke AG,3.10%
15,Deutsche Bank AG,2.86%
16,Varta AG,2.81%
17,TAG Immobilien AG,2.79%
18,Brenntag AG,2.60%
19,Nemetschek SE,2.42%
20,1&1 Drillisch AG,2.42%
21,Rocket Internet SE,2.40%
22,Fresenius Medical Care AG & Co. KGaA,2.23%
23,Fraport AG,2.09%
24,Deutsche Post AG,1.82%
25,Commerzbank AG,1.80%
26,LEG Immobilien AG,1.68%
27,GEA Group Aktiengesellschaft,1.68%
28,Aroundtown SA,1.57%
29,PUMA SE,1.56%
30,E.ON SE,1.52%
31,Deutsche Lufthansa AG,1.50%
32,KION GROUP AG,0.97%
33,Covestro AG,0.91%
34,Software AG,0.90%
35,Daimler AG,0.88%
36,Deutsche Wohnen SE,0.86%
37,HELLA GmbH & Co. KGaA,0.82%
38,U.S. Dollar,0.79%
39,Rheinmetall AG,0.77%
40,Deutsche Boerse AG,0.75%
