,Name,Allocation
0,Total SE,2.25%
1,State Street Institutional Liquid Reserves Fund,1.85%
2,Telenor ASA,1.72%
3,BCE Inc.,1.66%
4,Enagas SA,1.63%
5,Shaw Communications Inc. Class B,1.62%
6,TC Energy Corporation,1.62%
7,Endesa S.A.,1.51%
8,TELUS Corporation,1.50%
9,"SK Telecom Co., Ltd.",1.49%
10,Canadian Imperial Bank of Commerce,1.44%
11,"Bank of Communications Co., Ltd. Class H",1.44%
12,Canadian Utilities Limited Class A,1.42%
13,Red Electrica Corp. SA,1.41%
14,National Grid plc,1.39%
15,Italgas SpA,1.37%
16,Singapore Technologies Engineering Ltd,1.36%
17,GlaxoSmithKline plc,1.34%
18,Hang Lung Properties Limited,1.33%
19,United Utilities Group PLC,1.33%
20,Swisscom AG,1.33%
21,"Sankyo Co., Ltd.",1.30%
22,Zurich Insurance Group Ltd,1.29%
23,Commonwealth Bank of Australia,1.28%
24,APA Group,1.28%
25,Tate & Lyle PLC,1.27%
26,TAG Immobilien AG,1.26%
27,Swiss Prime Site AG,1.26%
28,Hanon Systems,1.25%
29,AusNet Services Limited,1.24%
30,Algonquin Power & Utilities Corp.,1.22%
31,Helvetia Holding Ltd,1.22%
32,CLP Holdings Limited,1.21%
33,Guangdong Investment Limited,1.18%
34,Severn Trent Plc,1.16%
35,Terna S.p.A.,1.16%
36,"MS&AD Insurance Group Holdings, Inc.",1.16%
37,Malayan Banking Bhd.,1.13%
38,"Mega Financial Holding Co., Ltd.",1.10%
39,Toronto-Dominion Bank,1.09%
40,Rogers Communications Inc. Class B,1.08%
41,Unilever NV,1.05%
42,CTBC Financial Holding Company Ltd.,1.05%
43,National Bank of Canada,1.03%
44,Fortis Inc.,1.02%
45,Royal Bank of Canada,1.01%
46,Novartis AG,1.01%
47,"Electric Power Development Co., Ltd.",1.00%
48,Sun Life Financial Inc.,1.00%
49,Cembra Money Bank AG,0.99%
50,Baloise-Holding AG,0.98%
51,Inter RAO UES PJSC,0.98%
52,Toyota Motor Corp.,0.98%
53,"Fubon Financial Holding Co., Ltd.",0.97%
54,SGS SA,0.97%
55,"Chugoku Electric Power Co., Inc.",0.97%
56,LEG Immobilien AG,0.94%
57,Munich Reinsurance Company,0.93%
58,Capital Power Corporation,0.92%
59,Orica Limited,0.92%
60,Danone SA,0.92%
61,MTR Corporation Limited,0.90%
62,UnipolSai Assicurazioni S.p.A.,0.90%
63,Vonovia SE,0.89%
64,West Japan Railway Company,0.88%
65,Spar Group Limited,0.88%
66,HKT Trust and HKT Ltd,0.87%
67,Banque Cantonale Vaudoise,0.86%
68,Sonic Healthcare Limited,0.85%
69,Sega Sammy Holdings Inc.,0.85%
70,Sino Land Co. Ltd.,0.84%
71,GPT Group,0.79%
72,Spark New Zealand Limited,0.78%
73,"Taishin Financial Holdings Co., Ltd.",0.77%
74,Gecina SA,0.72%
75,"China Merchants Bank Co., Ltd. Class H",0.68%
76,Groupe Bruxelles Lambert SA,0.67%
77,Daiwa House REIT Investment Corporation,0.65%
78,Grand City Properties SA,0.65%
79,"E.SUN Financial Holding Co., Ltd.",0.63%
80,Kenedix Office Investment Corporation,0.63%
81,Frontier Real Estate Investment Corporation,0.63%
82,PCCW Limited,0.61%
83,Sekisui House Reit. Inc.,0.60%
84,Entra ASA,0.58%
85,Britvic plc,0.58%
86,Moneysupermarket.com Group plc,0.57%
87,Allreal Holding AG,0.56%
88,GLP-J REIT,0.52%
89,IRESS Limited,0.51%
90,Japan Real Estate Investment Corp.,0.51%
91,Allied Properties Real Estate Investment Trust,0.51%
92,"Nippon Building Fund, Inc.",0.51%
93,AEON REIT Investment Corp.,0.48%
94,Nippon Accommodations Fund Inc.,0.45%
95,Advance Residence Investment Corporation,0.44%
96,Daiwa Securities Living Investment Corporation,0.42%
97,Mori Hills Reit Investment Corporation,0.42%
98,"Japan Logistics Fund, Inc.",0.40%
99,"Japan Excellent, Inc.",0.38%
100,U.S. Dollar,0.07%
101,SHORT POSITIONS,-1.23%
