,Name,Allocation
0,Swisscom AG,1.57%
1,Nestle S.A.,1.54%
2,Givaudan SA,1.53%
3,Coloplast A/S Class B,1.41%
4,Roche Holding AG,1.37%
5,"NTT DoCoMo, Inc.",1.36%
6,Zurich Insurance Group Ltd,1.32%
7,"Chugai Pharmaceutical Co., Ltd.",1.31%
8,CLP Holdings Limited,1.14%
9,Novartis AG,1.14%
10,EMS-CHEMIE HOLDING AG,1.10%
11,Deutsche Telekom AG,1.07%
12,Woolworths Group Ltd,1.06%
13,Power Assets Holdings Limited,1.04%
14,Novo Nordisk A/S Class B,1.01%
15,Kerry Group Plc Class A,1.01%
16,Hermes International SCA,1.01%
17,Wesfarmers Limited,1.01%
18,National Grid plc,0.98%
19,GlaxoSmithKline plc,0.95%
20,Sanofi,0.91%
21,Diageo plc,0.90%
22,"Nippon Prologis REIT, Inc.",0.87%
23,Groupe Bruxelles Lambert SA,0.85%
24,"SG Holdings Co., Ltd.",0.83%
25,Hong Kong & China Gas Co. Ltd.,0.83%
26,MTR Corporation Limited,0.82%
27,"Nippon Building Fund, Inc.",0.78%
28,"Oriental Land Co., Ltd.",0.76%
29,"Secom Co., Ltd.",0.74%
30,Elisa Oyj Class A,0.73%
31,"JAPAN POST HOLDINGS Co., Ltd.",0.72%
32,Nippon Telegraph and Telephone Corporation,0.71%
33,Royal Ahold Delhaize N.V.,0.70%
34,HKT Trust and HKT Ltd,0.70%
35,Daiwa House REIT Investment Corporation,0.70%
36,AstraZeneca PLC,0.69%
37,RELX PLC,0.67%
38,"Toyo Suisan Kaisha, Ltd.",0.67%
39,Keyence Corporation,0.67%
40,Chocoladefabriken Lindt & Spruengli AG Partizipsch.,0.66%
41,Sampo Oyj Class A,0.66%
42,Unilever PLC,0.66%
43,"Mizuho Financial Group, Inc.",0.65%
44,Air Liquide SA,0.64%
45,"Kintetsu Group Holdings Co., Ltd.",0.64%
46,Schindler Holding AG,0.64%
47,Admiral Group plc,0.63%
48,NIPPON PAINT HOLDINGS CO.LTD.,0.62%
49,UCB S.A.,0.62%
50,Hannover Ruck SE,0.62%
51,Sonic Healthcare Limited,0.62%
52,Orange SA,0.61%
53,Smith & Nephew plc,0.60%
54,East Japan Railway Company,0.59%
55,Direct Line Insurance Group Plc,0.57%
56,NEC Corp.,0.56%
57,Tryg A/S,0.55%
58,Baloise-Holding AG,0.54%
59,"Nagoya Railroad Co., Ltd.",0.53%
60,Beiersdorf AG,0.53%
61,Etablissementen Franz Colruyt N.V.,0.53%
62,Canon Inc.,0.52%
63,KDDI Corporation,0.51%
64,"Welcia Holdings Co., Ltd.",0.51%
65,Singapore Telecommunications Limited,0.50%
