,Name,Allocation
0,Apple Inc.,6.90%
1,Microsoft Corporation,5.34%
2,"Amazon.com, Inc.",4.63%
3,"Facebook, Inc. Class A",2.10%
4,Alphabet Inc. Class C,1.86%
5,Alphabet Inc. Class A,1.42%
6,Johnson & Johnson,1.35%
7,Procter & Gamble Company,1.19%
8,"Home Depot, Inc.",1.16%
9,Visa Inc. Class A,1.16%
10,NVIDIA Corporation,1.06%
11,Tesla Inc,1.04%
12,Mastercard Incorporated Class A,1.01%
13,JPMorgan Chase & Co.,0.93%
14,UnitedHealth Group Incorporated,0.91%
15,Adobe Inc.,0.87%
16,Berkshire Hathaway Inc. Class B,0.82%
17,Verizon Communications Inc.,0.80%
18,"Merck & Co., Inc.",0.78%
19,"NextEra Energy, Inc.",0.78%
20,Walt Disney Company,0.78%
21,"PepsiCo, Inc.",0.76%
22,PayPal Holdings Inc,0.74%
23,"salesforce.com, inc.",0.74%
24,Coca-Cola Company,0.73%
25,Intel Corporation,0.73%
26,"Netflix, Inc.",0.71%
27,Bank of America Corp,0.68%
28,"Cisco Systems, Inc.",0.66%
29,Accenture Plc Class A,0.66%
30,AT&T Inc.,0.65%
31,Comcast Corporation Class A,0.62%
32,Pfizer Inc.,0.62%
33,Abbott Laboratories,0.59%
34,"AbbVie, Inc.",0.58%
35,Amgen Inc.,0.57%
36,Texas Instruments Incorporated,0.57%
37,Exxon Mobil Corporation,0.54%
38,Honeywell International Inc.,0.53%
39,Chevron Corporation,0.52%
40,Bristol-Myers Squibb Company,0.51%
41,Thermo Fisher Scientific Inc.,0.50%
42,McDonald's Corporation,0.50%
43,Costco Wholesale Corporation,0.48%
44,Eli Lilly and Company,0.47%
45,3M Company,0.47%
46,International Business Machines Corporation,0.47%
47,Raytheon Technologies Corporation,0.46%
48,"Lowe's Companies, Inc.",0.43%
49,"NIKE, Inc. Class B",0.43%
50,American Tower Corporation,0.42%
51,Medtronic Plc,0.40%
52,Citigroup Inc.,0.40%
53,American Express Company,0.40%
54,Linde plc,0.40%
55,"BlackRock, Inc.",0.40%
56,Union Pacific Corporation,0.39%
57,"United Parcel Service, Inc. Class B",0.38%
58,Broadcom Inc.,0.38%
59,QUALCOMM Incorporated,0.37%
60,"S&P Global, Inc.",0.37%
61,Oracle Corporation,0.35%
62,"Marsh & McLennan Companies, Inc.",0.35%
63,"Gilead Sciences, Inc.",0.35%
64,Eversource Energy,0.34%
65,Exelon Corporation,0.33%
66,"Prologis, Inc.",0.32%
67,Intuit Inc.,0.31%
68,Cummins Inc.,0.31%
69,Vertex Pharmaceuticals Incorporated,0.31%
70,"Advanced Micro Devices, Inc.",0.31%
71,Starbucks Corporation,0.31%
72,Danaher Corporation,0.30%
73,CVS Health Corporation,0.30%
74,"Zoetis, Inc. Class A",0.30%
75,Colgate-Palmolive Company,0.30%
76,"ServiceNow, Inc.",0.30%
77,Caterpillar Inc.,0.29%
78,"Equinix, Inc.",0.29%
79,"Applied Materials, Inc.",0.29%
80,Target Corporation,0.29%
81,Ecolab Inc.,0.28%
82,Kimberly-Clark Corporation,0.28%
83,Cigna Corporation,0.27%
84,Morgan Stanley,0.27%
85,"Automatic Data Processing, Inc.",0.26%
86,"Consolidated Edison, Inc.",0.25%
87,"PNC Financial Services Group, Inc.",0.25%
88,"Becton, Dickinson and Company",0.25%
89,Johnson Controls International plc,0.25%
90,Norfolk Southern Corporation,0.25%
91,"Travelers Companies, Inc.",0.24%
92,Edwards Lifesciences Corporation,0.24%
93,"Autodesk, Inc.",0.24%
94,Deere & Company,0.24%
95,CSX Corporation,0.24%
96,L3Harris Technologies Inc,0.23%
97,Xylem Inc.,0.23%
98,Crown Castle International Corp,0.23%
99,"Prudential Financial, Inc.",0.23%
100,IHS Markit Ltd.,0.22%
101,"Charter Communications, Inc. Class A",0.22%
102,ConocoPhillips,0.22%
103,Newmont Corporation,0.22%
104,"MercadoLibre, Inc.",0.22%
105,Moody's Corporation,0.22%
106,"Intercontinental Exchange, Inc.",0.22%
107,"Agilent Technologies, Inc.",0.22%
108,"Healthpeak Properties, Inc.",0.21%
109,Illinois Tool Works Inc.,0.21%
110,"Fidelity National Information Services, Inc.",0.21%
111,"Best Buy Co., Inc.",0.21%
112,TJX Companies Inc,0.21%
113,"Anthem, Inc.",0.20%
114,Booking Holdings Inc.,0.20%
115,"IDEXX Laboratories, Inc.",0.20%
116,Public Service Enterprise Group Inc,0.20%
117,CME Group Inc. Class A,0.20%
118,General Electric Company,0.20%
119,Lam Research Corporation,0.20%
120,"Expeditors International of Washington, Inc.",0.20%
121,Sempra Energy,0.20%
122,"General Mills, Inc.",0.20%
123,Kroger Co.,0.20%
124,"Activision Blizzard, Inc.",0.20%
125,"Square, Inc. Class A",0.18%
126,"Mondelez International, Inc. Class A",0.18%
127,"Regeneron Pharmaceuticals, Inc.",0.18%
128,Sherwin-Williams Company,0.18%
129,Bank of New York Mellon Corporation,0.18%
130,Biogen Inc.,0.18%
131,Chubb Limited,0.18%
132,"American Water Works Company, Inc.",0.17%
133,Humana Inc.,0.17%
134,"Goldman Sachs Group, Inc.",0.17%
135,TE Connectivity Ltd.,0.17%
136,Lululemon Athletica Inc,0.17%
137,State Street Corporation,0.17%
138,Progressive Corporation,0.17%
139,MUTUAL FUND (OTHER),0.16%
140,TransDigm Group Incorporated,0.16%
141,"DuPont de Nemours, Inc.",0.16%
142,ResMed Inc.,0.16%
143,Mettler-Toledo International Inc.,0.16%
144,Kansas City Southern,0.16%
145,Trane Technologies plc,0.16%
146,"DexCom, Inc.",0.16%
147,FedEx Corporation,0.16%
148,"Cadence Design Systems, Inc.",0.16%
149,T. Rowe Price Group,0.15%
150,Walgreens Boots Alliance Inc,0.15%
151,eBay Inc.,0.15%
152,Kellogg Company,0.15%
153,"West Pharmaceutical Services, Inc.",0.15%
154,"Fiserv, Inc.",0.15%
155,Clorox Company,0.15%
156,"Twilio, Inc. Class A",0.15%
157,Allstate Corporation,0.15%
158,Schlumberger NV,0.15%
159,Truist Financial Corporation,0.15%
160,"Roper Technologies, Inc.",0.15%
161,"Illumina, Inc.",0.14%
162,"DocuSign, Inc.",0.14%
163,Bunge Limited,0.14%
164,"Henry Schein, Inc.",0.14%
165,HCA Healthcare Inc,0.14%
166,"Intuitive Surgical, Inc.",0.14%
167,Weyerhaeuser Company,0.14%
168,"Waste Management, Inc.",0.14%
169,Ball Corporation,0.14%
170,Carrier Global Corp.,0.14%
171,"PPG Industries, Inc.",0.14%
172,Amcor PLC,0.14%
173,Mosaic Company,0.14%
174,"CBRE Group, Inc. Class A",0.14%
175,Northern Trust Corporation,0.14%
176,"Air Products and Chemicals, Inc.",0.14%
177,Electronic Arts Inc.,0.14%
178,Splunk Inc.,0.13%
179,"Micron Technology, Inc.",0.13%
180,Ally Financial Inc,0.13%
181,Equity Residential,0.13%
182,"Chipotle Mexican Grill, Inc.",0.13%
183,Corning Inc,0.13%
184,Aptiv PLC,0.13%
185,"Digital Realty Trust, Inc.",0.13%
186,Owens Corning,0.13%
187,Dollar General Corporation,0.13%
188,Parker-Hannifin Corporation,0.13%
189,SBA Communications Corp. Class A,0.13%
190,KeyCorp,0.13%
191,Global Payments Inc.,0.13%
192,"McCormick & Company, Incorporated",0.12%
193,U.S. Bancorp,0.12%
194,Regions Financial Corporation,0.12%
195,Tiffany & Co.,0.12%
196,Fastenal Company,0.12%
197,V.F. Corporation,0.12%
198,"Coupa Software, Inc.",0.12%
199,"D.R. Horton, Inc.",0.12%
200,Keysight Technologies Inc,0.12%
201,"W.W. Grainger, Inc.",0.12%
202,"Motorola Solutions, Inc.",0.12%
203,"Alexandria Real Estate Equities, Inc.",0.12%
204,Tractor Supply Company,0.12%
205,"Fortune Brands Home & Security, Inc.",0.12%
206,IQVIA Holdings Inc,0.12%
207,HP Inc.,0.12%
208,Invesco Ltd.,0.12%
209,Veeva Systems Inc Class A,0.12%
210,Stryker Corporation,0.12%
211,"Okta, Inc. Class A",0.12%
212,"Analog Devices, Inc.",0.12%
213,MGM Resorts International,0.12%
214,Aon Plc Class A,0.12%
215,"Workday, Inc. Class A",0.12%
216,Hilton Worldwide Holdings Inc,0.12%
217,Trimble Inc.,0.12%
218,Charles Schwab Corporation,0.12%
219,ViacomCBS Inc. Class B,0.12%
220,Cerner Corporation,0.11%
221,Cintas Corporation,0.11%
222,Cognizant Technology Solutions Corporation Class A,0.11%
223,"Welltower, Inc.",0.11%
224,"Align Technology, Inc.",0.11%
225,Sysco Corporation,0.11%
226,Lennar Corporation Class A,0.11%
227,SVB Financial Group,0.11%
228,"Rockwell Automation, Inc.",0.11%
229,Archer-Daniels-Midland Company,0.11%
230,Waters Corporation,0.11%
231,"Twitter, Inc.",0.11%
232,Eaton Corp. Plc,0.11%
233,Hess Corporation,0.11%
234,FactSet Research Systems Inc.,0.11%
235,Centene Corporation,0.11%
236,"Boston Properties, Inc.",0.11%
237,"Roku, Inc. Class A",0.11%
238,"Dow, Inc.",0.11%
239,EQUITY OTHER,0.11%
240,"Iron Mountain, Inc.",0.11%
241,PTC Inc.,0.11%
242,"C.H. Robinson Worldwide, Inc.",0.11%
243,"Hologic, Inc.",0.11%
244,"Ventas, Inc.",0.11%
245,Baker Hughes Company Class A,0.11%
246,"Maxim Integrated Products, Inc.",0.11%
247,Hewlett Packard Enterprise Co.,0.11%
248,Estee Lauder Companies Inc. Class A,0.11%
249,"ANSYS, Inc.",0.11%
250,"Skyworks Solutions, Inc.",0.11%
251,"Snap, Inc. Class A",0.11%
252,Western Union Company,0.11%
253,"Teladoc Health, Inc.",0.11%
254,Axalta Coating Systems Ltd.,0.11%
255,"Xilinx, Inc.",0.11%
256,"Uber Technologies, Inc.",0.11%
257,Boston Scientific Corporation,0.11%
258,"Take-Two Interactive Software, Inc.",0.10%
259,"Copart, Inc.",0.10%
260,Quest Diagnostics Incorporated,0.10%
261,"Principal Financial Group, Inc.",0.10%
262,Emerson Electric Co.,0.10%
263,"Huntington Ingalls Industries, Inc.",0.10%
264,"Voya Financial, Inc.",0.10%
265,"Ameriprise Financial, Inc.",0.10%
266,Comerica Incorporated,0.10%
267,Otis Worldwide Corporation,0.10%
268,"Equitable Holdings, Inc.",0.10%
269,Amphenol Corporation Class A,0.10%
270,Marvell Technology Group Ltd.,0.10%
271,Arthur J. Gallagher & Co.,0.10%
272,AMERCO,0.10%
273,Corteva Inc,0.10%
274,Jacobs Engineering Group Inc.,0.10%
275,"Cheniere Energy, Inc.",0.10%
276,Verisk Analytics Inc,0.10%
277,"T-Mobile US, Inc.",0.10%
278,Brown-Forman Corporation Class B,0.10%
279,IDEX Corporation,0.10%
280,Kraft Heinz Company,0.10%
281,"Expedia Group, Inc.",0.10%
282,"MetLife, Inc.",0.10%
283,HEICO Corporation Class A,0.10%
284,Baxter International Inc.,0.10%
285,"Conagra Brands, Inc.",0.10%
286,"CenturyLink, Inc.",0.10%
287,"Hasbro, Inc.",0.10%
288,"Simon Property Group, Inc.",0.10%
289,Hershey Company,0.10%
290,"O'Reilly Automotive, Inc.",0.10%
291,NortonLifeLock Inc.,0.10%
292,UGI Corporation,0.10%
293,Hormel Foods Corporation,0.10%
294,"Lamb Weston Holdings, Inc.",0.10%
295,"Vail Resorts, Inc.",0.09%
296,Willis Towers Watson Public Limited Company,0.09%
297,"RingCentral, Inc. Class A",0.09%
298,"Williams Companies, Inc.",0.09%
299,Phillips 66,0.09%
300,"Essential Utilities, Inc.",0.09%
301,Aflac Incorporated,0.09%
302,Laboratory Corporation of America Holdings,0.09%
303,"Burlington Stores, Inc.",0.09%
304,Keurig Dr Pepper Inc.,0.09%
305,"Darden Restaurants, Inc.",0.09%
306,Blackstone Group Inc. Class A,0.09%
307,"Discovery, Inc. Class C",0.09%
308,Campbell Soup Company,0.09%
309,"Cardinal Health, Inc.",0.09%
310,Atmos Energy Corporation,0.09%
311,"Constellation Brands, Inc. Class A",0.09%
312,Liberty Global Plc Class C,0.09%
313,Allegion PLC,0.09%
314,"American International Group, Inc.",0.09%
315,McKesson Corporation,0.09%
316,"Paycom Software, Inc.",0.09%
317,MarketAxess Holdings Inc.,0.09%
318,"Marriott International, Inc. Class A",0.09%
319,"Citrix Systems, Inc.",0.09%
320,Marathon Petroleum Corporation,0.09%
321,"DENTSPLY SIRONA, Inc.",0.09%
322,Omnicom Group Inc,0.09%
323,Ingredion Incorporated,0.09%
324,"Cable One, Inc.",0.09%
325,"AvalonBay Communities, Inc.",0.08%
326,"VMware, Inc. Class A",0.08%
327,"Leidos Holdings, Inc.",0.08%
328,Regency Centers Corporation,0.08%
329,Molson Coors Beverage Company Class B,0.08%
330,"UDR, Inc.",0.08%
331,Las Vegas Sands Corp.,0.08%
332,STERIS Plc,0.08%
333,"VeriSign, Inc.",0.08%
334,"Ross Stores, Inc.",0.08%
335,"Alnylam Pharmaceuticals, Inc",0.08%
336,Edison International,0.08%
337,Teledyne Technologies Incorporated,0.08%
338,"EOG Resources, Inc.",0.08%
339,International Flavors & Fragrances Inc.,0.08%
340,"Host Hotels & Resorts, Inc.",0.08%
341,"Fortinet, Inc.",0.08%
342,Kinder Morgan Inc Class P,0.08%
343,Valero Energy Corporation,0.07%
344,"FLIR Systems, Inc.",0.07%
345,BioMarin Pharmaceutical Inc.,0.07%
346,"ONEOK, Inc.",0.07%
347,U.S. Dollar,0.01%
