,Name,Allocation
0,NVIDIA Corporation,3.81%
1,Veeva Systems Inc Class A,3.57%
2,"Palomar Holdings, Inc.",3.56%
3,PayPal Holdings Inc,3.53%
4,"Advanced Micro Devices, Inc.",3.49%
5,Stamps.com Inc.,3.48%
6,"West Pharmaceutical Services, Inc.",3.42%
7,Emergent BioSolutions Inc.,3.39%
8,"Teradyne, Inc.",3.37%
9,"D.R. Horton, Inc.",3.18%
10,"PennyMac Financial Services, Inc.",3.16%
11,Adobe Inc.,3.13%
12,"Amazon.com, Inc.",3.06%
13,"Netflix, Inc.",3.05%
14,"Cadence Design Systems, Inc.",3.03%
15,Tractor Supply Company,3.03%
16,KLA Corporation,2.89%
17,"Entegris, Inc.",2.88%
18,Berry Global Group Inc,2.85%
19,Lam Research Corporation,2.73%
20,"Zoom Video Communications, Inc. Class A",2.40%
21,"Digital Turbine, Inc.",2.28%
22,Kirkland Lake Gold Ltd.,2.15%
23,Thermo Fisher Scientific Inc.,2.02%
24,Microsoft Corporation,2.00%
25,Dollar General Corporation,1.98%
26,Inphi Corporation,1.96%
27,ASML Holding NV ADR,1.95%
28,"PerkinElmer, Inc.",1.91%
29,"Applied Materials, Inc.",1.84%
30,"Virtu Financial, Inc. Class A",1.04%
31,Kroger Co.,1.02%
32,Horizon Therapeutics Public Limited Company,1.02%
33,"Akamai Technologies, Inc.",1.01%
34,Innovative Industrial Properties Inc,1.01%
35,"Activision Blizzard, Inc.",1.00%
36,Vertex Pharmaceuticals Incorporated,0.98%
37,"Nasdaq, Inc.",0.98%
38,"Sprouts Farmers Markets, Inc.",0.97%
39,VICI Properties Inc,0.95%
40,"Autodesk, Inc.",0.53%
41,"ServiceNow, Inc.",0.52%
42,"Chegg, Inc.",0.51%
43,"Digital Realty Trust, Inc.",0.49%
44,"AbbVie, Inc.",0.49%
45,"Alexandria Real Estate Equities, Inc.",0.48%
46,Terreno Realty Corporation,0.48%
47,Bristol-Myers Squibb Company,0.48%
48,Physicians Realty Trust,0.48%
49,"Flagstar Bancorp, Inc.",0.45%
50,U.S. Dollar,0.02%
