,Name,Allocation
0,NEL ASA,2.94%
1,"Koei Tecmo Holdings Co., Ltd.",2.86%
2,Varta AG,2.85%
3,Sinch AB,2.83%
4,Sweco AB Class B,2.82%
5,Fortescue Metals Group Ltd,2.64%
6,Kesko Oyj Class B,2.60%
7,NIBE Industrier AB Class B,2.55%
8,Genmab A/S,2.53%
9,Lonza Group AG,2.53%
10,Avanza Bank Holding AB,2.40%
11,"Kobe Bussan Co., Ltd.",2.38%
12,Kojamo Oyj,2.37%
13,NIPPON PAINT HOLDINGS CO.LTD.,2.36%
14,Flutter Entertainment Plc,2.33%
15,London Stock Exchange Group plc,2.31%
16,Atlas Copco AB Class A,2.31%
17,Scout24 AG,2.31%
18,Evolution Gaming Group AB,2.30%
19,Sheng Siong Group Ltd.,2.29%
20,ASML Holding NV,2.28%
21,Bechtle AG,2.26%
22,Swedish Match AB,2.26%
23,CSL Limited,2.17%
24,"Welcia Holdings Co., Ltd.",2.17%
25,SMC Corporation,2.15%
26,IG Group Holdings plc,2.12%
27,L E Lundbergforetagen AB Class B,2.11%
28,Royal Vopak NV,2.09%
29,Oracle Corporation Japan,2.09%
30,NEC Networks & System Integration Corporation,2.09%
31,Umicore,1.99%
32,Elisa Oyj Class A,1.98%
33,Domino's Pizza Group plc,1.95%
34,Galenica AG,1.95%
35,Lasertec Corp.,1.95%
36,"JCR Pharmaceuticals Co., Ltd.",1.92%
37,Elia Group SA/NV,1.88%
38,"TSURUHA Holdings, Inc.",1.84%
39,Sun Art Retail Group Limited,1.81%
40,"Grifols, S.A. Class A",1.78%
41,"Casio Computer Co., Ltd.",1.71%
42,boohoo group Plc,1.65%
43,"Nitto Boseki Co., Ltd.",1.43%
44,Galapagos NV,1.37%
45,First American Funds Inc X Government Obligations Fund,0.38%
46,U.S. Dollar,0.13%
