,Name,Allocation
0,Alibaba Group Holding Ltd. Sponsored ADR,14.34%
1,Tencent Holdings Ltd.,10.68%
2,Meituan Dianping Class B,3.06%
3,Reliance Industries Limited,2.15%
4,China Construction Bank Corporation Class H,1.88%
5,"JD.com, Inc. Sponsored ADR Class A",1.78%
6,"Ping An Insurance (Group) Company of China, Ltd. Class H",1.70%
7,China Mobile Limited,1.27%
8,Infosys Limited,1.14%
9,"NetEase, Inc. Sponsored ADR",1.09%
10,Vale S.A.,1.07%
11,Housing Development Finance Corporation Limited,1.05%
12,"Baidu, Inc. Sponsored ADR Class A",0.93%
13,Industrial and Commercial Bank of China Limited Class H,0.91%
14,Sberbank Russia PJSC,0.89%
15,TAL Education Group Sponsored ADR Class A,0.81%
16,Oil company LUKOIL PJSC,0.75%
17,Tata Consultancy Services Limited,0.73%
18,Gazprom PJSC,0.73%
19,ICICI Bank Limited,0.70%
20,Bank of China Limited Class H,0.70%
21,Xiaomi Corp. Class B,0.64%
22,"B3 SA - Brasil, Bolsa, Balcao",0.64%
23,Hindustan Unilever Limited,0.62%
24,"Pinduoduo, Inc. Sponsored ADR Class A",0.62%
25,CNOOC Limited,0.59%
26,"New Oriental Education & Technology Group, Inc. Sponsored ADR",0.55%
27,"Yum China Holdings, Inc.",0.53%
28,Itau Unibanco Holding SA Pfd,0.52%
29,"China Merchants Bank Co., Ltd. Class H",0.52%
30,Wuxi Biologics (Cayman) Inc.,0.51%
31,China Life Insurance Co. Ltd. Class H,0.51%
32,Petroleo Brasileiro SA Pfd,0.47%
33,NIO Inc. Sponsored ADR Class A,0.46%
34,Bharti Airtel Limited,0.44%
35,MMC Norilsk Nickel PJSC,0.44%
36,"Kweichow Moutai Co., Ltd. Class A",0.44%
37,Petroleo Brasileiro SA,0.43%
38,Banco Bradesco SA Pfd,0.40%
39,China Resources Land Limited,0.39%
40,"China Mengniu Dairy Co., Ltd.",0.39%
41,NOVATEK JSC Sponsored GDR RegS,0.37%
42,Trip.com Group Ltd. Sponsored ADR,0.36%
43,Sino Biopharmaceutical Limited,0.35%
44,Axis Bank Limited,0.34%
45,Magazine Luiza S.A.,0.34%
46,Shenzhou International Group Holdings Limited,0.34%
47,Geely Automobile Holdings Limited,0.33%
48,China Overseas Land & Investment Limited,0.31%
49,Sunac China Holdings Ltd.,0.31%
50,"Sunny Optical Technology (Group) Co., Ltd.",0.31%
51,Anhui Conch Cement Company Limited Class H,0.31%
52,ANTA Sports Products Ltd.,0.31%
53,China Petroleum & Chemical Corporation Class H,0.31%
54,TATNEFT PJSC,0.31%
55,WEG S.A.,0.30%
56,ZTO Express (Cayman) Inc. Sponsored ADR Class A,0.29%
57,Country Garden Services Holdings Co. Ltd.,0.29%
58,HCL Technologies Limited,0.29%
59,CSPC Pharmaceutical Group Limited,0.28%
60,Li Ning Company Limited,0.28%
61,Maruti Suzuki India Limited,0.27%
62,Country Garden Holdings Co. Ltd.,0.27%
63,Semiconductor Manufacturing International Corp.,0.27%
64,China Resources Beer (Holdings) Co. Ltd.,0.26%
65,Ambev SA,0.25%
66,Bajaj Finance Limited,0.24%
67,Agricultural Bank of China Limited Class H,0.23%
68,ENN Energy Holdings Limited,0.23%
69,"Wuliangye Yibin Co., Ltd. Class A",0.23%
70,China Tower Corp. Ltd. Class H,0.22%
71,Polyus PJSC,0.22%
72,ITC Limited,0.22%
73,Longfor Group Holdings Ltd.,0.22%
74,Asian Paints Ltd.,0.22%
75,Shandong Weigao Group Medical Polymer Co. Ltd. Class H,0.20%
76,BYD Company Limited Class H,0.20%
77,Vipshop Holdings Ltd Sponsored ADR,0.20%
78,Shimao Group Holdings Limited,0.20%
