,Name,Allocation
0,Apple Inc.,7.22%
1,Microsoft Corporation,5.58%
2,"Amazon.com, Inc.",4.70%
3,Alphabet Inc. Class A,3.53%
4,Tesla Inc,1.90%
5,NVIDIA Corporation,1.83%
6,UnitedHealth Group Incorporated,1.73%
7,Berkshire Hathaway Inc. Class B,1.68%
8,Visa Inc. Class A,1.65%
9,Mastercard Incorporated Class A,1.54%
10,"Home Depot, Inc.",1.44%
11,Adobe Inc.,1.38%
12,JPMorgan Chase & Co.,1.34%
13,Procter & Gamble Company,1.34%
14,"Netflix, Inc.",1.30%
15,Bristol-Myers Squibb Company,1.23%
16,AT&T Inc.,1.19%
17,Amgen Inc.,1.19%
18,Eli Lilly and Company,1.12%
19,"Advanced Micro Devices, Inc.",1.11%
20,"DocuSign, Inc.",1.10%
21,"DexCom, Inc.",1.09%
22,"Teladoc Health, Inc.",1.08%
23,Intel Corporation,1.07%
24,Vertex Pharmaceuticals Incorporated,1.04%
25,"Regeneron Pharmaceuticals, Inc.",1.03%
26,"SolarEdge Technologies, Inc.",1.00%
27,"Charter Communications, Inc. Class A",0.97%
28,ResMed Inc.,0.96%
29,"Seattle Genetics, Inc.",0.93%
30,"Coupa Software, Inc.",0.92%
31,"Activision Blizzard, Inc.",0.91%
32,"NIKE, Inc. Class B",0.90%
33,Biogen Inc.,0.86%
34,DaVita Inc.,0.86%
35,Generac Holdings Inc.,0.86%
36,Lam Research Corporation,0.86%
37,Walmart Inc.,0.84%
38,Insulet Corporation,0.84%
39,"PepsiCo, Inc.",0.84%
40,Coca-Cola Company,0.81%
41,"Enphase Energy, Inc.",0.81%
42,Target Corporation,0.77%
43,Lululemon Athletica Inc,0.77%
44,"S&P Global, Inc.",0.76%
45,Costco Wholesale Corporation,0.75%
46,Lockheed Martin Corporation,0.73%
47,"RingCentral, Inc. Class A",0.71%
48,Chevron Corporation,0.70%
49,Liberty Broadband Corp. Class C,0.70%
50,Illinois Tool Works Inc.,0.69%
51,"BlackRock, Inc.",0.67%
52,Stamps.com Inc.,0.66%
53,"CoStar Group, Inc.",0.65%
54,Eaton Corp. Plc,0.65%
55,"Old Dominion Freight Line, Inc.",0.64%
56,"Intercontinental Exchange, Inc.",0.64%
57,"Marsh & McLennan Companies, Inc.",0.64%
58,"Fiserv, Inc.",0.64%
59,IHS Markit Ltd.,0.62%
60,Inphi Corporation,0.61%
61,Moody's Corporation,0.60%
62,"Copart, Inc.",0.60%
63,Northrop Grumman Corporation,0.60%
64,"NextEra Energy, Inc.",0.60%
65,Dollar General Corporation,0.59%
66,CME Group Inc. Class A,0.58%
67,Linde plc,0.56%
68,Clarivate PLC,0.56%
69,"Citrix Systems, Inc.",0.55%
70,"Cable One, Inc.",0.55%
71,MSCI Inc. Class A,0.54%
72,"Brown & Brown, Inc.",0.54%
73,L3Harris Technologies Inc,0.52%
74,Blackstone Group Inc. Class A,0.51%
75,MarketAxess Holdings Inc.,0.49%
76,"Domino's Pizza, Inc.",0.49%
77,Allstate Corporation,0.46%
78,Teledyne Technologies Incorporated,0.44%
79,Kimberly-Clark Corporation,0.44%
80,American Tower Corporation,0.44%
81,Cogent Communications Holdings Inc,0.43%
82,Tiffany & Co.,0.42%
83,"Cirrus Logic, Inc.",0.41%
84,"FTI Consulting, Inc.",0.41%
85,Freshpet Inc,0.38%
86,Kroger Co.,0.37%
87,"Prologis, Inc.",0.35%
88,"Air Products and Chemicals, Inc.",0.35%
89,Dominion Energy Inc,0.34%
90,ConocoPhillips,0.33%
91,Sherwin-Williams Company,0.32%
92,Hormel Foods Corporation,0.32%
93,"Equinix, Inc.",0.32%
94,Crown Castle International Corp,0.31%
95,Southern Company,0.30%
96,Newmont Corporation,0.30%
97,Kinder Morgan Inc Class P,0.29%
98,Campbell Soup Company,0.28%
99,Phillips 66,0.27%
100,Ecolab Inc.,0.27%
101,Xcel Energy Inc.,0.27%
102,"eHealth, Inc.",0.26%
103,Valero Energy Corporation,0.26%
104,"American Electric Power Company, Inc.",0.25%
105,"American Water Works Company, Inc.",0.25%
106,Eversource Energy,0.24%
107,WEC Energy Group Inc,0.23%
108,"Digital Realty Trust, Inc.",0.23%
109,Ball Corporation,0.22%
110,SBA Communications Corp. Class A,0.21%
111,Entergy Corporation,0.20%
112,CMS Energy Corporation,0.20%
113,Scotts Miracle-Gro Company Class A,0.19%
114,FMC Corporation,0.18%
115,HollyFrontier Corporation,0.18%
116,"Alexandria Real Estate Equities, Inc.",0.17%
117,"Crown Holdings, Inc.",0.17%
118,Duke Realty Corporation,0.15%
119,"Sun Communities, Inc.",0.15%
120,"Equity LifeStyle Properties, Inc.",0.15%
121,"Mid-America Apartment Communities, Inc.",0.14%
122,"Medical Properties Trust, Inc.",0.14%
123,"Rexford Industrial Realty, Inc.",0.13%
124,"First Industrial Realty Trust, Inc.",0.13%
125,Fidelity Revere Street Trust Taxable Cent Cash Fund,0.12%
126,"QTS Realty Trust, Inc. Class A",0.12%
127,U.S. Dollar,0.03%
