,Name,Allocation
0,Apple Inc.,6.05%
1,Microsoft Corporation,5.11%
2,"Amazon.com, Inc.",4.34%
3,"Facebook, Inc. Class A",2.03%
4,Alphabet Inc. Class A,1.48%
5,Alphabet Inc. Class C,1.45%
6,Berkshire Hathaway Inc. Class B,1.26%
7,Johnson & Johnson,1.25%
8,Visa Inc. Class A,1.08%
9,Procter & Gamble Company,1.06%
10,"Home Depot, Inc.",0.95%
11,NVIDIA Corporation,0.94%
12,Mastercard Incorporated Class A,0.94%
13,UnitedHealth Group Incorporated,0.93%
14,JPMorgan Chase & Co.,0.93%
15,Tesla Inc,0.92%
16,Verizon Communications Inc.,0.77%
17,PayPal Holdings Inc,0.73%
18,Walt Disney Company,0.73%
19,Adobe Inc.,0.72%
20,"Netflix, Inc.",0.69%
21,Pfizer Inc.,0.67%
22,"Merck & Co., Inc.",0.67%
23,AT&T Inc.,0.66%
24,Intel Corporation,0.65%
25,Comcast Corporation Class A,0.62%
26,Bank of America Corp,0.61%
27,"PepsiCo, Inc.",0.60%
28,"salesforce.com, inc.",0.59%
29,Walmart Inc.,0.58%
30,Coca-Cola Company,0.57%
31,Abbott Laboratories,0.56%
32,"Cisco Systems, Inc.",0.56%
33,Exxon Mobil Corporation,0.55%
34,"AbbVie, Inc.",0.53%
35,Thermo Fisher Scientific Inc.,0.52%
36,Chevron Corporation,0.50%
37,McDonald's Corporation,0.49%
38,Accenture Plc Class A,0.47%
39,Costco Wholesale Corporation,0.47%
40,Bristol-Myers Squibb Company,0.44%
41,Amgen Inc.,0.44%
42,"NextEra Energy, Inc.",0.43%
43,Medtronic Plc,0.42%
44,"NIKE, Inc. Class B",0.42%
45,Broadcom Inc.,0.41%
46,Danaher Corporation,0.41%
47,Union Pacific Corporation,0.40%
48,Linde plc,0.40%
49,Eli Lilly and Company,0.40%
50,Texas Instruments Incorporated,0.40%
51,QUALCOMM Incorporated,0.39%
52,Philip Morris International Inc.,0.38%
53,"Lowe's Companies, Inc.",0.38%
54,Oracle Corporation,0.36%
55,"United Parcel Service, Inc. Class B",0.35%
56,American Tower Corporation,0.34%
57,Honeywell International Inc.,0.34%
58,International Business Machines Corporation,0.34%
59,Citigroup Inc.,0.32%
60,"Advanced Micro Devices, Inc.",0.30%
61,Lockheed Martin Corporation,0.30%
62,3M Company,0.29%
63,"Charter Communications, Inc. Class A",0.29%
64,Boeing Company,0.29%
65,Starbucks Corporation,0.28%
66,"BlackRock, Inc.",0.28%
67,Raytheon Technologies Corporation,0.28%
68,Wells Fargo & Company,0.28%
69,"Fidelity National Information Services, Inc.",0.27%
70,"S&P Global, Inc.",0.27%
71,"ServiceNow, Inc.",0.27%
72,Intuit Inc.,0.26%
73,CVS Health Corporation,0.26%
74,"Gilead Sciences, Inc.",0.26%
75,"Mondelez International, Inc. Class A",0.26%
76,Altria Group Inc,0.25%
77,"Intuitive Surgical, Inc.",0.25%
78,BlackRock Cash Funds Treasury SL Agency Shares,0.25%
79,"Becton, Dickinson and Company",0.24%
80,Target Corporation,0.24%
81,"Prologis, Inc.",0.24%
82,"Zoetis, Inc. Class A",0.24%
83,Caterpillar Inc.,0.23%
84,Booking Holdings Inc.,0.23%
85,"Anthem, Inc.",0.22%
86,Vertex Pharmaceuticals Incorporated,0.22%
87,"Equinix, Inc.",0.22%
88,"T-Mobile US, Inc.",0.21%
89,Crown Castle International Corp,0.21%
90,Colgate-Palmolive Company,0.21%
91,Cigna Corporation,0.21%
92,Dominion Energy Inc,0.20%
93,"Activision Blizzard, Inc.",0.20%
94,American Express Company,0.20%
95,"Air Products and Chemicals, Inc.",0.20%
96,"Goldman Sachs Group, Inc.",0.20%
