,Name,Allocation
0,Tesla Inc,10.75%
1,Invitae Corp.,7.14%
2,"Square, Inc. Class A",6.38%
3,CRISPR Therapeutics AG,5.28%
4,"Roku, Inc. Class A",4.94%
5,"Proto Labs, Inc.",3.71%
6,"2U, Inc.",3.44%
7,"Illumina, Inc.",3.29%
8,"Zillow Group, Inc. Class C",3.22%
9,"Slack Technologies, Inc. Class A",3.08%
10,"Editas Medicine, Inc.",2.84%
11,"LendingTree, Inc.",2.82%
12,Seres Therapeutics Inc,2.49%
13,Compugen Ltd.,2.37%
14,"Teladoc Health, Inc.",2.27%
15,"Pure Storage, Inc. Class A",2.22%
16,Materialise NV Sponsored ADR,2.02%
17,"Intellia Therapeutics, Inc.",1.82%
18,"Xilinx, Inc.",1.76%
19,Splunk Inc.,1.71%
20,Iovance Biotherapeutics Inc,1.67%
21,"NanoString Technologies, Inc.",1.62%
22,"PagerDuty, Inc.",1.62%
23,Spotify Technology SA,1.59%
24,"Teradyne, Inc.",1.59%
25,"Pinterest, Inc. Class A",1.52%
26,Veracyte Inc,1.48%
27,"HUYA, Inc. Sponsored ADR Class A",1.37%
28,Cerus Corporation,1.36%
29,Stratasys Ltd.,1.35%
30,"Twilio, Inc. Class A",1.22%
31,"Taiwan Semiconductor Manufacturing Co., Ltd. Sponsored ADR",1.14%
32,"Facebook, Inc. Class A",1.12%
33,Iridium Communications Inc.,1.11%
34,"Syros Pharmaceuticals, Inc.",1.07%
35,"Zscaler, Inc.",1.05%
36,Twist Bioscience Corp.,1.01%
37,"Autodesk, Inc.",0.54%
38,"Synopsys, Inc.",0.51%
39,Sea Ltd. (Singapore) Sponsored ADR Class A,0.50%
40,"Intercontinental Exchange, Inc.",0.50%
41,"DocuSign, Inc.",0.48%
42,ExOne Co.,0.30%
43,Morgan Stanley Institutional Liquidity Funds Government Portfolio Institutional,0.26%
44,"Nintendo Co., Ltd. Unsponsored ADR",0.25%
45,"Organovo Holdings, Inc.",0.09%
46,"Pacific Biosciences of California, Inc.",0.09%
47,"Snap, Inc. Class A",0.01%
48,LendingClub Corp,0.00%
49,U.S. Dollar,-0.00%
