,Name,Allocation
0,Innovator S&P 500 Power Buffer ETF - August,8.48%
1,Innovator S&P 500 Power Buffer ETF - January,8.38%
2,Innovator S&P 500 Power Buffer ETF - December,8.35%
3,Innovator S&P 500 Power Buffer ETF - July,8.35%
4,Innovator S&P 500 Power Buffer ETF - February,8.34%
5,Innovator S&P 500 Power Buffer ETF - November,8.32%
6,Innovator S&P 500 Power Buffer ETF - October,8.30%
7,Innovator S&P 500 Power Buffer ETF - June,8.30%
8,Innovator S&P 500 Power Buffer ETF - May,8.30%
9,Innovator S&P 500 Power Buffer ETF - March,8.28%
10,Innovator S&P 500 Power Buffer ETF - September,8.27%
11,Innovator S&P 500 Power Buffer ETF April,8.23%
12,U.S. Dollar,0.10%
