,Name,Allocation
0,Exxon Mobil Corporation,23.32%
1,Chevron Corporation,21.13%
2,ConocoPhillips,5.55%
3,Kinder Morgan Inc Class P,3.65%
4,Phillips 66,3.55%
5,Schlumberger NV,3.48%
6,"Williams Companies, Inc.",3.46%
7,"EOG Resources, Inc.",3.43%
8,Marathon Petroleum Corporation,3.09%
9,Valero Energy Corporation,2.87%
10,Pioneer Natural Resources Company,2.26%
11,Halliburton Company,1.87%
12,Hess Corporation,1.68%
13,"ONEOK, Inc.",1.62%
14,Occidental Petroleum Corporation,1.61%
15,"Cheniere Energy, Inc.",1.56%
16,Baker Hughes Company Class A,1.38%
17,Concho Resources Inc.,1.27%
18,Cabot Oil & Gas Corporation,1.03%
19,OGE Energy Corp.,0.86%
20,"Diamondback Energy, Inc.",0.86%
21,"First Solar, Inc.",0.75%
22,Apache Corporation,0.74%
23,"Noble Energy, Inc.",0.64%
24,"National Oilwell Varco, Inc.",0.62%
25,Equitrans Midstream Corp.,0.58%
26,Marathon Oil Corporation,0.58%
27,Targa Resources Corp.,0.58%
28,Devon Energy Corporation,0.55%
29,EQT Corporation,0.54%
30,HollyFrontier Corporation,0.50%
31,"Parsley Energy, Inc. Class A",0.47%
32,TechnipFMC Plc,0.43%
33,Ovintiv Inc,0.39%
34,Cimarex Energy Co.,0.37%
35,"WPX Energy, Inc.",0.32%
36,Murphy Oil Corporation,0.28%
37,"Helmerich & Payne, Inc.",0.25%
38,ChampionX Corporation,0.25%
39,World Fuel Services Corporation,0.22%
40,U.S. Dollar,0.22%
41,"Continental Resources, Inc.",0.20%
42,Delek US Holdings Inc,0.16%
43,Matador Resources Company,0.14%
44,Core Laboratories NV,0.14%
45,MUTUAL FUND (OTHER),0.13%
46,Transocean Ltd.,0.12%
47,"PBF Energy, Inc. Class A",0.12%
48,"Patterson-UTI Energy, Inc.",0.10%
49,"CVR Energy, Inc.",0.07%
