,Name,Allocation
0,First Republic Bank,8.45%
1,JPMorgan Chase & Co.,8.09%
2,"Zions Bancorporation, N.A.",7.77%
3,"Commerce Bancshares, Inc.",7.43%
4,"New York Community Bancorp, Inc.",7.33%
5,SVB Financial Group,4.51%
6,Bank of America Corp,4.19%
7,"East West Bancorp, Inc.",4.17%
8,Citigroup Inc.,4.16%
9,Huntington Bancshares Incorporated,4.15%
10,Fifth Third Bancorp,4.08%
11,"Citizens Financial Group, Inc.",4.06%
12,Regions Financial Corporation,3.92%
13,"PNC Financial Services Group, Inc.",3.78%
14,Synovus Financial Corp.,1.75%
15,PacWest Bancorp,1.72%
16,Comerica Incorporated,1.71%
17,CIT Group Inc.,1.70%
18,KeyCorp,1.63%
19,Truist Financial Corporation,1.62%
20,First Horizon National Corporation,1.61%
21,U.S. Bancorp,1.60%
22,M&T Bank Corporation,1.57%
23,Signature Bank,1.52%
24,Western Alliance Bancorp,1.50%
25,"People's United Financial, Inc.",1.48%
26,TCF Financial Corporation,1.47%
27,Wells Fargo & Company,1.45%
28,"Prosperity Bancshares, Inc.(R)",1.35%
29,U.S. Dollar,0.22%
