,Name,Allocation
0,Supermax Corp. Bhd.,4.73%
1,Tianneng Power International Limited,1.79%
2,Nan Ya Printed Circuit Board Corporation,1.24%
3,PT Indah Kiat Pulp & Paper Tbk,1.23%
4,Tianli Education International Holding Limited,1.19%
5,Gold Circuit Electronics Ltd,1.15%
6,Marfrig Alimentos SA,1.07%
7,"ASRock, Inc.",1.02%
8,Indiabulls Housing Finance Ltd.,1.00%
9,Origin Property Public Company Ltd (Alien Mkt),1.00%
10,Sistema PJSFC,0.97%
11,"S-Enjoy Service Group Co., Ltd.",0.96%
12,Sasol Limited,0.96%
13,Harmony Gold Mining Co. Ltd.,0.94%
14,PGE Polska Grupa Energetyczna S.A.,0.93%
15,C&A Modas SA,0.92%
16,Light S.A.,0.91%
17,"Ruentex Development Co., Ltd.",0.91%
18,Migros Ticaret A.S.,0.91%
19,Anadolu Cam Sanayii A.S.,0.90%
20,Grand Pacific Petrochemical Corp.,0.88%
21,Camil Alimentos SA,0.88%
22,Petro Rio SA,0.88%
23,Telkom SA SOC Ltd.,0.83%
24,China Yongda Automobiles Services Holdings Ltd.,0.82%
25,Jastrzebska Spolka Weglowa S.A.,0.80%
26,West China Cement Ltd.,0.80%
27,Nexteer Automotive Group Limited,0.80%
28,Resilient REIT Limited,0.79%
29,China Suntien Green Energy Corporation Limited Class H,0.77%
30,C&D International Investment Group Ltd.,0.76%
31,Koza Anadolu Metal Madencilik Isletmeleri A.S.,0.76%
32,African Rainbow Minerals Limited,0.73%
33,PT Adaro Energy Tbk,0.73%
34,Fantasia Holdings Group Co. Ltd.,0.72%
35,Pegasus Hava Tasimaciligi A.S.,0.71%
36,China Overseas Grand Oceans Group Limited,0.70%
37,Exxaro Resources Limited,0.70%
38,China Oriental Group Co. Ltd.,0.70%
39,"Hope Education Group Co., Ltd.",0.68%
40,TQM Corporation Public Co Ltd(Alien Mkt),0.68%
41,Tekfen Holding Anonim Sirketi,0.67%
42,ENERJISA ENERJI A.S,0.66%
43,PT Indo Tambangraya Megah Tbk,0.66%
44,AG Anadolu Grubu Holding Anonim Sirketi,0.65%
45,Megacable Hldgs SAB de CV Cert Part Ord Cons of 2 A,0.65%
46,Metro Pacific Investments Corporation,0.65%
47,Lien Hwa Industrial Holdings Corporation,0.65%
48,"Huaku Development Co., Ltd.",0.65%
49,Dongyue Group Limited,0.65%
50,"Topco Scientific Co., Ltd.",0.65%
51,Turk Hava Yollari A.O.,0.65%
52,"EIS Eczacibasi Ilac, Sinai ve Finansal Yatirimlar Sanayi ve Ticaret A.S.",0.64%
53,COFCO Meat Holdings Limited,0.64%
54,DMCI Holdings Inc.,0.64%
55,Taiwan Cogeneration Corporation,0.63%
56,Asia Cement (China) Holdings Corp.,0.62%
