,Name,Allocation
0,"Taiwan Semiconductor Manufacturing Co., Ltd.",4.08%
1,"Samsung Electronics Co., Ltd.",3.86%
2,Divi's Laboratories Limited,2.70%
3,Sino Biopharmaceutical Limited,2.08%
4,Voltronic Power Technology Corp.,1.61%
5,Hapvida Participacoes e Investimentos SA,1.39%
6,TAL Education Group Sponsored ADR Class A,1.34%
7,Petronas Gas Bhd.,1.33%
8,China Construction Bank Corporation Class H,1.27%
9,Chemical Works of Gedeon Richter Plc,1.19%
10,Manila Electric Co.,1.18%
11,"Ping An Insurance (Group) Company of China, Ltd. Class H",1.18%
12,Compania de Transmissao de Energia Eletrica Paulista Pfd,1.17%
13,PT Kalbe Farma Tbk,1.16%
14,HDFC Bank Limited,1.15%
15,China Resources Gas Group Limited,1.15%
16,Inter RAO UES PJSC,1.14%
17,S-1 Corp.,1.11%
18,"Yum China Holdings, Inc.",1.11%
19,Hindustan Unilever Limited,1.10%
20,ANTA Sports Products Ltd.,1.06%
21,Guangdong Investment Limited,1.02%
22,Airports of Thailand Public Co. Ltd.(Alien Mkt),0.97%
23,BIM Birlesik Magazalar A.S.,0.97%
24,Westports Holdings Bhd.,0.97%
25,China Resources Pharmaceutical Group Ltd.,0.96%
26,Doosan Bobcat Inc.,0.96%
27,"Hengan International Group Co., Ltd.",0.95%
28,Jiangsu Expressway Co. Ltd. Class H,0.93%
29,"New Oriental Education & Technology Group, Inc. Sponsored ADR",0.93%
30,NAVER Corp.,0.90%
31,Southern Province Cement Co.,0.90%
32,Uni-President Enterprises Corp.,0.89%
33,Vipshop Holdings Ltd Sponsored ADR,0.89%
34,Shenzhou International Group Holdings Limited,0.89%
35,Industrial and Commercial Bank of China Limited Class H,0.88%
36,Fu Shou Yuan International Group Ltd.,0.85%
37,KT & G Corporation,0.84%
38,"Shenzhen Expressway Co., Ltd. Class H",0.83%
39,PPB Group Bhd.,0.81%
40,Sberbank Russia PJSC,0.81%
41,Nestle India Ltd.,0.80%
42,Kakao Corp.,0.78%
43,KIA Motors Corporation,0.77%
44,Jumbo S.A.,0.77%
45,Want Want China Holdings Limited,0.76%
46,Infosys Limited,0.75%
47,China Mobile Limited,0.74%
48,Nestle (Malaysia) Bhd.,0.72%
49,Globaltrans Investment Plc Sponsored GDR RegS,0.72%
50,"NetEase, Inc. Sponsored ADR",0.72%
51,Hua Hong Semiconductor Ltd.,0.70%
52,Grupo Aeroportuario del Pacifico SAB de CV Class B,0.69%
53,Kimberly-Clark de Mexico SAB de CV Class A,0.68%
54,"B3 SA - Brasil, Bolsa, Balcao",0.68%
55,Hero Motocorp Limited,0.65%
56,"E.SUN Financial Holding Co., Ltd.",0.65%
57,Bosideng International Holdings Limited,0.64%
58,Ambev SA,0.63%
59,AVI Limited Class Y,0.63%
60,Grupo Aeroportuario del Sureste SA de CV Class B,0.63%
61,"COWAY Co., Ltd.",0.63%
62,Compania Cervecerias Unidas S.A.,0.60%
63,Eicher Motors Limited,0.59%
64,Pou Chen Corporation,0.59%
65,DB INSURANCE CO. LTD,0.56%
66,"Taiwan Cooperative Financial Holding Co., Ltd.",0.55%
67,PT Bank Central Asia Tbk,0.54%
68,"Hyundai Marine & Fire Insurance Co., Ltd.",0.54%
69,Bank of China Limited Class H,0.53%
70,Qatar National Bank QPSC,0.53%
71,"China Merchants Bank Co., Ltd. Class H",0.52%
72,Genting Bhd.,0.50%
73,Bajaj Auto Limited.,0.50%
74,"Kangwon Land, Inc.",0.48%
75,SK hynix Inc,0.48%
76,"Taichung Commercial Bank Co., Ltd.",0.46%
77,Tata Consultancy Services Limited,0.46%
78,TravelSky Technology Ltd. Class H,0.46%
79,Lojas Renner S.A.,0.45%
80,NCsoft Corporation,0.45%
81,"Chunghwa Telecom Co., Ltd",0.45%
82,PT Bank Rakyat Indonesia (Persero) Tbk Class B,0.43%
83,Kotak Mahindra Bank Limited,0.43%
84,Taiwan Business Bank,0.42%
85,U.S. Dollar,0.40%
86,Vale S.A.,0.38%
87,Jarir Marketing Co.,0.37%
88,Malayan Banking Bhd.,0.37%
89,EZ TEC Empreendimentos e Participacoes SA,0.37%
90,Megacable Hldgs SAB de CV Cert Part Ord Cons of 2 A,0.35%
91,"SK Telecom Co., Ltd.",0.34%
92,United Microelectronics Corp.,0.33%
93,Commercial International Bank (Egypt) SAE,0.32%
94,Itausa - Investimentos Itau SA Pfd,0.32%
95,HDFC Life Insurance Co. Ltd.,0.31%
96,Agricultural Bank of China Limited Class H,0.31%
97,Emirates NBD Bank (P.J.S.C),0.31%
98,"Taiwan Mobile Co., Ltd.",0.30%
99,"Autohome, Inc. Sponsored ADR Class A",0.30%
100,Info Edge India Ltd.,0.29%
101,Novatek Microelectronics Corp.,0.29%
102,Anhui Conch Cement Company Limited Class H,0.28%
103,Banco de Credito e Inversiones,0.28%
104,Emirates Telecommunications Group Company PJSC,0.28%
105,CNOOC Limited,0.28%
106,"Far Eastone Telecommunications Co., Ltd.",0.28%
107,SBI Life Insurance Co. Ltd.,0.28%
108,DiGi.Com Bhd,0.28%
109,"Samsung SDI Co., Ltd",0.28%
110,Taiwan Cement Corp.,0.27%
111,"Advanced Info Service Public Co., Ltd.(Alien Mkt)",0.27%
112,Dubai Islamic Bank PJSC,0.27%
113,Intouch Holdings Public Company Limited (Alien Mkt),0.27%
114,Motus Holdings Limited,0.27%
115,Formosa Plastics Corporation,0.27%
116,ICICI Prudential Life Insurance Co. Ltd.,0.26%
117,PearlAbyss Corp.,0.26%
118,ICICI Lombard General Insurance Co. Ltd.,0.26%
119,Gazprom PJSC,0.26%
120,Bancolombia S.A.,0.26%
121,Kumba Iron Ore Limited,0.25%
122,Yageo Corporation,0.25%
123,LG Uplus Corp,0.25%
124,Telekom Malaysia Bhd.,0.25%
125,BB Seguridade Participacoes SA,0.25%
126,Oil company LUKOIL PJSC,0.25%
127,"China Pacific Insurance (Group) Co., Ltd. Class H",0.25%
128,SINA Corp.,0.25%
129,VTB Bank PJSC,0.24%
130,Momentum Metropolitan Holdings Limited,0.24%
131,Capitec Bank Holdings Limited,0.24%
132,HCL Technologies Limited,0.23%
133,"Catcher Technology Co., Ltd.",0.23%
134,Absa Group Limited,0.22%
135,Vodacom Group Limited,0.22%
136,Cheil Worldwide Inc.,0.22%
137,Power Finance Corporation Limited,0.22%
138,PETRONAS Chemicals Group Bhd.,0.22%
139,Siam Cement Public Co. Ltd.(Alien Mkt),0.21%
140,Lite-On Technology Corp.,0.21%
141,Asseco Poland S.A.,0.21%
142,TISCO Financial Group Public Co. Ltd.(Alien Mkt),0.21%
143,Radiant Opto-Electronics Corp.,0.21%
144,China Shenhua Energy Co. Ltd. Class H,0.20%
145,Chicony Electronics Co. Ltd.,0.20%
146,Indiabulls Housing Finance Ltd.,0.20%
147,Cosan Limited Class A,0.20%
148,MMC Norilsk Nickel PJSC,0.19%
149,Cosan S.A.,0.19%
150,Cyfrowy Polsat SA,0.19%
151,Zhen Ding Technology Holding Limited,0.19%
152,WNS (Holdings) Limited Sponsored ADR,0.19%
153,Turkiye Is Bankasi Anonim Sirketi Class C,0.19%
154,"New China Life Insurance Co., Ltd. Class H",0.18%
155,Akbank TAS,0.18%
156,Polymetal International Plc,0.18%
157,Sino-American Silicon Products Inc.,0.18%
158,Momo Inc Sponsored ADR Class A,0.18%
159,Turkiye Garanti Bankasi Anonim Sirketi,0.18%
160,"China Minsheng Banking Corp., Ltd. Class H",0.18%
161,Tripod Technology Corporation,0.18%
162,"Foxconn Technology Co., Ltd.",0.17%
163,Federal Bank Ltd. (India),0.17%
164,Petronet Lng Limited,0.17%
165,"Postal Savings Bank of China Co., Ltd. Class H",0.16%
166,PICC Property & Casualty Co. Ltd. Class H,0.16%
167,Pidilite Industries Limited,0.15%
168,Rostelecom PJSC,0.15%
169,Oil & Natural Gas Corp. Ltd.,0.15%
170,Coal India Ltd.,0.15%
171,NOVATEK JSC,0.15%
172,PT Telekomunikasi Indonesia (Persero) Tbk. Class B,0.14%
173,NMDC Limited,0.13%
174,Nanya Technology Corporation,0.13%
175,TATNEFT PJSC,0.13%
176,People's Insurance Co. (Group) of China Ltd. Class H,0.12%
177,"Guotai Junan Securities Co., Ltd. Class H",0.12%
178,PT Adaro Energy Tbk,0.11%
179,Sappi Limited,0.11%
180,China Everbright Limited,0.11%
181,"Gentera, S.A.B. de C.V.",0.10%
182,Ternium S.A. Sponsored ADR,0.10%
183,Orbia Advance Corp. SAB de CV,0.09%
184,"Samsung Electro-Mechanics Co., Ltd",0.09%
185,Surgutneftegas PJSC,0.08%
186,"SAMSUNG SDS CO., LTD.",0.07%
187,Transneft PJSC Pref.,0.06%
188,IRB Brasil Resseguros SA,0.06%
189,Globe Telecom Inc.,0.05%
190,"LG Display Co., Ltd",0.04%
191,"LG Innotek Co., Ltd",0.02%
192,KMW Inc,0.02%
193,DOUZONE BIZON CO.LTD,0.02%
194,"WONIK IPS CO., LTD.",0.01%
195,"Iljin Materials Co., Ltd.",0.01%
196,DERIVATIVE SECURITIES (OTHER),-0.79%
