,Name,Allocation
0,CORPORATE BOND,3.51%
1,U.S. Dollar,1.30%
2,Vodafone Group Plc 3.1% 03-JAN-2079,0.77%
3,ThyssenKrupp AG 2.875% 22-FEB-2024,0.72%
4,SoftBank Group Corp. 3.125% 19-SEP-2025,0.65%
5,"IQVIA (Thailand) Co., Ltd. 3.25% 15-MAR-2025",0.64%
6,"Grifols, S.A. 1.625% 15-FEB-2025",0.62%
7,Techem Verwaltungsgesellschaft 675 mbH 2.0% 15-JUL-2025,0.61%
8,"Netflix, Inc. 4.625% 15-MAY-2029",0.59%
9,Deutsche Bank Aktiengesellschaft 2.75% 17-FEB-2025,0.58%
10,Intesa Sanpaolo S.p.A. 6.625% 13-SEP-2023,0.58%
11,"Netflix, Inc. 3.875% 15-NOV-2029",0.56%
12,Telecom Italia S.p.A. 3.625% 19-JAN-2024,0.55%
13,EDP-Energias de Portugal SA 4.496% 30-APR-2079,0.54%
14,Altice France Holding SA 8.0% 15-MAY-2027,0.54%
15,Teva Pharmaceutical Finance Netherlands II BV 6.0% 31-JAN-2025,0.54%
16,UniCredit S.p.A. 4.875% 20-FEB-2029,0.54%
17,Fiat Chrysler Finance Europe SA 4.75% 15-JUL-2022,0.53%
18,Banco BPM SpA 1.75% 24-APR-2023,0.53%
19,Kraft Heinz Foods Co. 2.25% 25-MAY-2028,0.51%
20,Banca Monte dei Paschi di Siena S.p.A. 3.625% 24-SEP-2024,0.51%
21,eircom Finance DAC 3.5% 15-MAY-2026,0.51%
22,Telecom Italia S.p.A. 2.375% 12-OCT-2027,0.51%
23,DKT Finance ApS 7.0% 17-JUN-2023,0.51%
24,Verisure Midholding AB 5.75% 01-DEC-2023,0.50%
25,Volvo Car AB 2.0% 24-JAN-2025,0.50%
26,Nidda Healthcare Holding GmbH 3.5% 30-SEP-2024,0.50%
27,Lincoln Financing SARL 3.625% 01-APR-2024,0.50%
28,LOXAM SAS 3.25% 14-JAN-2025,0.49%
29,Atlantia S.p.A 1.875% 26-SEP-2029,0.48%
30,Intesa Sanpaolo S.p.A. 3.928% 15-SEP-2026,0.48%
31,UniCredit S.p.A. 2.731% 15-JAN-2032,0.48%
32,UniCredit S.p.A. 2.0% 23-SEP-2029,0.48%
33,Altice Financing SA 3.0% 15-JAN-2028,0.48%
34,ZF Europe Finance BV 2.0% 23-FEB-2026,0.47%
35,RCI Banque SA 2.625% 18-FEB-2030,0.47%
36,Ziggo Secured Finance BV 4.25% 15-JAN-2027,0.47%
37,Repsol International Finance BV 4.5% 25-MAR-2075,0.47%
38,Unipol Gruppo S.p.A. 3.0% 18-MAR-2025,0.45%
39,Teva Pharmaceutical Finance Netherlands II BV 1.125% 15-OCT-2024,0.45%
40,Arqiva Broadcast Finance Plc 6.75% 30-SEP-2023,0.43%
41,CMA CGM S.A. 5.25% 15-JAN-2025,0.43%
42,Atlantia S.p.A 1.875% 13-JUL-2027,0.43%
43,Fiat Chrysler Automobiles NV 4.5% 07-JUL-2028,0.43%
44,SoftBank Group Corp. 5.0% 15-APR-2028,0.42%
45,UniCredit S.p.A. 6.95% 31-OCT-2022,0.42%
46,Intrum AB 3.5% 15-JUL-2026,0.42%
47,Unione di Banche Italiane per il Factoring SpA 5.875% 04-MAR-2029,0.42%
48,"Netflix, Inc. 3.625% 15-JUN-2030",0.42%
49,"Netflix, Inc. 3.625% 15-MAY-2027",0.41%
50,Adient Global Holdings Ltd. 3.5% 15-AUG-2024,0.41%
51,Altice France SA 5.875% 01-FEB-2027,0.40%
52,Commerzbank AG 4.0% 23-MAR-2026,0.40%
53,Unione di Banche Italiane SpA 4.375% 12-JUL-2029,0.40%
54,"Casino, Guichard-Perrachon SA 3.58% 07-FEB-2025",0.40%
55,"Refinitiv US Holdings, Inc. 4.5% 15-MAY-2026",0.40%
56,Telecom Italia S.p.A. 3.25% 16-JAN-2023,0.40%
57,Unione di Banche Italiane SpA 4.45% 15-SEP-2027,0.39%
58,Fiat Chrysler Automobiles NV 3.375% 07-JUL-2023,0.39%
59,Nokia Oyj 2.0% 11-MAR-2026,0.39%
60,SYNLAB Unsecured Bondco PLC 8.25% 01-JUL-2023,0.39%
61,Infrastrutture Wireless Italiane SpA 1.875% 08-JUL-2026,0.38%
62,Belden Inc. 3.875% 15-MAR-2028,0.38%
63,EG Global Finance Plc 6.25% 30-OCT-2025,0.38%
64,International Game Technology Plc 3.5% 15-JUN-2026,0.38%
65,Rexel SA 2.125% 15-JUN-2025,0.38%
66,Faurecia SA 2.625% 15-JUN-2025,0.37%
67,"IQVIA, Inc. 2.25% 15-JAN-2028",0.37%
68,Ziggo Bond Co. BV 3.375% 28-FEB-2030,0.37%
69,ThyssenKrupp AG 1.375% 03-MAR-2022,0.37%
70,Summer (BC) Holdco B SARL 5.75% 31-OCT-2026,0.37%
71,"Catalent Pharma Solutions, Inc. 2.375% 01-MAR-2028",0.36%
72,Altice France SA 2.125% 15-FEB-2025,0.36%
73,ThyssenKrupp AG 1.875% 06-MAR-2023,0.36%
74,Telecom Italia S.p.A. 4.0% 11-APR-2024,0.34%
75,Smurfit Kappa Acquisitions Unlimited Co. 2.875% 15-JAN-2026,0.34%
76,Webuild SpA 1.75% 26-OCT-2024,0.33%
77,Crown European Holdings SA 2.625% 30-SEP-2024,0.33%
78,Panther BF Aggregator 2 LP 4.375% 15-MAY-2026,0.32%
79,International Game Technology Plc 3.5% 15-JUL-2024,0.32%
80,Teva Pharmaceutical Finance Netherlands II BV 1.625% 15-OCT-2028,0.32%
81,Jaguar Land Rover Automotive Plc 4.5% 15-JAN-2026,0.32%
82,Smurfit Kappa Treasury ULC 1.5% 15-SEP-2027,0.31%
83,Ford Motor Credit Company LLC 2.386% 17-FEB-2026,0.30%
84,Marks and Spencer Group plc 4.75% 12-JUN-2025,0.30%
85,H. J. Heinz Company 4.125% 01-JUL-2027,0.30%
86,Vodafone Group Plc 4.875% 03-OCT-2078,0.30%
87,EG Global Finance Plc 4.375% 07-FEB-2025,0.30%
88,Virgin Media Secured Finance Plc 5.25% 15-MAY-2029,0.30%
89,Virgin Media Secured Finance Plc 5.0% 15-APR-2027,0.29%
90,Cabot Financial (Luxembourg) SA 7.5% 01-OCT-2023,0.28%
91,Iron Mountain (UK) Plc 3.875% 15-NOV-2025,0.28%
92,Heathrow Finance Plc 4.75% 01-MAR-2024,0.28%
93,Orano SA 4.875% 23-SEP-2024,0.28%
94,Europcar Drive DAC 4.125% 15-NOV-2024,0.28%
95,MPT Operating Partnership LP 3.692% 05-JUN-2028,0.28%
96,Atlantia S.p.A 4.375% 16-SEP-2025,0.28%
97,Ford Motor Credit Company LLC 4.535% 06-MAR-2025,0.28%
98,Ardagh Packaging Finance PLC 4.75% 15-JUL-2027,0.28%
99,Ball Corporation 4.375% 15-DEC-2023,0.28%
100,FCE Bank Plc 2.727% 03-JUN-2022,0.27%
101,Nokia Oyj 3.125% 15-MAY-2028,0.27%
102,Cellnex Telecom SA 2.875% 18-APR-2025,0.27%
103,Telecom Italia S.p.A. 3.625% 25-MAY-2026,0.27%
