,Name,Allocation
0,Exxon Mobil Corporation,12.74%
1,Chevron Corporation,11.62%
2,Total SE,6.94%
3,BP p.l.c.,5.37%
4,Royal Dutch Shell Plc Class A,4.43%
5,Royal Dutch Shell Plc Class B,3.86%
6,Reliance Industries Limited,3.17%
7,ConocoPhillips,3.05%
8,Reliance Industries Limited Sponsored GDR 144A,2.52%
9,Oil company LUKOIL PJSC,2.08%
10,"EOG Resources, Inc.",1.87%
11,Suncor Energy Inc.,1.81%
12,Eni S.p.A.,1.74%
13,Canadian Natural Resources Limited,1.69%
14,Marathon Petroleum Corporation,1.69%
15,Neste Corporation,1.58%
16,Valero Energy Corporation,1.58%
17,CNOOC Limited,1.54%
18,Petroleo Brasileiro SA Pfd,1.40%
19,Pioneer Natural Resources Company,1.23%
20,Equinor ASA,1.16%
21,Petroleo Brasileiro SA,1.11%
22,NOVATEK JSC Sponsored GDR RegS,1.00%
23,Woodside Petroleum Ltd,0.98%
24,Hess Corporation,0.96%
25,"ENEOS Holdings, Inc.",0.90%
26,Occidental Petroleum Corporation,0.87%
27,Repsol SA,0.86%
28,Saudi Arabian Oil Company (Saudi Aramco),0.80%
29,TATNEFT PJSC,0.79%
30,Concho Resources Inc.,0.69%
31,Cabot Oil & Gas Corporation,0.56%
32,"SK Innovation Co., Ltd",0.54%
33,PetroChina Company Limited Class H,0.51%
34,Santos Limited,0.51%
35,"Diamondback Energy, Inc.",0.47%
36,INPEX CORPORATION,0.46%
37,China Shenhua Energy Co. Ltd. Class H,0.40%
38,Rosneft Oil Co.,0.40%
39,Apache Corporation,0.40%
40,GALP Energia SGPS SA Class B,0.39%
41,Cenovus Energy Inc.,0.37%
42,"Noble Energy, Inc.",0.36%
43,OMV AG,0.35%
44,Lundin Energy AB,0.34%
45,Marathon Oil Corporation,0.32%
46,Polski Koncern Naftowy ORLEN S.A.,0.32%
47,Cameco Corporation,0.31%
48,Imperial Oil Limited,0.31%
49,Oil Search Limited,0.31%
50,Devon Energy Corporation,0.30%
51,EQT Corporation,0.30%
52,"Idemitsu Kosan Co., Ltd.",0.29%
53,PTT Exploration & Production Plc NVDR,0.29%
54,HollyFrontier Corporation,0.28%
55,Texas Pacific Land Trust,0.28%
56,Bharat Petroleum Corporation Limited,0.28%
57,U.S. Dollar,0.26%
58,Surgutneftegas PJSC Pfd,0.26%
59,Surgutneftegas PJSC,0.26%
60,Tourmaline Oil Corp.,0.25%
61,"Parsley Energy, Inc. Class A",0.25%
62,Ovintiv Inc,0.21%
63,Oil & Natural Gas Corp. Ltd.,0.21%
64,Ecopetrol SA,0.21%
65,Cimarex Energy Co.,0.20%
66,PT United Tractors Tbk,0.19%
67,Coal India Ltd.,0.18%
68,Indian Oil Corp. Ltd.,0.18%
69,"WPX Energy, Inc.",0.18%
70,MOL Hungarian Oil & Gas Plc Class A,0.18%
71,S-Oil Corporation,0.16%
72,CNX Resources Corporation,0.15%
73,Murphy Oil Corporation,0.15%
74,Parex Resources Inc.,0.15%
75,Exxaro Resources Limited,0.15%
76,Hindustan Petroleum Corporation Limited,0.14%
77,Range Resources Corporation,0.13%
78,Beach Energy Limited,0.13%
