,Name,Allocation
0,Pfizer Inc.,5.88%
1,Verizon Communications Inc.,5.88%
2,"AbbVie, Inc.",5.59%
3,AT&T Inc.,4.74%
4,International Business Machines Corporation,3.99%
5,Philip Morris International Inc.,3.46%
6,Chevron Corporation,3.25%
7,Coca-Cola Company,3.12%
8,Bristol-Myers Squibb Company,3.08%
9,QUALCOMM Incorporated,2.85%
10,"Cisco Systems, Inc.",2.75%
11,Altria Group Inc,2.74%
12,"Gilead Sciences, Inc.",2.37%
13,Broadcom Inc.,2.29%
14,Exxon Mobil Corporation,2.16%
15,Wells Fargo & Company,1.97%
16,Texas Instruments Incorporated,1.90%
17,Duke Energy Corporation,1.82%
18,Southern Company,1.68%
19,"General Mills, Inc.",1.09%
20,Public Storage,1.09%
21,"MetLife, Inc.",0.95%
22,"United Parcel Service, Inc. Class B",0.92%
23,Exelon Corporation,0.89%
24,"American Electric Power Company, Inc.",0.88%
25,Truist Financial Corporation,0.84%
26,3M Company,0.81%
27,Kinder Morgan Inc Class P,0.79%
28,Dominion Energy Inc,0.73%
29,PPL Corporation,0.70%
30,Cummins Inc.,0.69%
31,Phillips 66,0.66%
32,Public Service Enterprise Group Inc,0.63%
33,"Simon Property Group, Inc.",0.62%
34,Crown Castle International Corp,0.62%
35,"Paychex, Inc.",0.60%
36,"Consolidated Edison, Inc.",0.60%
37,"Prudential Financial, Inc.",0.59%
38,Walgreens Boots Alliance Inc,0.55%
39,HP Inc.,0.51%
40,"Healthpeak Properties, Inc.",0.50%
41,Marathon Petroleum Corporation,0.44%
42,Valero Energy Corporation,0.43%
43,"Williams Companies, Inc.",0.43%
44,"Gaming and Leisure Properties, Inc.",0.41%
45,Kimberly-Clark Corporation,0.41%
46,VICI Properties Inc,0.39%
47,FirstEnergy Corp.,0.37%
48,DTE Energy Company,0.37%
49,Extra Space Storage Inc.,0.37%
50,Fifth Third Bancorp,0.35%
51,KeyCorp,0.35%
52,"Iron Mountain, Inc.",0.34%
53,"Omega Healthcare Investors, Inc.",0.34%
54,"AvalonBay Communities, Inc.",0.33%
55,International Paper Company,0.32%
56,Blackstone Group Inc. Class A,0.32%
57,Entergy Corporation,0.31%
58,"Maxim Integrated Products, Inc.",0.31%
59,Regions Financial Corporation,0.30%
60,"Evergy, Inc.",0.29%
61,Omnicom Group Inc,0.29%
62,Whirlpool Corporation,0.27%
63,"Avangrid, Inc.",0.27%
64,"Welltower, Inc.",0.26%
65,AES Corporation,0.26%
66,"Medical Properties Trust, Inc.",0.25%
67,"Principal Financial Group, Inc.",0.25%
68,J.M. Smucker Company,0.24%
69,Campbell Soup Company,0.23%
70,"Ventas, Inc.",0.23%
71,Pinnacle West Capital Corporation,0.23%
72,"VEREIT, Inc. Class A",0.22%
73,"Interpublic Group of Companies, Inc.",0.22%
74,Western Union Company,0.22%
75,"CenturyLink, Inc.",0.22%
76,Vornado Realty Trust,0.21%
77,Kimco Realty Corporation,0.21%
78,WEC Energy Group Inc,0.21%
79,Kellogg Company,0.21%
80,"Citizens Financial Group, Inc.",0.21%
81,Lamar Advertising Company Class A,0.21%
82,Realty Income Corporation,0.19%
83,Archer-Daniels-Midland Company,0.19%
84,Huntington Bancshares Incorporated,0.19%
85,Hewlett Packard Enterprise Co.,0.19%
86,NiSource Inc,0.19%
87,STORE Capital Corporation,0.18%
88,OGE Energy Corp.,0.17%
89,"Santander Consumer USA Holdings, Inc.",0.17%
90,Eastman Chemical Company,0.17%
91,W. P. Carey Inc.,0.17%
92,Comerica Incorporated,0.16%
93,Edison International,0.16%
94,"NetApp, Inc.",0.16%
95,"UDR, Inc.",0.15%
96,"Brixmor Property Group, Inc.",0.15%
97,"Life Storage, Inc.",0.14%
98,CNA Financial Corporation,0.14%
99,"Spirit Realty Capital, Inc.",0.14%
100,Old Republic International Corporation,0.13%
101,"Cardinal Health, Inc.",0.13%
102,Regency Centers Corporation,0.13%
103,CubeSmart,0.13%
104,"Sabra Health Care REIT, Inc.",0.13%
105,"National Retail Properties, Inc.",0.13%
106,"Artisan Partners Asset Management, Inc. Class A",0.13%
107,Apartment Investment & Management Co Class A,0.12%
108,Hanesbrands Inc.,0.12%
109,SL Green Realty Corp.,0.12%
110,"CenterPoint Energy, Inc.",0.11%
111,Unum Group,0.11%
112,National Fuel Gas Company,0.11%
113,"Franklin Resources, Inc.",0.11%
114,Halliburton Company,0.11%
115,MDU Resources Group Inc,0.10%
116,Federal Realty Investment Trust,0.10%
117,Mercury General Corporation,0.10%
118,WestRock Company,0.09%
119,"Flowers Foods, Inc.",0.09%
120,"Park Hotels & Resorts, Inc.",0.09%
121,Weingarten Realty Investors,0.09%
122,Global Net Lease Inc,0.08%
123,Lexington Realty Trust,0.08%
124,Service Properties Trust,0.08%
125,Corporate Office Properties Trust,0.08%
126,"Highwoods Properties, Inc.",0.08%
127,Brandywine Realty Trust,0.08%
128,Ingredion Incorporated,0.08%
129,GEO Group Inc,0.08%
130,"National Health Investors, Inc.",0.08%
131,Sonoco Products Company,0.07%
132,"Watsco, Inc.",0.07%
133,Bank OZK,0.07%
134,Baker Hughes Company Class A,0.07%
135,PacWest Bancorp,0.07%
136,Industrial Logistics Properties Trust,0.07%
137,"H&R Block, Inc.",0.07%
138,OUTFRONT Media Inc.,0.07%
139,NorthWestern Corporation,0.07%
140,Camden Property Trust,0.07%
141,RLJ Lodging Trust,0.07%
142,"Juniper Networks, Inc.",0.06%
143,"MSC Industrial Direct Co., Inc. Class A",0.06%
144,"Healthcare Trust of America, Inc. Class A",0.06%
145,"LTC Properties, Inc.",0.06%
146,"Piedmont Office Realty Trust, Inc. Class A",0.06%
147,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",0.06%
148,Vector Group Ltd.,0.06%
149,"Four Corners Property Trust, Inc.",0.06%
150,Rent-A-Center Inc,0.06%
151,"Hawaiian Electric Industries, Inc.",0.05%
152,Synovus Financial Corp.,0.05%
153,"STAG Industrial, Inc.",0.05%
154,"Waddell & Reed Financial, Inc. Class A",0.05%
155,"Medifast, Inc.",0.05%
156,CoreSite Realty Corporation,0.05%
157,"American Campus Communities, Inc.",0.05%
158,Cathay General Bancorp,0.05%
159,Spire Inc.,0.05%
160,SITE Centers Corp.,0.05%
161,Navient Corp,0.05%
162,Physicians Realty Trust,0.04%
163,Getty Realty Corp.,0.04%
164,Brookfield Property REIT Inc Class A,0.04%
165,Ares Management Corporation,0.04%
166,"Leggett & Platt, Incorporated",0.04%
167,"Federated Hermes, Inc. Class B",0.04%
168,"Easterly Government Properties, Inc.",0.04%
169,"Alexander's, Inc.",0.04%
170,Healthcare Realty Trust Incorporated,0.04%
171,Associated Banc-Corp,0.04%
172,"Patterson Companies, Inc.",0.04%
173,Kite Realty Group Trust,0.03%
174,Mack-Cali Realty Corporation,0.03%
175,Huntsman Corporation,0.03%
176,Cousins Properties Incorporated,0.03%
177,Macerich Company,0.03%
178,Umpqua Holdings Corporation,0.03%
179,"Cullen/Frost Bankers, Inc.",0.03%
180,Valley National Bancorp,0.03%
181,Cogent Communications Holdings Inc,0.03%
182,Universal Corp,0.03%
183,"Independence Realty Trust, Inc.",0.03%
184,CIT Group Inc.,0.03%
185,"Wyndham Destinations, Inc.",0.03%
186,Moelis & Co. Class A,0.03%
187,Agree Realty Corporation,0.03%
188,F.N.B. Corporation,0.03%
189,"WesBanco, Inc.",0.02%
190,"Nu Skin Enterprises, Inc. Class A",0.02%
191,"Ryder System, Inc.",0.02%
192,"Alexander & Baldwin, Inc.",0.02%
193,Global Medical REIT Inc,0.02%
194,"Essential Properties Realty Trust, Inc.",0.02%
195,CVB Financial Corp.,0.02%
196,"Jernigan Capital, Inc.",0.02%
197,Delek US Holdings Inc,0.02%
198,"M.D.C. Holdings, Inc.",0.02%
199,National Storage Affiliates Trust,0.02%
200,Avista Corporation,0.02%
201,HNI Corporation,0.02%
202,Murphy Oil Corporation,0.02%
203,CareTrust REIT Inc,0.02%
204,"Sandy Spring Bancorp, Inc.",0.02%
205,"First Hawaiian, Inc.",0.02%
206,"Big Lots, Inc.",0.02%
207,"Safety Insurance Group, Inc.",0.02%
208,"Kennedy-Wilson Holdings, Inc.",0.02%
209,Washington Real Estate Investment Trust,0.02%
210,WisdomTree U.S. Total Dividend Fund,0.02%
211,Bank of Hawaii Corporation,0.02%
212,"Schweitzer-Mauduit International, Inc.",0.02%
213,Monmouth Real Estate Investment Corporation Class A,0.02%
214,iStar Inc.,0.02%
215,Archrock Inc.,0.02%
216,"Newmark Group, Inc. Class A",0.02%
217,"Ennis, Inc.",0.02%
218,Steelcase Inc. Class A,0.01%
219,"Diamond Hill Investment Group, Inc.",0.01%
220,Peoples Bancorp Inc.,0.01%
221,"Great Western Bancorp, Inc.",0.01%
222,"National CineMedia, Inc.",0.01%
223,"Community Trust Bancorp, Inc.",0.01%
224,"H&E Equipment Services, Inc.",0.01%
225,"Armada Hoffler Properties, Inc.",0.01%
226,Greif Class B,0.01%
227,"Washington Trust Bancorp, Inc.",0.01%
228,Xperi Holding Corporation,0.01%
229,"Plymouth Industrial REIT, Inc.",0.01%
230,Cadence Bancorporation Class A,0.01%
231,Acadia Realty Trust,0.01%
232,First Financial Bancorp.,0.01%
233,Whitestone REIT,0.01%
234,Gladstone Commercial Corporation,0.01%
235,"Retail Value, Inc.",0.01%
236,Fulton Financial Corporation,0.01%
237,"BrightSphere Investment Group, Inc.",0.01%
238,"Clearway Energy, Inc. Class A",0.01%
239,Central Pacific Financial Corp.,0.01%
240,"Community Healthcare Trust, Inc.",0.01%
241,"First Bancorp, Inc.",0.01%
242,Univest Financial Corporation,0.01%
243,"Provident Financial Services, Inc.",0.01%
244,Investors Real Estate Trust,0.01%
245,"Weis Markets, Inc.",0.01%
246,"FBL Financial Group, Inc. Class A",0.01%
247,Urstadt Biddle Properties Inc. Class A,0.01%
248,"Hope Bancorp, Inc.",0.01%
249,Heritage Commerce Corp,0.01%
250,"Resources Connection, Inc.",0.01%
251,"Saul Centers, Inc.",0.01%
252,Falcon Minerals Corp. Class A,0.01%
253,Gladstone Land Corp.,0.01%
254,"One Liberty Properties, Inc.",0.01%
255,"Midland States Bancorp, Inc.",0.01%
256,"West Bancorporation, Inc.",0.01%
257,Independent Bank Corporation,0.01%
258,"RMR Group, Inc. Class A",0.01%
259,Federal Agricultural Mortgage Corporation Class C,0.01%
260,New Senior Investment Group Inc,0.01%
261,Franklin Street Properties Corp.,0.01%
262,First Busey Corporation,0.01%
263,"CorEnergy Infrastructure Trust, Inc.",0.01%
264,"Preferred Apartment Communities, Inc.",0.01%
265,"Myers Industries, Inc.",0.01%
266,BRT Apartments Corp,0.01%
267,Bluerock Residential Growth REIT Inc Class A,0.01%
268,Donegal Group Inc. Class A,0.01%
269,U.S. Dollar,0.01%
270,Ames National Corporation,0.01%
271,Territorial Bancorp Inc.,0.01%
272,"Boston Private Financial Holdings, Inc.",0.01%
273,"Village Super Market, Inc. Class A",0.01%
274,"Haverty Furniture Companies, Inc.",0.01%
275,Genie Energy Ltd. Class B,0.00%
276,"Premier Financial Bancorp, Inc.",0.00%
277,Marine Products Corporation,0.00%
278,"Financial Institutions, Inc.",0.00%
279,First Choice Bancorp,0.00%
280,Mercantile Bank Corporation,0.00%
281,"Penns Woods Bancorp, Inc.",0.00%
282,Citizens & Northern Corporation,0.00%
283,"Schnitzer Steel Industries, Inc. Class A",0.00%
284,"Weyco Group, Inc.",0.00%
285,"Solaris Oilfield Infrastructure, Inc. Class A",0.00%
286,LCNB Corp.,0.00%
287,"BG Staffing, Inc.",0.00%
288,Peoples Financial Services Corp.,0.00%
289,First Community Bankshares Inc,0.00%
290,"Spok Holdings, Inc.",0.00%
291,First of Long Island Corporation,0.00%
292,"National Bankshares, Inc.",0.00%
293,"Northrim BanCorp, Inc.",0.00%
294,"MetroCity Bankshares, Inc.",0.00%
295,"BCB Bancorp, Inc.",0.00%
296,Arrow Financial Corporation,0.00%
297,Flushing Financial Corporation,0.00%
