,Name,Allocation
0,Meituan Dianping Class B,8.25%
1,Alibaba Group Holding Ltd. Sponsored ADR,7.80%
2,Tencent Holdings Ltd.,7.19%
3,"MercadoLibre, Inc.",6.44%
4,Naspers Limited Class N,5.95%
5,"Pinduoduo, Inc. Sponsored ADR Class A",5.26%
6,NAVER Corp.,4.92%
7,"JD.com, Inc. Sponsored ADR Class A",4.72%
8,Prosus N.V. Class N,4.36%
9,"NetEase, Inc. Sponsored ADR",4.33%
10,"Baidu, Inc. Sponsored ADR Class A",3.93%
11,Yandex NV Class A,2.81%
12,Sea Ltd. (Singapore) Sponsored ADR Class A,2.79%
13,Delivery Hero SE,2.21%
14,Kakao Corp.,2.12%
15,Trip.com Group Ltd. Sponsored ADR,1.82%
16,Alibaba Health Information Technology Ltd.,1.54%
17,NCsoft Corporation,1.46%
18,"Bilibili, Inc. Sponsored ADR Class Z",1.34%
19,"GSX Techedu, Inc. Sponsored ADR Class A",1.28%
20,PagSeguro Digital Ltd. Class A,1.22%
21,Tencent Music Entertainment Group Sponsored ADR Class A,1.14%
22,Kingsoft Cloud Holdings Ltd Sponsored ADR,1.11%
23,StoneCo Ltd. Class A,1.11%
24,"Kingdee International Software Group Co., Ltd.",0.95%
25,"Autohome, Inc. Sponsored ADR Class A",0.92%
26,Ping An Healthcare and Technology Company Limited,0.88%
27,Vipshop Holdings Ltd Sponsored ADR,0.84%
28,Mail.ru Group Ltd. Sponsored GDR,0.82%
29,58.com Inc. Sponsored ADR Class A,0.75%
30,Kingsoft Corp. Ltd.,0.69%
31,B2W Companhia Digital,0.65%
32,"JOYY, Inc. Sponsored ADR Class A",0.46%
33,Momo Inc Sponsored ADR Class A,0.46%
34,51job Inc Sponsored ADR,0.41%
35,Info Edge India Ltd.,0.40%
36,Multichoice Group Ltd,0.38%
37,"iQIYI, Inc. Sponsored ADR Class A",0.37%
38,SINA Corp.,0.36%
39,"Zhongan Online P&C Insurance Co., Ltd. Class H",0.35%
40,Alibaba Pictures Group Limited,0.29%
41,"21Vianet Group, Inc. Sponsored ADR Class A",0.25%
42,momo.com Incorporated,0.25%
43,China Literature Ltd.,0.21%
44,"Weimob, Inc.",0.21%
45,Futu Holdings Ltd. Sponsored ADR Class A,0.20%
46,Rocket Internet SE,0.19%
47,DouYu International Holdings Ltd. Sponsored ADR,0.18%
48,HengTen Networks Group Limited,0.18%
49,Tongcheng-Elong Holdings Limited,0.17%
50,Koolearn Technology Holding Limited,0.16%
51,Weibo Corp Sponsored ADR Class A,0.15%
52,"360 Finance, Inc. ADR Class A",0.15%
53,"CJ ENM Co., Ltd.",0.15%
54,Qiwi Plc Sponsored ADR Class B,0.14%
55,"So-Young International, Inc. Sponsored ADR Class A",0.14%
56,Lexinfintech Holdings Ltd. Sponsored ADR Class A,0.13%
57,Locaweb Servicos de Internet SA,0.13%
58,Afya Limited Class A,0.12%
59,Com2us Corporation,0.11%
60,Bitauto Holdings Ltd. Sponsored ADR,0.11%
61,Baozun Inc Sponsored ADR Class A,0.10%
62,Yixin Group Ltd.,0.10%
63,MakeMyTrip Ltd.,0.09%
64,"Sogou, Inc. Sponsored ADR",0.09%
65,Headhunter Group Plc Sponsored ADR,0.09%
66,CVC Brasil Operadora e Agencia de Viagens SA,0.09%
67,NetDragon Websoft Holdings Limited,0.08%
68,NHN Corporation,0.08%
69,"Despegar.com, Corp.",0.08%
70,"HUYA, Inc. Sponsored ADR Class A",0.07%
71,Jumia Technologies AG Sponsored ADR,0.07%
72,"PChome Online, Inc.",0.07%
73,Maoyan Entertainment,0.07%
74,"Meitu, Inc",0.07%
75,"Qutoutiao, Inc. Sponsored ADR Class A",0.07%
76,"AfreecaTV Co., Ltd.",0.06%
77,FinVolution Group Sponsored ADR Class A,0.05%
78,Cafe24 Corp.,0.05%
79,"KGINICIS Co., Ltd.",0.04%
80,U.S. Dollar,0.04%
81,"Qudian, Inc. Sponsored ADR Class A",0.04%
82,Uxin Ltd. Sponsored ADR,0.04%
83,Just Dial Ltd.,0.03%
