,Name,Allocation
0,U.S. Dollar,77.68%
1,"GoDaddy, Inc. Class A",4.97%
2,TD Ameritrade Holding Corporation,4.97%
3,"Bill.com Holdings, Inc.",4.85%
4,Wintrust Financial Corporation,4.70%
5,Comtech Telecommunications Corp.,4.63%
6,Procter & Gamble Company,4.62%
7,"Tandem Diabetes Care, Inc.",4.43%
8,"Toll Brothers, Inc.",4.42%
9,Alphabet Inc. Class A,4.30%
10,"Fiserv, Inc.",4.09%
11,Keurig Dr Pepper Inc.,4.09%
12,Colgate-Palmolive Company,4.09%
13,Lennox International Inc.,4.05%
14,"Morningstar, Inc.",4.00%
15,AAR CORP.,3.95%
16,Intel Corporation,3.93%
17,"Entegris, Inc.",3.88%
18,Equity Residential,3.87%
19,CVS Health Corporation,3.78%
20,"AbbVie, Inc.",3.75%
21,ICON Plc,3.67%
22,ConocoPhillips,3.64%
23,"Coca-Cola Consolidated, Inc.",3.57%
24,"Equity LifeStyle Properties, Inc.",3.54%
25,Masimo Corporation,3.50%
26,Monmouth Real Estate Investment Corporation Class A,2.45%
27,"Cardinal Health, Inc.",2.09%
28,Willis Towers Watson Public Limited Company,0.09%
29,SHORT POSITIONS,-85.60%
