,Name,Allocation
0,Centene Corporation 4.625% 15-DEC-2029,1.30%
1,Credit Suisse (New York Securities Branch) 3.625% 09-SEP-2024,1.19%
2,Morgan Stanley 3.7% 23-OCT-2024,1.17%
3,JPMorgan Chase & Co. 3.875% 10-SEP-2024,1.17%
4,Bank of America Corporation 4.2% 26-AUG-2024,1.17%
5,Morgan Stanley 3.875% 29-APR-2024,1.17%
6,"Goldman Sachs Group, Inc. 4.0% 03-MAR-2024",1.17%
7,Bank of America Corporation 4.125% 22-JAN-2024,1.02%
8,AIM Treasurers Series Funds Inc Premier US Government Money Portfolio Institutional,0.97%
9,Apple Inc. 3.45% 06-MAY-2024,0.96%
10,Broadcom Corporation 3.625% 15-JAN-2024,0.93%
11,Bank of America Corporation 4.0% 01-APR-2024,0.90%
12,NatWest Group Plc 5.125% 28-MAY-2024,0.88%
13,"Goldman Sachs Group, Inc. 3.85% 08-JUL-2024",0.87%
14,Wells Fargo & Company 3.3% 09-SEP-2024,0.86%
15,Microsoft Corporation 2.875% 06-FEB-2024,0.83%
16,Verizon Communications Inc. 3.5% 01-NOV-2024,0.83%
17,Novartis Capital Corp. 3.4% 06-MAY-2024,0.83%
18,Sabine Pass Liquefaction LLC 5.75% 15-MAY-2024,0.81%
19,Vodafone Group Plc 3.75% 16-JAN-2024,0.79%
20,"HCA, Inc. 5.0% 15-MAR-2024",0.78%
21,HSBC Holdings Plc 4.25% 14-MAR-2024,0.78%
22,JPMorgan Chase & Co 3.625 % Notes 2014-13.5.24 Global Sr,0.77%
23,"Walgreens Boots Alliance, Inc. 3.8% 18-NOV-2024",0.77%
24,"Amazon.com, Inc. 2.8% 22-AUG-2024",0.76%
25,International Business Machines Corporation 3.625% 12-FEB-2024,0.76%
26,Oracle Corporation 2.95% 15-NOV-2024,0.76%
27,Oracle Corporation 3.4% 08-JUL-2024,0.75%
28,"Sumitomo Mitsui Financial Group, Inc. 2.696% 16-JUL-2024",0.75%
29,"Fiserv, Inc. 2.75% 01-JUL-2024",0.73%
30,"Gilead Sciences, Inc. 3.7% 01-APR-2024",0.67%
31,Apple Inc. 3.0% 09-FEB-2024,0.67%
32,"Becton, Dickinson and Company 3.363% 06-JUN-2024",0.66%
33,Apple Inc. 2.85% 11-MAY-2024,0.65%
34,American Express Company 3.0% 30-OCT-2024,0.63%
35,JPMorgan Chase & Co. 3.875% 01-FEB-2024,0.58%
36,Walmart Inc. 3.3% 22-APR-2024,0.58%
37,BPCE SA 4.0% 15-APR-2024,0.56%
38,QUALCOMM Incorporated 2.9% 20-MAY-2024,0.55%
39,"Altria Group, Inc. 4.0% 31-JAN-2024",0.54%
40,Walt Disney Company 1.75% 30-AUG-2024,0.54%
41,Amgen Inc. 3.625% 22-MAY-2024,0.54%
42,"Becton, Dickinson and Company 3.734% 15-DEC-2024",0.54%
43,"PayPal Holdings, Inc. 2.4% 01-OCT-2024",0.51%
44,Cheniere Corpus Christi Holdings LLC 7.0% 30-JUN-2024,0.50%
45,"Amazon.com, Inc. 3.8% 05-DEC-2024",0.50%
46,KLA Corporation 4.65% 01-NOV-2024,0.49%
47,"Williams Companies, Inc. 4.55% 24-JUN-2024",0.49%
48,BP Capital Markets Plc 3.814% 10-FEB-2024,0.49%
49,Barclays Plc 4.375% 11-SEP-2024,0.48%
50,Total Capital International SA 3.75% 10-APR-2024,0.48%
51,"PepsiCo, Inc. 3.6% 01-MAR-2024",0.48%
52,"Tyson Foods, Inc. 3.95% 15-AUG-2024",0.48%
53,AT&T Inc. 4.45% 01-APR-2024,0.47%
54,Comcast Corporation 3.0% 01-FEB-2024,0.47%
55,Alcoa Inc. 5.125% 01-OCT-2024,0.47%
56,Comcast Corporation 3.6% 01-MAR-2024,0.47%
57,Shell International Finance BV 2.0% 07-NOV-2024,0.47%
58,"General Motors Financial Co., Inc. 3.95% 13-APR-2024",0.47%
59,Branch Banking & Trust Company (6300) 2.15% 06-DEC-2024,0.46%
60,Synchrony Financial 4.25% 15-AUG-2024,0.46%
61,MPLX LP 4.875% 01-DEC-2024,0.45%
62,Intel Corporation 2.875% 11-MAY-2024,0.44%
63,Charter Communications Operating LLC 4.5% 01-FEB-2024,0.44%
64,Exxon Mobil Corporation 3.176% 15-MAR-2024,0.42%
65,McKesson Corporation 3.796% 15-MAR-2024,0.42%
66,"Home Depot, Inc. 3.75% 15-FEB-2024",0.42%
67,"American International Group, Inc. 4.125% 15-FEB-2024",0.42%
68,American Tower Corporation 5.0% 15-FEB-2024,0.42%
69,"Anheuser-Busch Inbev Finance, Inc. 3.7% 01-FEB-2024",0.41%
70,Unilever Capital Corp. 2.6% 05-MAY-2024,0.41%
71,Target Corporation 3.5% 01-JUL-2024,0.41%
72,"Sumitomo Mitsui Financial Group, Inc. 2.448% 27-SEP-2024",0.40%
73,LyondellBasell Industries NV 5.75% 15-APR-2024,0.40%
74,"BlackRock, Inc. 3.5% 18-MAR-2024",0.40%
75,"Mitsubishi UFJ Financial Group, Inc. 2.801% 18-JUL-2024",0.40%
76,"Spectra Energy Partners, LP 4.75% 15-MAR-2024",0.40%
77,State Street Corporation 3.3% 16-DEC-2024,0.39%
78,Lloyds Banking Group plc 4.5% 04-NOV-2024,0.39%
79,"MetLife, Inc. 3.6% 10-APR-2024",0.39%
80,Santander UK Plc 4.0% 13-MAR-2024,0.39%
81,Mastercard Incorporated 3.375% 01-APR-2024,0.39%
82,U.S. Bancorp 3.6% 11-SEP-2024,0.39%
83,Thermo Fisher Scientific Inc. 4.15% 01-FEB-2024,0.39%
84,Total Capital International SA 3.7% 15-JAN-2024,0.39%
85,Equinor ASA 3.7% 01-MAR-2024,0.39%
86,Pfizer Inc. 3.4% 15-MAY-2024,0.39%
87,Duke Energy Corporation 3.75% 15-APR-2024,0.39%
88,Williams Partners L.P. 4.3% 04-MAR-2024,0.39%
89,"Cisco Systems, Inc. 3.625% 04-MAR-2024",0.38%
90,BB&T Corporation 2.85% 26-OCT-2024,0.38%
91,Caterpillar Inc. 3.4% 15-MAY-2024,0.38%
92,Deutsche Bank AG 3.7% 30-MAY-2024,0.38%
93,Costco Wholesale Corporation 2.75% 18-MAY-2024,0.38%
94,Walmart Inc. 2.65% 15-DEC-2024,0.38%
95,Hewlett Packard Enterprise Company 4.65% 01-OCT-2024,0.38%
96,Chevron Corporation 2.895% 03-MAR-2024,0.38%
97,Caterpillar Financial Services Corporation 2.15% 08-NOV-2024,0.37%
98,BNP Paribas US Medium-Term Note Program LLC 4.25% 15-OCT-2024,0.37%
99,Exxon Mobil Corporation 2.019% 16-AUG-2024,0.37%
100,Bank of New York Mellon Corporation 2.1% 24-OCT-2024,0.37%
101,Unilever Capital Corp. 3.25% 07-MAR-2024,0.37%
102,Simon Property Group LP 2.0% 13-SEP-2024,0.36%
103,B.A.T. Capital Corp. 2.789% 06-SEP-2024,0.36%
104,Coca-Cola Company 1.75% 06-SEP-2024,0.36%
105,"Diamondback Energy, Inc. 2.875% 01-DEC-2024",0.36%
106,HSBC USA Inc. 3.5% 23-JUN-2024,0.36%
107,Ovintiv Exploration Inc. 5.625% 01-JUL-2024,0.35%
108,Dow Chemical Company 3.5% 01-OCT-2024,0.35%
109,"Continental Resources, Inc. 3.8% 01-JUN-2024",0.34%
110,Simon Property Group LP 3.375% 01-OCT-2024,0.34%
111,"Anthem, Inc. 3.35% 01-DEC-2024",0.34%
112,Enterprise Products Operating LLC 3.9% 15-FEB-2024,0.34%
113,Equifax Inc. 2.6% 01-DEC-2024,0.32%
114,Alphabet Inc. 3.375% 25-FEB-2024,0.32%
115,"Healthpeak Properties, Inc. 3.875% 15-AUG-2024",0.32%
116,Wells Fargo & Company 4.48% 16-JAN-2024,0.31%
117,Fifth Third Bancorp 4.3% 16-JAN-2024,0.31%
118,Verizon Communications Inc. 4.15% 15-MAR-2024,0.31%
119,Westinghouse Air Brake Technologies Corporation 4.4% 15-MAR-2024,0.31%
120,"Anthem, Inc. 3.5% 15-AUG-2024",0.31%
121,Bank of New York Mellon Corporation 3.65% 04-FEB-2024,0.30%
122,ArcelorMittal SA 3.6% 16-JUL-2024,0.30%
123,ORIX Corporation 3.25% 04-DEC-2024,0.30%
124,"Anheuser-Busch Inbev Worldwide, Inc. 3.5% 12-JAN-2024",0.30%
125,Brookfield Finance LLC 4.0% 01-APR-2024,0.30%
126,"Medtronic, Inc. 3.625% 15-MAR-2024",0.30%
127,Aflac Incorporated 3.625% 15-NOV-2024,0.30%
128,"Evergy, Inc. 2.45% 15-SEP-2024",0.30%
129,"PNC Financial Services Group, Inc. 3.9% 29-APR-2024",0.29%
130,BP Capital Markets Plc 3.535% 04-NOV-2024,0.29%
131,Omnicom Group Inc 3.65% 01-NOV-2024,0.29%
132,U.S. Bancorp 3.7% 30-JAN-2024,0.29%
133,Suncor Energy Inc. 3.6% 01-DEC-2024,0.29%
134,Capital One Financial Corporation 3.75% 24-APR-2024,0.29%
135,Philip Morris International Inc. 3.25% 10-NOV-2024,0.29%
136,Magna International Inc. 3.625% 15-JUN-2024,0.29%
137,Aetna Inc. 3.5% 15-NOV-2024,0.29%
138,Citigroup Inc. 4.0% 05-AUG-2024,0.29%
139,FedEx Corporation 4.0% 15-JAN-2024,0.29%
140,"Cardinal Health, Inc. 3.079% 15-JUN-2024",0.29%
141,"Xilinx, Inc. 2.95% 01-JUN-2024",0.29%
142,Hewlett Packard Enterprise Company 1.45% 01-APR-2024,0.29%
143,"Prudential Financial, Inc. 3.5% 15-MAY-2024",0.29%
144,Boston Properties LP 3.8% 01-FEB-2024,0.29%
145,WPP Finance 2010 3.75% 19-SEP-2024,0.28%
146,DH Europe Finance II SARL 2.2% 15-NOV-2024,0.28%
147,eBay Inc. 3.45% 01-AUG-2024,0.28%
148,"Delta Air Lines, Inc. 2.9% 28-OCT-2024",0.28%
149,Crown Castle International Corp. 3.2% 01-SEP-2024,0.28%
150,Cimarex Energy Co. 4.375% 01-JUN-2024,0.28%
151,"General Motors Financial Co., Inc. 3.5% 07-NOV-2024",0.28%
152,Marathon Petroleum Corporation 3.625% 15-SEP-2024,0.28%
153,Discover Bank 2.45% 12-SEP-2024,0.28%
154,Apple Inc. 1.8% 11-SEP-2024,0.27%
155,Husky Energy Inc. 4.0% 15-APR-2024,0.27%
156,American Honda Finance Corp. 2.15% 10-SEP-2024,0.27%
157,Delphi Corp. 4.15% 15-MAR-2024,0.27%
158,Ally Financial Inc. 5.125% 30-SEP-2024,0.27%
159,Perrigo Finance Plc 3.9% 15-DEC-2024,0.27%
160,Catholic Health Initiatives 2.76% 01-OCT-2024,0.27%
161,"Chubb INA Holdings, Inc. 3.35% 15-MAY-2024",0.27%
162,Burlington Northern Santa Fe LLC 3.4% 01-SEP-2024,0.27%
163,"McCormick & Company, Incorporated 3.15% 15-AUG-2024",0.27%
164,Cigna Corporation 3.5% 15-JUN-2024,0.27%
165,Nutrien Ltd. 3.625% 15-MAR-2024,0.27%
166,Illinois Tool Works Inc. 3.5% 01-MAR-2024,0.27%
167,BBVA USA 2.5% 27-AUG-2024,0.26%
168,PAA Finance Corp. 3.6% 01-NOV-2024,0.26%
169,"PNC Bank, National Association 3.3% 30-OCT-2024",0.26%
170,International Paper Company 3.65% 15-JUN-2024,0.26%
171,"Noble Energy, Inc. 3.9% 15-NOV-2024",0.25%
172,"Willis North America, Inc. 3.6% 15-MAY-2024",0.25%
173,CVS Health Corporation 3.375% 12-AUG-2024,0.25%
174,"Kinder Morgan Energy Partners, L.P. 4.25% 01-SEP-2024",0.25%
175,"Kinder Morgan Energy Partners, L.P. 4.15% 01-FEB-2024",0.25%
176,Aon plc 3.5% 14-JUN-2024,0.25%
