,Name,Allocation
0,Los Angeles Calif Dept Wtr & Pwr Wtrwks Rev 5.0% 01-JUL-2043,4.83%
1,Pennsylvania St Tpk Commn Oil Franchise Tax Rev 5.0% 01-DEC-2048,4.68%
2,New Jersey St Transn Tr Fd Auth 5.25% 15-JUN-2043,4.50%
3,Massachusetts St Sch Bldg Auth Dedicated Sales Tax Rev 4.0% 15-FEB-2043,4.38%
4,New York N Y City Mun Wtr Fin Auth Wtr & Swr Sysrev 4.0% 15-JUN-2049,4.35%
5,Indiana St Fin Auth Rev 5.0% 01-FEB-2033,4.30%
6,Salt Riv Proj Agric Impt & Pwr Dist Ariz Elec Sys Rev 5.0% 01-JAN-2037,4.23%
7,West Virginia St Hosp Fin Auth Hosp Rev 4.0% 01-JUN-2051,4.21%
8,Maryland St 5.0% 01-AUG-2031,3.14%
9,Hurst Euless Bedford Tex Indpt Sch Dist 5.0% 15-AUG-2028,2.95%
10,New York St Dorm Auth Revs Non St Supported Debt 5.0% 01-JUL-2039,2.83%
11,California Statewide Cmntys Dev Auth Rev 4.0% 01-MAR-2048,2.55%
12,California St 5.0% 01-APR-2028,2.52%
13,New York N Y City Transitional Fin Auth Rev 5.0% 01-NOV-2028,2.51%
14,South Jersey Port Corp N J Rev 5.0% 01-JAN-2049,2.49%
15,Energy Northwest Wash Elec Rev 5.0% 01-JUL-2028,2.46%
16,Connecticut St 5.0% 15-FEB-2028,2.45%
17,University Oregon Gen Rev 5.0% 01-APR-2048,2.44%
18,Port Auth N Y & N J 5.0% 15-JUL-2036,2.36%
19,New York St Dorm Auth Sales Tax Rev St Supporteddebt 5.0% 15-MAR-2045,2.33%
20,California St Univ Rev 5.0% 01-NOV-2043,2.30%
21,Massachusetts St Health & Edl Facs Auth Rev 5.2% 01-JAN-2028,2.29%
22,Illinois St 5.0% 01-NOV-2028,2.15%
23,New York N Y 5.0% 01-APR-2033,2.14%
24,U.S. Dollar,2.13%
25,San Francisco Calif City & Cnty Pub Utils Commnwtr Rev 5.0% 01-NOV-2028,2.12%
26,Gainesville Fla Utils Sys Rev 5.0% 01-OCT-2028,2.10%
27,New York N Y City Transitional Fin Auth Rev 5.0% 01-MAY-2036,1.78%
28,Virginia Commlth Transn Brd Fed Transn Grnt Antic Rev 5.0% 15-MAR-2028,1.49%
29,Metropolitan Transn Auth N Y Rev 5.0% 15-NOV-2035,1.48%
30,Grand Parkway Transn Corp Tex Sys Toll Rev 5.0% 01-OCT-2033,1.45%
31,Los Angeles Cnty Calif Met Transn Auth Sales Taxrev 5.0% 01-JUL-2031,1.39%
32,Houston Tex Arpt Sys Rev 5.0% 01-JUL-2028,1.22%
33,Clark Cnty Nev 5.0% 01-DEC-2033,1.21%
34,Santa Barbara Calif Uni Sch Dist 4.0% 01-AUG-2044,1.11%
35,Washington St 5.0% 01-AUG-2028,1.11%
36,University Colo Enterprise Sys Rev 5.0% 01-JUN-2031,0.99%
37,Washington St 5.0% 01-FEB-2041,0.95%
38,District Columbia 5.0% 01-JUN-2030,0.75%
39,Fort Smith Ark Wtr & Swr Rev 5.0% 01-OCT-2034,0.73%
40,Louisiana Loc Govt Environmental Facs & Cmnty Dev Auth Rev 4.0% 01-DEC-2043,0.54%
41,Texas Water Dev Brd 5.0% 15-OCT-2028,0.50%
42,Dallas Cnty Tex Util & Reclamation Dist 5.0% 15-FEB-2028,0.49%
43,Salt Lake City Utah Arpt Rev 5.0% 01-JUL-2048,0.46%
44,Columbus Ohio 5.0% 15-FEB-2028,0.36%
45,Minnesota St 5.0% 01-AUG-2034,0.25%
